timestamp,year,session,events,tier,IND_MACRO,IND_Tier1,IND_Tier2,IND_Tier3,IND_FED,IND_Tier4,Adj Close,Close,High,Low,Open,Volume,IND_NE_remove
2024-09-30 00:00:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,0.0,0
2024-09-30 00:01:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,34.0,0
2024-09-30 00:02:00-04:00,2024,London 0-7 ET,,,,,,,,,114.65625,114.65625,114.671875,114.65625,114.65625,31.0,0
2024-09-30 00:03:00-04:00,2024,London 0-7 ET,,,,,,,,,114.65625,114.65625,114.671875,114.65625,114.65625,16.0,0
2024-09-30 00:05:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.65625,114.65625,3.0,0
2024-09-30 00:06:00-04:00,2024,London 0-7 ET,,,,,,,,,114.65625,114.65625,114.65625,114.65625,114.65625,869.0,0
2024-09-30 00:07:00-04:00,2024,London 0-7 ET,,,,,,,,,114.65625,114.65625,114.65625,114.65625,114.65625,415.0,0
2024-09-30 00:08:00-04:00,2024,London 0-7 ET,,,,,,,,,114.65625,114.65625,114.65625,114.640625,114.65625,152.0,0
2024-09-30 00:10:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.6875,114.671875,114.671875,596.0,0
2024-09-30 00:11:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,20.0,0
2024-09-30 00:12:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,165.0,0
2024-09-30 00:14:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,45.0,0
2024-09-30 00:15:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,702.0,0
2024-09-30 00:16:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,107.0,0
2024-09-30 00:17:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,8.0,0
2024-09-30 00:18:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,187.0,0
2024-09-30 00:19:00-04:00,2024,London 0-7 ET,,,,,,,,,114.65625,114.65625,114.671875,114.65625,114.671875,177.0,0
2024-09-30 00:20:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.65625,114.65625,303.0,0
2024-09-30 00:21:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,419.0,0
2024-09-30 00:22:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,109.0,0
2024-09-30 00:23:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,34.0,0
2024-09-30 00:24:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,6.0,0
2024-09-30 00:25:00-04:00,2024,London 0-7 ET,,,,,,,,,114.65625,114.65625,114.65625,114.65625,114.65625,9.0,0
2024-09-30 00:26:00-04:00,2024,London 0-7 ET,,,,,,,,,114.65625,114.65625,114.671875,114.65625,114.671875,5.0,0
2024-09-30 00:27:00-04:00,2024,London 0-7 ET,,,,,,,,,114.65625,114.65625,114.671875,114.65625,114.65625,23.0,0
2024-09-30 00:28:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,20.0,0
2024-09-30 00:29:00-04:00,2024,London 0-7 ET,,,,,,,,,114.65625,114.65625,114.65625,114.65625,114.65625,1.0,0
2024-09-30 00:30:00-04:00,2024,London 0-7 ET,,,,,,,,,114.6875,114.6875,114.6875,114.65625,114.671875,186.0,0
2024-09-30 00:31:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,3.0,0
2024-09-30 00:33:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,62.0,0
2024-09-30 00:34:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,2.0,0
2024-09-30 00:35:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,1.0,0
2024-09-30 00:36:00-04:00,2024,London 0-7 ET,,,,,,,,,114.6875,114.6875,114.6875,114.671875,114.671875,29.0,0
2024-09-30 00:37:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,1.0,0
2024-09-30 00:38:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,1.0,0
2024-09-30 00:39:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,1.0,0
2024-09-30 00:40:00-04:00,2024,London 0-7 ET,,,,,,,,,114.671875,114.671875,114.671875,114.671875,114.671875,1.0,0
