timestamp,year,session,events,tier,IND_MACRO,IND_Tier1,IND_Tier2,IND_Tier3,IND_FED,IND_Tier4,Adj Close,Close,High,Low,Open,Volume,IND_NE_remove
2000-12-17 19:00:00-05:00,2000,Asia 18-24 ET,,,,,,,,,104.5,104.5,104.6406021118164,104.40630340576172,104.625,175.0,0
2000-12-18 19:00:00-05:00,2000,Asia 18-24 ET,,,,,,,,,104.125,104.125,104.1875,104.125,104.1875,51363.0,0
2000-12-19 19:00:00-05:00,2000,Asia 18-24 ET,,,,,,,,,105.2968978881836,105.2968978881836,105.34380340576172,104.53130340576172,104.53130340576172,41825.0,0
2000-12-20 19:00:00-05:00,2000,Asia 18-24 ET,,,,,,,,,105.3125,105.3125,105.5156021118164,104.875,105.25,10769.0,0
2000-12-21 19:00:00-05:00,2000,Asia 18-24 ET,,,,,,,,,105.34380340576172,105.34380340576172,105.5625,105.0625,105.3125,2372.0,0
2000-12-25 19:00:00-05:00,2000,Asia 18-24 ET,,,,,,,,,105.2656021118164,105.2656021118164,105.4843978881836,105.09380340576172,105.375,9617.0,0
2000-12-26 19:00:00-05:00,2000,Asia 18-24 ET,,,,,,,,,104.7968978881836,104.7968978881836,105.3281021118164,104.75,105.28130340576172,18135.0,0
2000-12-27 19:00:00-05:00,2000,Asia 18-24 ET,,,,,,,,,104.6875,104.6875,104.9218978881836,104.4843978881836,104.7968978881836,3391.0,0
2000-12-28 19:00:00-05:00,2000,Asia 18-24 ET,,,,,,,,,104.8906021118164,104.8906021118164,105.0468978881836,104.65630340576172,104.71880340576172,31734.0,0
2001-12-16 19:00:00-05:00,2001,Asia 18-24 ET,,,,,,,,,104.5781021118164,104.5781021118164,105.3906021118164,103.9843978881836,104.5781021118164,123.0,0
2001-12-17 19:00:00-05:00,2001,Asia 18-24 ET,,,,,,,,,105.71880340576172,105.71880340576172,105.8281021118164,105.1875,105.4375,268.0,0
2001-12-18 19:00:00-05:00,2001,Asia 18-24 ET,,,,,,,,,106.0625,106.0625,106.53130340576172,105.84380340576172,106.03130340576172,79184.0,0
2001-12-19 19:00:00-05:00,2001,Asia 18-24 ET,,,,,,,,,105.0781021118164,105.0781021118164,105.09380340576172,104.4531021118164,104.9375,47791.0,0
2001-12-20 19:00:00-05:00,2001,Asia 18-24 ET,,,,,,,,,104.6093978881836,104.6093978881836,105.25,104.5781021118164,105.0,9987.0,0
2001-12-23 19:00:00-05:00,2001,Asia 18-24 ET,,,,,,,,,104.28130340576172,104.28130340576172,104.65630340576172,104.1875,104.5781021118164,21053.0,0
2001-12-25 19:00:00-05:00,2001,Asia 18-24 ET,,,,,,,,,103.8593978881836,103.8593978881836,104.4531021118164,103.8281021118164,104.3593978881836,40744.0,0
