timestamp,year,session,events,tier,IND_MACRO,IND_Tier1,IND_Tier2,IND_Tier3,IND_FED,IND_Tier4,Adj Close,Close,High,Low,Open,Volume
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,EIA Crude Oil Stocks Change DEC/11,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,Housing Starts MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,Foreign Bond Investment OCT,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,Net Long-term TIC Flows OCT,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,MBA 30-Year Mortgage Rate DEC/11,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,MBA Mortgage Applications DEC/11,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,Building Permits NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,Housing Starts NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,Overall Net Capital Flows OCT,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,EIA Gasoline Stocks Change DEC/11,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,Industrial Production MoM NOV,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,Industrial Production YoY NOV,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,Capacity Utilization NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,Manufacturing Production YoY NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,Markit Manufacturing PMI Flash DEC,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,
2015-12-15 13:30:00-05:00,2015,US Mid 10-15 ET,Building Permits MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-16 13:30:00-05:00,2015,US Mid 10-15 ET,FOMC Economic Projections,4.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,
2015-12-16 13:30:00-05:00,2015,US Mid 10-15 ET,Initial Jobless Claims DEC/12,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-16 13:30:00-05:00,2015,US Mid 10-15 ET,Fed Interest Rate Decision,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-16 13:30:00-05:00,2015,US Mid 10-15 ET,Current Account Q3,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-16 13:30:00-05:00,2015,US Mid 10-15 ET,EIA Natural Gas Stocks Change DEC/11,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-16 13:30:00-05:00,2015,US Mid 10-15 ET,Continuing Jobless Claims DEC/05,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-16 13:30:00-05:00,2015,US Mid 10-15 ET,Philadelphia Fed Manufacturing Index DEC,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-16 13:30:00-05:00,2015,US Mid 10-15 ET,CB Leading Index MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-17 13:30:00-05:00,2015,US Mid 10-15 ET,Fed Lacker Speech ,4.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,
2015-12-17 13:30:00-05:00,2015,US Mid 10-15 ET,Kansas Fed Manufacturing Index DEC,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-17 13:30:00-05:00,2015,US Mid 10-15 ET,Markit Services PMI Flash DEC,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,
2015-12-17 13:30:00-05:00,2015,US Mid 10-15 ET,Markit Composite PMI Flash DEC,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,
2015-12-20 13:30:00-05:00,2015,US Mid 10-15 ET,Chicago Fed National Activity Index NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-20 13:30:00-05:00,2015,US Mid 10-15 ET,3-Month Bill Auction,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2015-12-20 13:30:00-05:00,2015,US Mid 10-15 ET,6-Month Bill Auction,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2015-12-21 13:30:00-05:00,2015,US Mid 10-15 ET,Corporate Profits QoQ Final Q3,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-21 13:30:00-05:00,2015,US Mid 10-15 ET,GDP Price Index QoQ Final Q3,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-21 13:30:00-05:00,2015,US Mid 10-15 ET,4-Week Bill Auction,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2015-12-21 13:30:00-05:00,2015,US Mid 10-15 ET,Redbook MoM DEC/19,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-21 13:30:00-05:00,2015,US Mid 10-15 ET,Core PCE Prices QoQ Final Q3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2015-12-21 13:30:00-05:00,2015,US Mid 10-15 ET,Redbook YoY DEC/19,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-21 13:30:00-05:00,2015,US Mid 10-15 ET,GDP Growth Rate QoQ Final Q3,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-21 13:30:00-05:00,2015,US Mid 10-15 ET,Existing Home Sales MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-21 13:30:00-05:00,2015,US Mid 10-15 ET,PCE Prices QoQ Final Q3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2015-12-21 13:30:00-05:00,2015,US Mid 10-15 ET,Existing Home Sales NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-21 13:30:00-05:00,2015,US Mid 10-15 ET,House Price Index MoM OCT,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-21 13:30:00-05:00,2015,US Mid 10-15 ET,Richmond Fed Manufacturing Index DEC,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,Durable Goods Orders Ex Transp MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,PCE Price Index YoY NOV,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,MBA 30-Year Mortgage Rate DEC/18,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,MBA Mortgage Applications DEC/18,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,Durable Goods Orders MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,Personal Income (MoM) NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,Personal Spending MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,PCE Price Index MoM NOV,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,Michigan Consumer Sentiment Final DEC,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,Core PCE Price Index MoM NOV,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,Core PCE Price Index YoY NOV,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,New Home Sales NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,New Home Sales MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,EIA Crude Oil Stocks Change DEC/18,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,EIA Gasoline Stocks Change DEC/18,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-22 13:30:00-05:00,2015,US Mid 10-15 ET,Durable Goods Orders Ex Defense MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-23 13:30:00-05:00,2015,US Mid 10-15 ET,EIA Natural Gas Stocks Change DEC/18,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-23 13:30:00-05:00,2015,US Mid 10-15 ET,Initial Jobless Claims DEC/19,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-23 13:30:00-05:00,2015,US Mid 10-15 ET,Continuing Jobless Claims DEC/12,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-27 13:30:00-05:00,2015,US Mid 10-15 ET,2-Year Note Auction,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2015-12-27 13:30:00-05:00,2015,US Mid 10-15 ET,6-Month Bill Auction,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2015-12-27 13:30:00-05:00,2015,US Mid 10-15 ET,3-Month Bill Auction,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2015-12-27 13:30:00-05:00,2015,US Mid 10-15 ET,Dallas Fed Manufacturing Index DEC,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-28 13:30:00-05:00,2015,US Mid 10-15 ET,S&P/Case-Shiller Home Price YoY OCT,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-28 13:30:00-05:00,2015,US Mid 10-15 ET,CB Consumer Confidence DEC,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2015-12-28 13:30:00-05:00,2015,US Mid 10-15 ET,Redbook YoY DEC/26,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-28 13:30:00-05:00,2015,US Mid 10-15 ET,5-Year Note Auction,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2015-12-28 13:30:00-05:00,2015,US Mid 10-15 ET,Redbook MoM DEC/26,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-28 13:30:00-05:00,2015,US Mid 10-15 ET,S&P/Case-Shiller Home Price MoM OCT,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-28 13:30:00-05:00,2015,US Mid 10-15 ET,4-Week Bill Auction,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2015-12-29 13:30:00-05:00,2015,US Mid 10-15 ET,7-Year Note Auction,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2015-12-29 13:30:00-05:00,2015,US Mid 10-15 ET,EIA Gasoline Stocks Change DEC/25,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-29 13:30:00-05:00,2015,US Mid 10-15 ET,Pending Home Sales MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-29 13:30:00-05:00,2015,US Mid 10-15 ET,Pending Home Sales YoY NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-29 13:30:00-05:00,2015,US Mid 10-15 ET,EIA Crude Oil Stocks Change DEC/25,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-30 13:30:00-05:00,2015,US Mid 10-15 ET,Continuing Jobless Claims DEC/19,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-30 13:30:00-05:00,2015,US Mid 10-15 ET,Initial Jobless Claims DEC/26,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-30 13:30:00-05:00,2015,US Mid 10-15 ET,EIA Natural Gas Stocks Change DEC/25,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2015-12-30 13:30:00-05:00,2015,US Mid 10-15 ET,Chicago PMI DEC,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,
2016-12-15 13:30:00-05:00,2016,US Mid 10-15 ET,Building Permits NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-15 13:30:00-05:00,2016,US Mid 10-15 ET,Overall Net Capital Flows OCT,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-15 13:30:00-05:00,2016,US Mid 10-15 ET,Foreign Bond Investment OCT,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-15 13:30:00-05:00,2016,US Mid 10-15 ET,Net Long-term TIC Flows OCT,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-15 13:30:00-05:00,2016,US Mid 10-15 ET,Building Permits MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-15 13:30:00-05:00,2016,US Mid 10-15 ET,Fed Lacker Speech ,4.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,
2016-12-15 13:30:00-05:00,2016,US Mid 10-15 ET,Baker Hughes Oil Rig Count DEC,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-15 13:30:00-05:00,2016,US Mid 10-15 ET,Housing Starts MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-15 13:30:00-05:00,2016,US Mid 10-15 ET,Housing Starts NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-18 13:30:00-05:00,2016,US Mid 10-15 ET,6-Month Bill Auction,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2016-12-18 13:30:00-05:00,2016,US Mid 10-15 ET,Markit Composite PMI Flash DEC,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,
2016-12-18 13:30:00-05:00,2016,US Mid 10-15 ET,Markit Services PMI Flash DEC,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,
2016-12-18 13:30:00-05:00,2016,US Mid 10-15 ET,3-Month Bill Auction,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2016-12-19 13:30:00-05:00,2016,US Mid 10-15 ET,Fed Yellen Speech ,4.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,
2016-12-19 13:30:00-05:00,2016,US Mid 10-15 ET,Redbook MoM DEC/17,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-19 13:30:00-05:00,2016,US Mid 10-15 ET,4-Week Bill Auction,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2016-12-19 13:30:00-05:00,2016,US Mid 10-15 ET,Redbook YoY DEC/17,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-20 13:30:00-05:00,2016,US Mid 10-15 ET,Existing Home Sales NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-20 13:30:00-05:00,2016,US Mid 10-15 ET,MBA 30-Year Mortgage Rate DEC/16,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-20 13:30:00-05:00,2016,US Mid 10-15 ET,MBA Mortgage Applications DEC/16,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-20 13:30:00-05:00,2016,US Mid 10-15 ET,EIA Crude Oil Stocks Change DEC/15,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-20 13:30:00-05:00,2016,US Mid 10-15 ET,EIA Gasoline Stocks Change DEC/16,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-20 13:30:00-05:00,2016,US Mid 10-15 ET,Existing Home Sales MoM,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,PCE Price Index MoM NOV,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,Chicago Fed National Activity Index NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,Initial Jobless Claims DEC/17,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,GDP Price Index QoQ Final Q3,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,Durable Goods Orders MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,Durable Goods Orders ex Transp MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,Corporate Profits QoQ Final Q3,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,Core PCE Prices QoQ Final Q3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,Continuing Jobless Claims DEC/10,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,GDP Growth Rate QoQ Final Q3,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,EIA Natural Gas Stocks Change DEC/16,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,PCE Prices QoQ Final Q3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,CB Leading Index MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,Personal Income (MoM) NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,Personal Spending MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,Durable Goods Orders Ex Defense MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,PCE Price Index YoY NOV,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,Core PCE Price Index YoY NOV,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,Core PCE Price Index MoM NOV,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,House Price Index MoM OCT,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-21 13:30:00-05:00,2016,US Mid 10-15 ET,Kansas Fed Manufacturing Index DEC,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-22 13:30:00-05:00,2016,US Mid 10-15 ET,New Home Sales NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-22 13:30:00-05:00,2016,US Mid 10-15 ET,Michigan Consumer Sentiment Final DEC,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-22 13:30:00-05:00,2016,US Mid 10-15 ET,Baker Hughes Oil Rig Count DEC,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2016-12-22 13:30:00-05:00,2016,US Mid 10-15 ET,New Home Sales MoM NOV,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
