date,return,All Data ZScore,This Batch ZScore
2025-01-03,2.75,-0.8927430271957802,-0.5083159383372726
2025-01-03,1.0,-1.50564545163596,-1.5461276457758708
2025-01-03,5.0,-0.10472562434412032,0.826013399798068
2025-01-03,3.0,-0.8051855379900402,-0.36005712298890147
2025-01-05,3.5,-0.6300705595785603,-0.06353949229215912
2025-01-06,2.75,-0.8927430271957802,-0.5083159383372726
2025-01-06,5.75,0.15794684327309966,1.2707898458431814
2025-01-06,3.0,-0.8051855379900402,-0.36005712298890147
2025-01-06,4.5,-0.2798406027556003,0.5294957691013256
2025-01-06,6.0,0.24550433247883965,1.4190486611915527
2025-01-07,1.5,-1.3305304732244803,-1.2496100150791285
2025-01-07,3.75,-0.5425130703728203,0.08471932305621206
2025-01-07,1.75,-1.2429729840187402,-1.1013511997307572
2025-01-07,6.25,0.33306182168457965,1.5673074765399237
