date,return,All Data ZScore,This Batch ZScore
2025-01-03,2.75,-0.13414740867281946,-0.5083159383372726
2025-01-03,1.0,-0.6998292524738654,-1.5461276457758708
2025-01-03,5.0,0.5931578190713824,0.826013399798068
2025-01-03,3.0,-0.05333571670124149,-0.36005712298890147
2025-01-05,3.5,0.10828766724191449,-0.06353949229215912
2025-01-06,2.75,-0.13414740867281946,-0.5083159383372726
2025-01-06,5.75,0.8355928949861164,1.2707898458431814
2025-01-06,3.0,-0.05333571670124149,-0.36005712298890147
2025-01-06,4.5,0.4315344351282265,0.5294957691013256
2025-01-06,6.0,0.9164045869576944,1.4190486611915527
2025-01-07,1.5,-0.5382058685307094,-1.2496100150791285
2025-01-07,3.75,0.1890993592134925,0.08471932305621206
2025-01-07,1.75,-0.45739417655913145,-1.1013511997307572
2025-01-07,6.25,0.9972162789292723,1.5673074765399237
