date,return,All Data ZScore,This Batch ZScore
2025-01-03,2.75,-0.7621859537024223,-0.5083159383372726
2025-01-03,1.0,-1.360339283676204,-1.5461276457758708
2025-01-03,5.0,0.006868327692439923,0.826013399798068
2025-01-03,3.0,-0.676735477991882,-0.36005712298890147
2025-01-05,3.5,-0.5058345265708015,-0.06353949229215912
2025-01-06,2.75,-0.7621859537024223,-0.5083159383372726
2025-01-06,5.75,0.2632197548240606,1.2707898458431814
2025-01-06,3.0,-0.676735477991882,-0.36005712298890147
2025-01-06,4.5,-0.16403262372864055,0.5294957691013256
2025-01-06,6.0,0.3486702305346009,1.4190486611915527
2025-01-07,1.5,-1.1894383322551234,-1.2496100150791285
2025-01-07,3.75,-0.4203840508602613,0.08471932305621206
2025-01-07,1.75,-1.1039878565445833,-1.1013511997307572
2025-01-07,6.25,0.43412070624514115,1.5673074765399237
