datetime,events,year
2021-02-24 21:59:50,119-Day Bill Auction,2021
2021-02-24 21:59:50,2-Year FRN Auction,2021
2021-02-24 23:29:50,Fed Clarida Speech ,2021
2021-02-24 23:29:50,5-Year Note Auction,2021
2021-02-25 18:59:50,Durable Goods Orders MoM JAN,2021
2021-02-25 18:59:50,Durable Goods Orders Ex Transp MoM JAN,2021
2021-02-25 18:59:50,Fed Bostic Speech ,2021
2021-02-25 18:59:50,GDP Growth Rate QoQ 2nd Est Q4,2021
2021-02-25 18:59:50,GDP Price Index QoQ 2nd Est Q4,2021
2021-02-25 18:59:50,Initial Jobless Claims FEB/20,2021
2021-02-25 18:59:50,Jobless Claims 4-week Average FEB/20,2021
2021-02-25 18:59:50,Continuing Jobless Claims FEB/13,2021
2021-02-25 18:59:50,Core PCE Prices QoQ 2nd Est Q4,2021
2021-02-25 18:59:50,Durable Goods Orders ex Defense MoM JAN,2021
2021-02-25 18:59:50,PCE Prices QoQ 2nd Est Q4,2021
2021-02-25 20:29:50,Pending Home Sales MoM JAN,2021
2021-02-25 20:29:50,Pending Home Sales YoY JAN,2021
2021-02-25 20:59:50,EIA Natural Gas Stocks Change FEB/19,2021
2021-02-25 21:29:50,Kansas Fed Manufacturing Index FEB,2021
2021-02-25 21:39:50,Fed Quarles Speech ,2021
2021-02-25 21:59:50,4-Week Bill Auction,2021
2021-02-25 21:59:50,8-Week Bill Auction,2021
2021-02-25 22:29:50,Fed Bostic Speech ,2021
2021-02-25 23:29:50,7-Year Note Auction,2021
2021-02-26 01:29:50,Fed Williams Speech ,2021
2021-02-26 18:59:50,Personal Income MoM JAN,2021
2021-02-26 18:59:50,Personal Spending MoM JAN,2021
2021-02-26 18:59:50,Goods Trade Balance Adv JAN,2021
2021-02-26 18:59:50,PCE Price Index MoM JAN,2021
2021-02-26 18:59:50,PCE Price Index YoY JAN,2021
2021-02-26 18:59:50,Wholesale Inventories MoM Adv JAN,2021
2021-02-26 18:59:50,Core PCE Price Index MoM JAN,2021
2021-02-26 18:59:50,Core PCE Price Index YoY JAN,2021
2021-02-26 20:14:50,Chicago PMI FEB,2021
2021-02-26 20:29:50,Michigan Consumer Sentiment Final FEB,2021
2021-02-26 20:29:50,Michigan 5 Year Inflation Expectations Final FEB,2021
2021-02-26 20:29:50,Michigan Consumer Expectations Final FEB,2021
2021-02-26 20:29:50,Michigan Current Conditions Final FEB,2021
2021-02-26 20:29:50,Michigan Inflation Expectations Final FEB,2021
2021-02-26 23:29:50,Baker Hughes Oil Rig Count FEB/26,2021
2021-02-26 23:29:50,Baker Hughes Total Rig Count FEB/26,2021
2021-03-01 19:29:50,Fed Williams Speech ,2021
2021-03-01 19:34:50,Fed Brainard Speech ,2021
2021-03-01 20:14:50,Markit Manufacturing PMI Final FEB,2021
2021-03-01 20:29:50,Construction Spending MoM JAN,2021
2021-03-01 20:29:50,ISM Manufacturing Employment FEB,2021
2021-03-01 20:29:50,ISM Manufacturing PMI FEB,2021
2021-03-01 20:29:50,ISM Manufacturing New Orders FEB,2021
2021-03-01 20:29:50,ISM Manufacturing Prices FEB,2021
2021-03-01 21:59:50,3-Month Bill Auction,2021
2021-03-01 21:59:50,6-Month Bill Auction,2021
2021-03-02 19:24:50,Redbook MoM FEB/27,2021
2021-03-02 19:24:50,Redbook YoY FEB/27,2021
2021-03-02 20:14:50,ISM New York Index FEB,2021
2021-03-02 20:29:50,IBD/TIPP Economic Optimism MAR,2021
2021-03-02 21:59:50,42-Day Bill Auction,2021
2021-03-02 23:29:50,Fed Brainard Speech ,2021
2021-03-03 00:29:50,Fed Daly Speech ,2021
2021-03-03 02:59:50,API Crude Oil Stock Change FEB/26,2021
2021-03-03 17:29:50,MBA 30-Year Mortgage Rate FEB/26,2021
2021-03-03 17:29:50,MBA Mortgage Applications FEB/26,2021
2021-03-03 18:44:50,ADP Employment Change FEB,2021
2021-03-03 20:14:50,Markit Composite PMI Final FEB,2021
2021-03-03 20:14:50,Markit Services PMI Final FEB,2021
2021-03-03 20:29:50,Fed Harker Speech ,2021
2021-03-03 20:29:50,ISM Non-Manufacturing Employment FEB,2021
2021-03-03 20:29:50,ISM Non-Manufacturing PMI FEB,2021
2021-03-03 20:29:50,ISM Non-Manufacturing Business Activity FEB,2021
2021-03-03 20:29:50,ISM Non-Manufacturing New Orders FEB,2021
2021-03-03 20:29:50,ISM Non-Manufacturing Prices FEB,2021
2021-03-03 20:59:50,EIA Crude Oil Stocks Change FEB/26,2021
2021-03-03 20:59:50,EIA Cushing Crude Oil Stocks Change FEB/26,2021
2021-03-03 20:59:50,EIA Gasoline Stocks Change FEB/26,2021
2021-03-03 20:59:50,EIA Crude Oil Imports Change FEB/26,2021
2021-03-03 20:59:50,EIA Distillate Fuel Production Change FEB/26,2021
2021-03-03 20:59:50,EIA Distillate Stocks Change FEB/26,2021
2021-03-03 20:59:50,EIA Gasoline Production Change FEB/26,2021
2021-03-03 20:59:50,EIA Heating Oil Stocks Change FEB/26,2021
2021-03-03 20:59:50,EIA Refinery Crude Runs Change FEB/26,2021
2021-03-03 21:59:50,119-Day Bill Auction,2021
2021-03-03 22:29:50,Fed Bostic Speech ,2021
2021-03-03 23:29:50,Fed Evans Speech ,2021
2021-03-04 00:29:50,Fed Beige Book,2021
2021-03-04 04:34:50,Fed Kaplan Speech ,2021
2021-03-04 05:29:50,Total Vehicle Sales FEB,2021
2021-03-04 17:59:50,Challenger Job Cuts FEB,2021
2021-03-04 18:59:50,Initial Jobless Claims FEB/27,2021
2021-03-04 18:59:50,Jobless Claims 4-week Average FEB/27,2021
2021-03-04 18:59:50,Nonfarm Productivity QoQ Final Q4,2021
2021-03-04 18:59:50,Unit Labour Costs QoQ Final Q4,2021
2021-03-04 18:59:50,Continuing Jobless Claims FEB/20,2021
2021-03-04 20:29:50,Factory Orders MoM JAN,2021
2021-03-04 20:29:50,Factory Orders ex Transportation JAN,2021
2021-03-04 20:59:50,EIA Natural Gas Stocks Change FEB/26,2021
2021-03-04 21:59:50,4-Week Bill Auction,2021
2021-03-04 21:59:50,8-Week Bill Auction,2021
2021-03-04 22:34:50,Fed Chair Powell Speech ,2021
2021-03-05 18:59:50,Balance of Trade JAN,2021
2021-03-05 18:59:50,Non Farm Payrolls FEB,2021
2021-03-05 18:59:50,Unemployment Rate FEB,2021
2021-03-05 18:59:50,Average Hourly Earnings MoM FEB,2021
2021-03-05 18:59:50,Average Hourly Earnings YoY FEB,2021
2021-03-05 18:59:50,Average Weekly Hours FEB,2021
2021-03-05 18:59:50,Exports JAN,2021
2021-03-05 18:59:50,Government Payrolls FEB,2021
2021-03-05 18:59:50,Imports JAN,2021
2021-03-05 18:59:50,Manufacturing Payrolls FEB,2021
2021-03-05 18:59:50,Nonfarm Payrolls Private FEB,2021
2021-03-05 18:59:50,Participation Rate FEB,2021
2021-03-05 23:29:50,Baker Hughes Oil Rig Count MAR/05,2021
2021-03-05 23:29:50,Baker Hughes Total Rig Count MAR/05,2021
2021-03-06 01:29:50,Fed Bostic Speech ,2021
2021-03-06 01:29:50,Consumer Credit Change JAN,2021
2021-03-08 20:29:50,Wholesale Inventories MoM JAN,2021
2021-03-08 21:29:50,Consumer Inflation Expectations FEB,2021
2021-03-08 21:59:50,3-Month Bill Auction,2021
2021-03-08 21:59:50,6-Month Bill Auction,2021
2021-03-09 16:29:50,NFIB Business Optimism Index FEB,2021
2021-03-09 19:24:50,Redbook MoM MAR/06,2021
2021-03-09 19:24:50,Redbook YoY MAR/06,2021
2021-03-09 21:59:50,42-Day Bill Auction,2021
2021-03-09 22:29:50,WASDE Report,2021
2021-03-09 23:29:50,3-Year Note Auction,2021
2021-03-10 02:59:50,API Crude Oil Stock Change MAR/05,2021
2021-03-10 04:34:50,Fed Kaplan Speech ,2021
2021-03-10 17:29:50,MBA 30-Year Mortgage Rate MAR/05,2021
2021-03-10 17:29:50,MBA Mortgage Applications MAR/05,2021
2021-03-10 18:59:50,Core Inflation Rate YoY FEB,2021
2021-03-10 18:59:50,Inflation Rate YoY FEB,2021
2021-03-10 18:59:50,Core Inflation Rate MoM FEB,2021
2021-03-10 18:59:50,CPI FEB,2021
2021-03-10 18:59:50,Inflation Rate MoM FEB,2021
2021-03-10 20:59:50,EIA Crude Oil Stocks Change MAR/05,2021
2021-03-10 20:59:50,EIA Cushing Crude Oil Stocks Change MAR/05,2021
2021-03-10 20:59:50,EIA Gasoline Stocks Change MAR/05,2021
2021-03-10 20:59:50,EIA Crude Oil Imports Change MAR/05,2021
2021-03-10 20:59:50,EIA Distillate Fuel Production Change MAR/05,2021
2021-03-10 20:59:50,EIA Distillate Stocks Change MAR/05,2021
2021-03-10 20:59:50,EIA Gasoline Production Change MAR/05,2021
2021-03-10 20:59:50,EIA Heating Oil Stocks Change MAR/05,2021
2021-03-10 20:59:50,EIA Refinery Crude Runs Change MAR/05,2021
2021-03-10 21:59:50,119-Day Bill Auction,2021
2021-03-10 23:29:50,10-Year Note Auction,2021
2021-03-11 00:29:50,Monthly Budget Statement FEB,2021
2021-03-11 18:59:50,Initial Jobless Claims MAR/06,2021
2021-03-11 18:59:50,Jobless Claims 4-week Average MAR/06,2021
2021-03-11 18:59:50,Continuing Jobless Claims FEB/27,2021
2021-03-11 20:29:50,JOLTs Job Openings JAN,2021
2021-03-11 20:59:50,EIA Natural Gas Stocks Change MAR/05,2021
2021-03-11 21:59:50,4-Week Bill Auction,2021
2021-03-11 21:59:50,8-Week Bill Auction,2021
2021-03-11 23:29:50,30-Year Bond Auction,2021
2021-03-12 18:59:50,PPI MoM FEB,2021
2021-03-12 18:59:50,Core PPI MoM FEB,2021
2021-03-12 18:59:50,Core PPI YoY FEB,2021
2021-03-12 18:59:50,PPI YoY FEB,2021
2021-03-12 20:29:50,Michigan 5 Year Inflation Expectations Prel MAR,2021
2021-03-12 20:29:50,Michigan Consumer Expectations Prel MAR,2021
2021-03-12 20:29:50,Michigan Consumer Sentiment Prel MAR,2021
2021-03-12 20:29:50,Michigan Current Conditions Prel MAR,2021
2021-03-12 20:29:50,Michigan Inflation Expectations Prel MAR,2021
2021-03-12 23:29:50,Baker Hughes Oil Rig Count MAR/12,2021
2021-03-12 23:29:50,Baker Hughes Total Rig Count MAR/12,2021
2021-03-15 17:59:50,NY Empire State Manufacturing Index MAR,2021
2021-03-15 20:59:50,3-Month Bill Auction,2021
2021-03-15 20:59:50,6-Month Bill Auction,2021
2021-03-16 01:29:50,Foreign Bond Investment JAN,2021
2021-03-16 01:29:50,Net Long-term TIC Flows JAN,2021
2021-03-16 01:29:50,Overall Net Capital Flows JAN,2021
2021-03-16 17:59:50,Retail Sales MoM FEB,2021
2021-03-16 17:59:50,Export Prices MoM FEB,2021
2021-03-16 17:59:50,Export Prices YoY FEB,2021
2021-03-16 17:59:50,Import Prices MoM FEB,2021
2021-03-16 17:59:50,Import Prices YoY FEB,2021
2021-03-16 17:59:50,Retail Sales Ex Autos MoM FEB,2021
2021-03-16 17:59:50,Retail Sales YoY FEB,2021
2021-03-16 18:24:50,Redbook MoM MAR/13,2021
2021-03-16 18:24:50,Redbook YoY MAR/13,2021
2021-03-16 18:44:50,Industrial Production MoM FEB,2021
2021-03-16 18:44:50,Industrial Production YoY FEB,2021
2021-03-16 18:44:50,Capacity Utilization FEB,2021
2021-03-16 18:44:50,Manufacturing Production MoM FEB,2021
2021-03-16 18:44:50,Manufacturing Production YoY FEB,2021
2021-03-16 19:29:50,Business Inventories MoM JAN,2021
2021-03-16 19:29:50,NAHB Housing Market Index MAR,2021
2021-03-16 20:59:50,42-Day Bill Auction,2021
2021-03-16 22:29:50,20-Year Bond Auction,2021
2021-03-17 01:59:50,API Crude Oil Stock Change MAR/12,2021
2021-03-17 16:29:50,MBA 30-Year Mortgage Rate MAR/12,2021
2021-03-17 16:29:50,MBA Mortgage Applications MAR/12,2021
2021-03-17 17:59:50,Building Permits FEB,2021
2021-03-17 17:59:50,Building Permits MoM FEB,2021
2021-03-17 17:59:50,Housing Starts FEB,2021
2021-03-17 17:59:50,Housing Starts MoM FEB,2021
2021-03-17 19:59:50,EIA Crude Oil Stocks Change MAR/12,2021
2021-03-17 19:59:50,EIA Cushing Crude Oil Stocks Change MAR/12,2021
2021-03-17 19:59:50,EIA Gasoline Stocks Change MAR/12,2021
2021-03-17 19:59:50,EIA Crude Oil Imports Change MAR/12,2021
2021-03-17 19:59:50,EIA Distillate Fuel Production Change MAR/12,2021
2021-03-17 19:59:50,EIA Distillate Stocks Change MAR/12,2021
2021-03-17 19:59:50,EIA Gasoline Production Change MAR/12,2021
2021-03-17 19:59:50,EIA Heating Oil Stocks Change MAR/12,2021
2021-03-17 19:59:50,EIA Refinery Crude Runs Change MAR/12,2021
2021-03-17 20:59:50,119-Day Bill Auction,2021
2021-03-17 23:29:50,Fed Interest Rate Decision,2021
2021-03-17 23:29:50,FOMC Economic Projections,2021
2021-03-18 00:00:00,Fed Press Conference,2021
2021-03-18 17:59:50,Initial Jobless Claims MAR/13,2021
2021-03-18 17:59:50,Jobless Claims 4-week Average MAR/13,2021
2021-03-18 17:59:50,Philadelphia Fed Manufacturing Index MAR,2021
2021-03-18 17:59:50,Continuing Jobless Claims MAR/06,2021
2021-03-18 19:29:50,CB Leading Index MoM FEB,2021
2021-03-18 19:59:50,EIA Natural Gas Stocks Change MAR/12,2021
2021-03-18 20:59:50,4-Week Bill Auction,2021
2021-03-18 20:59:50,8-Week Bill Auction,2021
2021-03-18 22:29:50,10-Year TIPS Auction,2021
2021-03-19 22:29:50,Baker Hughes Oil Rig Count MAR/19,2021
2021-03-19 22:29:50,Baker Hughes Total Rig Count MAR/19,2021
2021-03-22 17:59:50,Chicago Fed National Activity Index FEB,2021
2021-03-22 18:29:50,Fed Chair Powell Speech ,2021
2021-03-22 19:29:50,Existing Home Sales FEB,2021
2021-03-22 19:29:50,Existing Home Sales MoM FEB,2021
2021-03-22 19:59:50,Fed Barkins Speech ,2021
2021-03-22 20:59:50,3-Month Bill Auction,2021
2021-03-22 20:59:50,6-Month Bill Auction,2021
2021-03-22 22:29:50,Fed Daly Speech ,2021
2021-03-22 22:59:50,Fed Quarles Speech ,2021
2021-03-23 04:44:50,Fed Bowman Speech ,2021
2021-03-23 17:59:50,Current Account Q4,2021
2021-03-23 18:24:50,Redbook MoM MAR/20,2021
2021-03-23 18:24:50,Redbook YoY MAR/20,2021
2021-03-23 18:29:50,Fed Bullard Speech ,2021
2021-03-23 19:29:50,New Home Sales FEB,2021
2021-03-23 19:29:50,New Home Sales MoM FEB,2021
2021-03-23 19:29:50,Richmond Fed Manufacturing Index MAR,2021
2021-03-23 19:39:50,Fed Bostic Speech ,2021
2021-03-23 20:29:50,Fed Barkin Speech ,2021
2021-03-23 20:59:50,42-Day Bill Auction,2021
2021-03-23 20:59:50,52-Week Bill Auction,2021
2021-03-23 21:29:50,Fed Chair Powell Testimony,2021
2021-03-23 22:29:50,2-Year Note Auction,2021
2021-03-23 22:54:50,Fed Brainard Speech ,2021
2021-03-24 01:14:50,Fed Brainard Speech ,2021
2021-03-24 01:59:50,API Crude Oil Stock Change MAR/19,2021
2021-03-24 16:29:50,MBA 30-Year Mortgage Rate MAR/19,2021
2021-03-24 16:29:50,MBA Mortgage Applications MAR/19,2021
2021-03-24 17:59:50,Durable Goods Orders MoM FEB,2021
2021-03-24 17:59:50,Durable Goods Orders Ex Transp MoM FEB,2021
2021-03-24 17:59:50,Durable Goods Orders ex Defense MoM FEB,2021
2021-03-24 18:19:50,Fed Barkin Speech ,2021
2021-03-24 19:14:50,Markit Composite PMI Flash MAR,2021
2021-03-24 19:14:50,Markit Manufacturing PMI Flash MAR,2021
2021-03-24 19:14:50,Markit Services PMI Flash MAR,2021
2021-03-24 19:29:50,Fed Chair Powell Testimony,2021
2021-03-24 19:59:50,EIA Crude Oil Stocks Change MAR/19,2021
2021-03-24 19:59:50,EIA Cushing Crude Oil Stocks Change MAR/19,2021
2021-03-24 19:59:50,EIA Gasoline Stocks Change MAR/19,2021
2021-03-24 19:59:50,EIA Crude Oil Imports Change MAR/19,2021
2021-03-24 19:59:50,EIA Distillate Fuel Production Change MAR/19,2021
2021-03-24 19:59:50,EIA Distillate Stocks Change MAR/19,2021
2021-03-24 19:59:50,EIA Gasoline Production Change MAR/19,2021
2021-03-24 19:59:50,EIA Heating Oil Stocks Change MAR/19,2021
2021-03-24 19:59:50,EIA Refinery Crude Runs Change MAR/19,2021
2021-03-24 20:59:50,119-Day Bill Auction,2021
2021-03-24 20:59:50,2-Year FRN Auction,2021
2021-03-24 22:29:50,5-Year Note Auction,2021
2021-03-24 23:04:50,Fed Williams Speech ,2021
2021-03-25 00:29:50,Fed Daly Speech ,2021
2021-03-25 04:29:50,Fed Evans Speech ,2021
2021-03-25 17:59:50,Corporate Profits QoQ Q4,2021
2021-03-25 17:59:50,GDP Growth Rate QoQ Final Q4,2021
2021-03-25 17:59:50,GDP Price Index QoQ Final Q4,2021
2021-03-25 17:59:50,Initial Jobless Claims MAR/20,2021
2021-03-25 17:59:50,Jobless Claims 4-week Average MAR/20,2021
2021-03-25 17:59:50,Continuing Jobless Claims MAR/13,2021
2021-03-25 17:59:50,Core PCE Prices QoQ Final Q4,2021
2021-03-25 17:59:50,PCE Prices QoQ Final Q4,2021
2021-03-25 19:39:50,Fed Clarida Speech ,2021
2021-03-25 19:59:50,EIA Natural Gas Stocks Change MAR/19,2021
2021-03-25 20:29:50,Kansas Fed Manufacturing Index MAR,2021
2021-03-25 20:59:50,4-Week Bill Auction,2021
2021-03-25 20:59:50,8-Week Bill Auction,2021
2021-03-25 22:29:50,7-Year Note Auction,2021
2021-03-25 22:44:50,President Biden Formal Press Conference,2021
2021-03-26 17:59:50,Personal Income MoM FEB,2021
2021-03-26 17:59:50,Personal Spending MoM FEB,2021
2021-03-26 17:59:50,Goods Trade Balance Adv FEB,2021
2021-03-26 17:59:50,PCE Price Index MoM FEB,2021
2021-03-26 17:59:50,PCE Price Index YoY FEB,2021
2021-03-26 17:59:50,Wholesale Inventories MoM Adv FEB,2021
2021-03-26 17:59:50,Core PCE Price Index MoM FEB,2021
2021-03-26 17:59:50,Core PCE Price Index YoY FEB,2021
2021-03-26 19:29:50,Michigan 5 Year Inflation Expectations Final MAR,2021
2021-03-26 19:29:50,Michigan Consumer Expectations Final MAR,2021
2021-03-26 19:29:50,Michigan Consumer Sentiment Final MAR,2021
2021-03-26 19:29:50,Michigan Current Conditions Final MAR,2021
2021-03-26 19:29:50,Michigan Inflation Expectations Final MAR,2021
2021-03-26 22:29:50,Baker Hughes Oil Rig Count MAR/26,2021
2021-03-26 22:29:50,Baker Hughes Total Rig Count MAR/26,2021
2021-03-29 19:59:50,Dallas Fed Manufacturing Index MAR,2021
2021-03-29 20:29:50,Fed Waller Speech ,2021
2021-03-29 20:59:50,3-Month Bill Auction,2021
2021-03-29 20:59:50,6-Month Bill Auction,2021
2021-03-30 18:24:50,Redbook MoM MAR/27,2021
2021-03-30 18:24:50,Redbook YoY MAR/27,2021
2021-03-30 18:29:50,Fed Quarles Speech ,2021
2021-03-30 18:29:50,S&P/Case-Shiller Home Price MoM JAN,2021
2021-03-30 18:29:50,S&P/Case-Shiller Home Price YoY JAN,2021
2021-03-30 18:29:50,House Price Index MoM JAN,2021
2021-03-30 18:29:50,House Price Index YoY JAN,2021
2021-03-30 19:29:50,CB Consumer Confidence MAR,2021
2021-03-30 20:59:50,42-Day Bill Auction,2021
2021-03-30 21:29:50,Fed Bostic Speech ,2021
2021-03-30 23:29:50,Fed Williams Speech ,2021
2021-03-31 01:59:50,API Crude Oil Stock Change MAR/26,2021
2021-03-31 16:29:50,MBA 30-Year Mortgage Rate MAR/26,2021
2021-03-31 16:29:50,MBA Mortgage Applications MAR/26,2021
2021-03-31 17:44:50,ADP Employment Change MAR,2021
2021-03-31 19:14:50,Chicago PMI MAR,2021
2021-03-31 19:29:50,Pending Home Sales MoM FEB,2021
2021-03-31 19:29:50,Pending Home Sales YoY FEB,2021
2021-03-31 19:59:50,EIA Crude Oil Stocks Change MAR/26,2021
2021-03-31 19:59:50,EIA Cushing Crude Oil Stocks Change MAR/26,2021
2021-03-31 19:59:50,EIA Gasoline Stocks Change MAR/26,2021
2021-03-31 19:59:50,EIA Crude Oil Imports Change MAR/26,2021
2021-03-31 19:59:50,EIA Distillate Fuel Production Change MAR/26,2021
2021-03-31 19:59:50,EIA Distillate Stocks Change MAR/26,2021
2021-03-31 19:59:50,EIA Gasoline Production Change MAR/26,2021
2021-03-31 19:59:50,EIA Heating Oil Stocks Change MAR/26,2021
2021-03-31 19:59:50,EIA Refinery Crude Runs Change MAR/26,2021
2021-03-31 20:14:50,Fed Bostic Speech ,2021
2021-03-31 21:29:50,Prospective Plantings - Corn 2021,2021
2021-03-31 21:29:50,Prospective Plantings - Cotton 2021,2021
2021-03-31 21:29:50,Prospective Plantings - Soy 2021,2021
2021-03-31 21:29:50,Prospective Plantings - Wheat 2021,2021
2021-03-31 21:29:50,Quarterly Grain Stocks - Corn MAR,2021
2021-03-31 21:29:50,Quarterly Grain Stocks - Soy MAR,2021
2021-03-31 21:29:50,Quarterly Grain Stocks - Wheat MAR,2021
2021-03-31 21:29:50,USDA Prospective Plantings Report,2021
2021-03-31 00:00:00,President Biden Speech on Recovery Package ,2021
2021-04-01 16:59:50,Challenger Job Cuts MAR,2021
2021-04-01 17:59:50,Initial Jobless Claims MAR/27,2021
2021-04-01 17:59:50,Jobless Claims 4-week Average MAR/27,2021
2021-04-01 17:59:50,Continuing Jobless Claims MAR/20,2021
2021-04-01 19:14:50,Markit Manufacturing PMI Final MAR,2021
2021-04-01 19:29:50,Construction Spending MoM FEB,2021
2021-04-01 19:29:50,ISM Manufacturing Employment MAR,2021
2021-04-01 19:29:50,ISM Manufacturing PMI MAR,2021
2021-04-01 19:29:50,ISM Manufacturing New Orders MAR,2021
2021-04-01 19:29:50,ISM Manufacturing Prices MAR,2021
2021-04-01 19:59:50,EIA Natural Gas Stocks Change MAR/26,2021
2021-04-01 20:59:50,4-Week Bill Auction,2021
2021-04-01 20:59:50,8-Week Bill Auction,2021
2021-04-01 22:29:50,Fed Harker Speech ,2021
2021-04-01 22:29:50,Baker Hughes Oil Rig Count APR/01,2021
2021-04-01 22:29:50,Baker Hughes Total Rig Count APR/01,2021
2021-04-02 03:34:50,Fed Kaplan Speech ,2021
2021-04-02 05:29:50,Total Vehicle Sales MAR,2021
2021-04-02 17:59:50,Non Farm Payrolls MAR,2021
2021-04-02 17:59:50,Unemployment Rate MAR,2021
2021-04-02 17:59:50,Average Hourly Earnings MoM MAR,2021
2021-04-02 17:59:50,Average Hourly Earnings YoY MAR,2021
2021-04-02 17:59:50,Average Weekly Hours MAR,2021
2021-04-02 17:59:50,Government Payrolls MAR,2021
2021-04-02 17:59:50,Manufacturing Payrolls MAR,2021
2021-04-02 17:59:50,Nonfarm Payrolls Private MAR,2021
2021-04-02 17:59:50,Participation Rate MAR,2021
2021-04-02 20:29:50,Fed Bostic Speech ,2021
2021-04-05 19:14:50,Markit Composite PMI Final MAR,2021
2021-04-05 19:14:50,Markit Services PMI Final MAR,2021
2021-04-05 19:14:50,ISM New York Index MAR,2021
2021-04-05 19:29:50,Factory Orders MoM FEB,2021
2021-04-05 19:29:50,ISM Non-Manufacturing Employment MAR,2021
2021-04-05 19:29:50,ISM Non-Manufacturing PMI MAR,2021
2021-04-05 19:29:50,Factory Orders ex Transportation FEB,2021
2021-04-05 19:29:50,ISM Non-Manufacturing Business Activity MAR,2021
2021-04-05 19:29:50,ISM Non-Manufacturing New Orders MAR,2021
2021-04-05 19:29:50,ISM Non-Manufacturing Prices MAR,2021
2021-04-05 20:59:50,3-Month Bill Auction,2021
2021-04-05 20:59:50,6-Month Bill Auction,2021
2021-04-06 18:24:50,Redbook MoM APR/03,2021
2021-04-06 18:24:50,Redbook YoY APR/03,2021
2021-04-06 19:29:50,IBD/TIPP Economic Optimism APR,2021
2021-04-06 19:29:50,JOLTs Job Openings FEB,2021
2021-04-06 20:59:50,42-Day Bill Auction,2021
2021-04-07 01:59:50,API Crude Oil Stock Change APR/02,2021
2021-04-07 16:29:50,MBA 30-Year Mortgage Rate APR/02,2021
2021-04-07 16:29:50,MBA Mortgage Applications APR/02,2021
2021-04-07 17:59:50,Balance of Trade FEB,2021
2021-04-07 17:59:50,Exports FEB,2021
2021-04-07 17:59:50,Imports FEB,2021
2021-04-07 18:29:50,Fed Evans Speech ,2021
2021-04-07 19:59:50,EIA Crude Oil Stocks Change APR/02,2021
2021-04-07 19:59:50,EIA Cushing Crude Oil Stocks Change APR/02,2021
2021-04-07 19:59:50,EIA Gasoline Stocks Change APR/02,2021
2021-04-07 19:59:50,EIA Crude Oil Imports Change APR/02,2021
2021-04-07 19:59:50,EIA Distillate Fuel Production Change APR/02,2021
2021-04-07 19:59:50,EIA Distillate Stocks Change APR/02,2021
2021-04-07 19:59:50,EIA Gasoline Production Change APR/02,2021
2021-04-07 19:59:50,EIA Heating Oil Stocks Change APR/02,2021
2021-04-07 19:59:50,EIA Refinery Crude Runs Change APR/02,2021
2021-04-07 21:29:50,Fed Barkins Speech ,2021
2021-04-07 23:29:50,FOMC Minutes,2021
2021-04-08 00:29:50,Consumer Credit Change FEB,2021
2021-04-08 17:59:50,Initial Jobless Claims APR/03,2021
2021-04-08 17:59:50,Jobless Claims 4-week Average APR/03,2021
2021-04-08 17:59:50,Continuing Jobless Claims MAR/27,2021
2021-04-08 19:59:50,EIA Natural Gas Stocks Change APR/02,2021
2021-04-08 20:59:50,4-Week Bill Auction,2021
2021-04-08 20:59:50,8-Week Bill Auction,2021
2021-04-08 21:29:50,Fed Chair Powell Speech ,2021
2021-04-09 17:59:50,PPI MoM MAR,2021
2021-04-09 17:59:50,Core PPI MoM MAR,2021
2021-04-09 17:59:50,Core PPI YoY MAR,2021
2021-04-09 17:59:50,PPI YoY MAR,2021
2021-04-09 19:29:50,Wholesale Inventories MoM FEB,2021
2021-04-09 21:29:50,WASDE Report,2021
2021-04-09 22:29:50,Baker Hughes Oil Rig Count APR/09,2021
2021-04-09 22:29:50,Baker Hughes Total Rig Count APR/09,2021
2021-04-12 20:29:50,Consumer Inflation Expectations MAR,2021
2021-04-12 20:59:50,3-Year Note Auction,2021
2021-04-12 20:59:50,6-Month Bill Auction,2021
2021-04-12 22:29:50,10-Year Note Auction,2021
2021-04-12 22:29:50,Fed Rosengren Speech ,2021
2021-04-12 22:29:50,3-Month Bill Auction,2021
2021-04-12 23:29:50,Monthly Budget Statement MAR,2021
2021-04-13 15:29:50,NFIB Business Optimism Index MAR,2021
2021-04-13 17:59:50,Core Inflation Rate YoY MAR,2021
2021-04-13 17:59:50,Inflation Rate YoY MAR,2021
2021-04-13 17:59:50,Core Inflation Rate MoM MAR,2021
2021-04-13 17:59:50,CPI MAR,2021
2021-04-13 17:59:50,Inflation Rate MoM MAR,2021
2021-04-13 18:24:50,Redbook YoY APR/10,2021
2021-04-13 20:59:50,42-Day Bill Auction,2021
2021-04-13 21:29:50,Fed Daly Speech ,2021
2021-04-13 21:29:50,Fed George Speech ,2021
2021-04-13 21:29:50,Fed Harker Speech ,2021
2021-04-13 22:29:50,30-Year Bond Auction,2021
2021-04-14 00:44:50,Fed Bostic Speech ,2021
2021-04-14 01:59:50,API Crude Oil Stock Change APR/09,2021
2021-04-14 16:29:50,MBA 30-Year Mortgage Rate APR/09,2021
2021-04-14 16:29:50,MBA Mortgage Applications APR/09,2021
2021-04-14 17:59:50,Export Prices MoM MAR,2021
2021-04-14 17:59:50,Export Prices YoY MAR,2021
2021-04-14 17:59:50,Import Prices MoM MAR,2021
2021-04-14 17:59:50,Import Prices YoY MAR,2021
