Datetime,Adj Close,Close,High,Low,Open,Volume,US/Eastern Timezone
2024-11-03 18:00:00,110.421875,110.421875,110.515625,110.28125,110.296875,42064.0,2024-11-03 13:00:00-05:00
2024-11-03 18:15:00,110.375,110.375,110.421875,110.34375,110.40625,10683.0,2024-11-03 13:15:00-05:00
2024-11-03 18:30:00,110.34375,110.34375,110.390625,110.34375,110.375,14582.0,2024-11-03 13:30:00-05:00
2024-11-03 18:45:00,110.34375,110.34375,110.375,110.328125,110.34375,6991.0,2024-11-03 13:45:00-05:00
2024-11-03 19:00:00,110.375,110.375,110.40625,110.34375,110.34375,8660.0,2024-11-03 14:00:00-05:00
2024-11-03 19:15:00,110.359375,110.359375,110.40625,110.359375,110.375,3678.0,2024-11-03 14:15:00-05:00
2024-11-03 19:30:00,110.328125,110.328125,110.375,110.328125,110.359375,6497.0,2024-11-03 14:30:00-05:00
2024-11-03 19:45:00,110.328125,110.328125,110.359375,110.328125,110.34375,2433.0,2024-11-03 14:45:00-05:00
2024-11-03 20:00:00,110.296875,110.296875,110.34375,110.28125,110.328125,9819.0,2024-11-03 15:00:00-05:00
2024-11-03 20:15:00,110.34375,110.34375,110.34375,110.296875,110.296875,3738.0,2024-11-03 15:15:00-05:00
2024-11-03 20:30:00,110.359375,110.359375,110.375,110.34375,110.34375,5438.0,2024-11-03 15:30:00-05:00
2024-11-03 20:45:00,110.359375,110.359375,110.375,110.359375,110.359375,2534.0,2024-11-03 15:45:00-05:00
2024-11-03 21:00:00,110.34375,110.34375,110.359375,110.34375,110.34375,0.0,2024-11-03 16:00:00-05:00
2024-11-03 21:15:00,110.375,110.375,110.390625,110.34375,110.359375,3772.0,2024-11-03 16:15:00-05:00
2024-11-03 21:30:00,110.390625,110.390625,110.390625,110.375,110.390625,454.0,2024-11-03 16:30:00-05:00
2024-11-03 21:45:00,110.40625,110.40625,110.421875,110.375,110.390625,3009.0,2024-11-03 16:45:00-05:00
2024-11-03 22:00:00,110.40625,110.40625,110.421875,110.390625,110.421875,0.0,2024-11-03 17:00:00-05:00
2024-11-03 22:15:00,110.40625,110.40625,110.4375,110.40625,110.40625,6145.0,2024-11-03 17:15:00-05:00
2024-11-03 22:30:00,110.421875,110.421875,110.4375,110.40625,110.421875,4145.0,2024-11-03 17:30:00-05:00
2024-11-03 22:45:00,110.40625,110.40625,110.4375,110.40625,110.4375,1361.0,2024-11-03 17:45:00-05:00
2024-11-03 23:00:00,110.390625,110.390625,110.421875,110.390625,110.40625,2785.0,2024-11-03 18:00:00-05:00
2024-11-03 23:15:00,110.390625,110.390625,110.390625,110.375,110.390625,624.0,2024-11-03 18:15:00-05:00
2024-11-03 23:30:00,110.390625,110.390625,110.40625,110.375,110.390625,1963.0,2024-11-03 18:30:00-05:00
2024-11-03 23:45:00,110.390625,110.390625,110.40625,110.375,110.40625,949.0,2024-11-03 18:45:00-05:00
2024-11-04 00:00:00,110.375,110.375,110.390625,110.375,110.390625,844.0,2024-11-03 19:00:00-05:00
2024-11-04 00:15:00,110.375,110.375,110.390625,110.359375,110.375,1872.0,2024-11-03 19:15:00-05:00
2024-11-04 00:30:00,110.390625,110.390625,110.40625,110.375,110.390625,2077.0,2024-11-03 19:30:00-05:00
2024-11-04 00:45:00,110.390625,110.390625,110.421875,110.390625,110.390625,2037.0,2024-11-03 19:45:00-05:00
2024-11-04 01:00:00,110.40625,110.40625,110.421875,110.40625,110.421875,0.0,2024-11-03 20:00:00-05:00
2024-11-04 01:15:00,110.4375,110.4375,110.453125,110.40625,110.421875,3615.0,2024-11-03 20:15:00-05:00
2024-11-04 01:30:00,110.4375,110.4375,110.453125,110.421875,110.421875,1855.0,2024-11-03 20:30:00-05:00
2024-11-04 01:45:00,110.421875,110.421875,110.453125,110.40625,110.453125,4775.0,2024-11-03 20:45:00-05:00
2024-11-04 02:00:00,110.34375,110.34375,110.4375,110.328125,110.421875,14541.0,2024-11-03 21:00:00-05:00
2024-11-04 02:15:00,110.375,110.375,110.390625,110.34375,110.34375,16080.0,2024-11-03 21:15:00-05:00
2024-11-04 02:30:00,110.34375,110.34375,110.390625,110.328125,110.375,11230.0,2024-11-03 21:30:00-05:00
2024-11-04 02:45:00,110.34375,110.34375,110.359375,110.3125,110.34375,20227.0,2024-11-03 21:45:00-05:00
2024-11-04 03:00:00,110.328125,110.328125,110.375,110.3125,110.34375,18210.0,2024-11-03 22:00:00-05:00
