Datetime,Adj Close,Close,High,Low,Open,Volume,US/Eastern Timezone
2024-10-11 00:00:00+00:00,103.4414063,103.4414063,103.4414063,103.4375,103.4375,218.0,2024-10-10 20:00:00-04:00
2024-10-11 00:01:00+00:00,103.4453125,103.4453125,103.4453125,103.4453125,103.4453125,1.0,2024-10-10 20:01:00-04:00
2024-10-11 00:02:00+00:00,103.4414063,103.4414063,103.4414063,103.4414063,103.4414063,100.0,2024-10-10 20:02:00-04:00
2024-10-11 00:03:00+00:00,103.4414063,103.4414063,103.4453125,103.4414063,103.4453125,109.0,2024-10-10 20:03:00-04:00
2024-10-11 00:04:00+00:00,103.4414063,103.4414063,103.4414063,103.4375,103.4375,134.0,2024-10-10 20:04:00-04:00
2024-10-11 00:05:00+00:00,103.4375,103.4375,103.4375,103.4375,103.4375,187.0,2024-10-10 20:05:00-04:00
2024-10-11 00:06:00+00:00,103.4375,103.4375,103.4375,103.4375,103.4375,44.0,2024-10-10 20:06:00-04:00
2024-10-11 00:07:00+00:00,103.4375,103.4375,103.4375,103.4375,103.4375,145.0,2024-10-10 20:07:00-04:00
2024-10-11 00:08:00+00:00,103.4375,103.4375,103.4414063,103.4375,103.4414063,6.0,2024-10-10 20:08:00-04:00
2024-10-11 00:09:00+00:00,103.4414063,103.4414063,103.4414063,103.4375,103.4375,46.0,2024-10-10 20:09:00-04:00
2024-10-11 00:10:00+00:00,103.4414063,103.4414063,103.4414063,103.4414063,103.4414063,39.0,2024-10-10 20:10:00-04:00
2024-10-11 00:12:00+00:00,103.4414063,103.4414063,103.4414063,103.4414063,103.4414063,171.0,2024-10-10 20:12:00-04:00
2024-10-11 00:13:00+00:00,103.4414063,103.4414063,103.4453125,103.4414063,103.4414063,109.0,2024-10-10 20:13:00-04:00
2024-10-11 00:14:00+00:00,103.4492188,103.4492188,103.4492188,103.4453125,103.4453125,224.0,2024-10-10 20:14:00-04:00
2024-10-11 00:15:00+00:00,103.453125,103.453125,103.453125,103.453125,103.453125,3.0,2024-10-10 20:15:00-04:00
2024-10-11 00:16:00+00:00,103.4453125,103.4453125,103.4492188,103.4453125,103.4492188,164.0,2024-10-10 20:16:00-04:00
2024-10-11 00:17:00+00:00,103.4453125,103.4453125,103.4453125,103.4453125,103.4453125,50.0,2024-10-10 20:17:00-04:00
2024-10-11 00:18:00+00:00,103.4453125,103.4453125,103.4453125,103.4453125,103.4453125,33.0,2024-10-10 20:18:00-04:00
2024-10-11 00:19:00+00:00,103.4492188,103.4492188,103.4492188,103.4453125,103.4453125,168.0,2024-10-10 20:19:00-04:00
2024-10-11 00:20:00+00:00,103.4492188,103.4492188,103.4492188,103.4492188,103.4492188,22.0,2024-10-10 20:20:00-04:00
2024-10-11 00:21:00+00:00,103.4492188,103.4492188,103.4492188,103.4492188,103.4492188,130.0,2024-10-10 20:21:00-04:00
2024-10-11 00:22:00+00:00,103.453125,103.453125,103.4570313,103.453125,103.453125,558.0,2024-10-10 20:22:00-04:00
2024-10-11 00:23:00+00:00,103.4570313,103.4570313,103.4570313,103.4570313,103.4570313,1.0,2024-10-10 20:23:00-04:00
2024-10-11 00:24:00+00:00,103.453125,103.453125,103.453125,103.453125,103.453125,173.0,2024-10-10 20:24:00-04:00
