Datetime,Close,High,Low,Open,Volume
2025-05-21 04:31:00+00:00,110.015625,110.015625,110.015625,110.015625,0.0
2025-05-21 04:32:00+00:00,110.015625,110.015625,110.015625,110.015625,131.0
2025-05-21 04:33:00+00:00,110.015625,110.015625,110.015625,110.015625,196.0
2025-05-21 04:34:00+00:00,110.015625,110.015625,110.015625,110.015625,371.0
2025-05-21 04:35:00+00:00,110.015625,110.015625,110.015625,110.015625,128.0
2025-05-21 04:36:00+00:00,110.015625,110.015625,110.015625,110.015625,2.0
2025-05-21 04:37:00+00:00,110.015625,110.015625,110.015625,110.015625,6.0
2025-05-21 04:38:00+00:00,110.0,110.0,110.0,110.0,546.0
2025-05-21 04:39:00+00:00,110.0,110.0,110.0,110.0,7.0
2025-05-21 04:42:00+00:00,110.015625,110.015625,110.0,110.0,585.0
2025-05-21 04:43:00+00:00,110.015625,110.015625,110.015625,110.015625,351.0
2025-05-21 04:46:00+00:00,110.03125,110.03125,110.03125,110.03125,504.0
2025-05-21 04:47:00+00:00,110.03125,110.03125,110.03125,110.03125,298.0
2025-05-21 04:48:00+00:00,110.03125,110.03125,110.03125,110.03125,56.0
2025-05-21 04:50:00+00:00,110.03125,110.03125,110.03125,110.03125,3.0
2025-05-21 04:51:00+00:00,110.015625,110.03125,110.015625,110.015625,112.0
2025-05-21 04:52:00+00:00,110.015625,110.015625,110.015625,110.015625,5.0
2025-05-21 04:53:00+00:00,110.015625,110.015625,110.015625,110.015625,82.0
2025-05-21 04:56:00+00:00,110.0,110.015625,110.0,110.015625,683.0
2025-05-21 04:57:00+00:00,110.0,110.0,110.0,110.0,35.0
2025-05-21 04:58:00+00:00,110.0,110.0,109.984375,110.0,404.0
2025-05-21 04:59:00+00:00,109.984375,110.0,109.984375,110.0,635.0
2025-05-21 05:00:00+00:00,109.984375,109.984375,109.96875,109.984375,1172.0
2025-05-21 05:01:00+00:00,109.984375,109.984375,109.984375,109.984375,2.0
2025-05-21 05:02:00+00:00,109.96875,109.96875,109.96875,109.96875,189.0
2025-05-21 05:03:00+00:00,109.953125,109.96875,109.953125,109.96875,1875.0
2025-05-21 05:04:00+00:00,109.953125,109.953125,109.953125,109.953125,112.0
2025-05-21 05:05:00+00:00,109.96875,109.96875,109.953125,109.953125,807.0
2025-05-21 05:06:00+00:00,109.96875,109.96875,109.96875,109.96875,6.0
2025-05-21 05:07:00+00:00,109.953125,109.96875,109.953125,109.96875,6.0
2025-05-21 05:08:00+00:00,109.96875,109.96875,109.96875,109.96875,631.0
2025-05-21 05:09:00+00:00,109.984375,109.984375,109.984375,109.984375,1.0
2025-05-21 05:12:00+00:00,109.984375,109.984375,109.984375,109.984375,200.0
2025-05-21 05:14:00+00:00,109.96875,109.96875,109.96875,109.96875,55.0
2025-05-21 05:18:00+00:00,109.984375,109.984375,109.984375,109.984375,100.0
2025-05-21 05:20:00+00:00,109.96875,109.96875,109.96875,109.96875,54.0
2025-05-21 05:21:00+00:00,109.96875,109.96875,109.96875,109.96875,3.0
2025-05-21 05:22:00+00:00,109.984375,109.984375,109.96875,109.984375,11.0
2025-05-21 05:23:00+00:00,110.0,110.0,109.96875,109.984375,1061.0
2025-05-21 05:24:00+00:00,109.984375,110.0,109.984375,110.0,7.0
2025-05-21 05:25:00+00:00,109.96875,109.984375,109.96875,109.984375,730.0
2025-05-21 05:26:00+00:00,110.0,110.0,109.96875,109.96875,122.0
2025-05-21 05:28:00+00:00,109.984375,109.984375,109.984375,109.984375,6.0
2025-05-21 05:29:00+00:00,109.984375,109.984375,109.984375,109.984375,217.0
2025-05-21 05:31:00+00:00,109.984375,109.984375,109.984375,109.984375,337.0
2025-05-21 05:32:00+00:00,109.984375,109.984375,109.984375,109.984375,10.0
2025-05-21 05:34:00+00:00,110.0,110.0,109.984375,109.984375,4.0
2025-05-21 05:38:00+00:00,109.984375,110.0,109.984375,110.0,3.0
2025-05-21 05:39:00+00:00,109.984375,109.984375,109.984375,109.984375,11.0
2025-05-21 05:40:00+00:00,109.984375,110.0,109.984375,110.0,104.0
2025-05-21 05:41:00+00:00,110.0,110.0,110.0,110.0,10.0
2025-05-21 05:42:00+00:00,109.984375,109.984375,109.984375,109.984375,51.0
2025-05-21 05:43:00+00:00,109.984375,109.984375,109.984375,109.984375,909.0
2025-05-21 05:44:00+00:00,109.984375,109.984375,109.96875,109.984375,837.0
2025-05-21 05:45:00+00:00,109.984375,109.984375,109.984375,109.984375,12.0
2025-05-21 05:46:00+00:00,109.984375,109.984375,109.984375,109.984375,5.0
2025-05-21 05:47:00+00:00,109.984375,109.984375,109.984375,109.984375,23.0
2025-05-21 05:49:00+00:00,110.015625,110.015625,110.0,110.0,1635.0
2025-05-21 05:50:00+00:00,110.0,110.015625,110.0,110.0,17.0
2025-05-21 05:51:00+00:00,110.0,110.0,110.0,110.0,91.0
2025-05-21 05:52:00+00:00,110.0,110.0,110.0,110.0,11.0
2025-05-21 05:53:00+00:00,110.0,110.015625,110.0,110.0,404.0
2025-05-21 05:54:00+00:00,110.015625,110.015625,110.015625,110.015625,595.0
2025-05-21 05:55:00+00:00,110.015625,110.015625,110.015625,110.015625,776.0
2025-05-21 05:56:00+00:00,110.015625,110.015625,110.015625,110.015625,224.0
2025-05-21 05:57:00+00:00,110.015625,110.015625,110.015625,110.015625,133.0
2025-05-21 05:58:00+00:00,110.03125,110.03125,110.015625,110.015625,640.0
2025-05-21 05:59:00+00:00,110.03125,110.046875,110.015625,110.015625,1677.0
2025-05-21 06:00:00+00:00,109.96875,110.03125,109.953125,110.03125,4324.0
2025-05-21 06:01:00+00:00,109.9375,109.953125,109.9375,109.953125,3444.0
2025-05-21 06:02:00+00:00,109.953125,109.96875,109.9375,109.953125,2999.0
2025-05-21 06:03:00+00:00,109.96875,109.96875,109.953125,109.953125,869.0
2025-05-21 06:04:00+00:00,109.953125,109.953125,109.953125,109.953125,328.0
2025-05-21 06:05:00+00:00,109.96875,109.984375,109.96875,109.96875,1387.0
2025-05-21 06:06:00+00:00,109.984375,109.984375,109.984375,109.984375,595.0
2025-05-21 06:07:00+00:00,109.984375,109.984375,109.984375,109.984375,355.0
2025-05-21 06:08:00+00:00,109.984375,109.984375,109.984375,109.984375,38.0
2025-05-21 06:09:00+00:00,109.96875,109.96875,109.96875,109.96875,293.0
2025-05-21 06:10:00+00:00,109.96875,109.96875,109.96875,109.96875,543.0
2025-05-21 06:11:00+00:00,109.984375,110.0,109.984375,109.984375,1365.0
2025-05-21 06:12:00+00:00,109.984375,109.984375,109.984375,109.984375,204.0
2025-05-21 06:13:00+00:00,109.984375,109.984375,109.984375,109.984375,229.0
2025-05-21 06:14:00+00:00,109.984375,109.984375,109.984375,109.984375,188.0
2025-05-21 06:15:00+00:00,109.96875,109.96875,109.96875,109.96875,1096.0
2025-05-21 06:16:00+00:00,109.953125,109.96875,109.953125,109.953125,134.0
2025-05-21 06:17:00+00:00,109.953125,109.96875,109.953125,109.96875,1680.0
2025-05-21 06:18:00+00:00,109.953125,109.953125,109.953125,109.953125,1.0
2025-05-21 06:19:00+00:00,109.953125,109.953125,109.953125,109.953125,1003.0
2025-05-21 06:20:00+00:00,109.953125,109.953125,109.953125,109.953125,267.0
2025-05-21 06:21:00+00:00,109.9375,109.9375,109.9375,109.9375,3268.0
2025-05-21 06:22:00+00:00,109.9375,109.953125,109.9375,109.9375,1661.0
2025-05-21 06:23:00+00:00,109.9375,109.9375,109.9375,109.9375,837.0
2025-05-21 06:24:00+00:00,109.921875,109.9375,109.921875,109.9375,2811.0
2025-05-21 06:25:00+00:00,109.921875,109.9375,109.921875,109.9375,2945.0
2025-05-21 06:26:00+00:00,109.921875,109.921875,109.921875,109.921875,170.0
2025-05-21 06:27:00+00:00,109.921875,109.921875,109.921875,109.921875,2210.0
2025-05-21 06:28:00+00:00,109.921875,109.921875,109.921875,109.921875,248.0
