date,return,All Data ZScore,This Batch ZScore
2025-01-06,2.75,-1.0122541560384248,-0.5373620129021448
2025-01-06,5.75,-0.1012254156038424,1.3050220313337801
2025-01-06,3.0,-0.9363350943355431,-0.38383000921581767
2025-01-06,4.5,-0.4808207241182518,0.5373620129021448
2025-01-06,6.0,-0.025306353900960536,1.4585540350201072
2025-01-07,2.0,-1.2400113411470706,-0.997958023961126
2025-01-07,3.75,-0.7085779092268975,0.07676600184316354
2025-01-07,1.75,-1.3159304028499523,-1.1514900276474531
2025-01-07,6.25,0.05061270780192134,1.6120860387064342
2025-01-07,2.25,-1.1640922794441886,-0.8444260202747988
2025-01-08,1.0,-1.543687587958598,-1.6120860387064342
2025-01-08,4.0,-0.6326588475240156,0.23029800552949062
2025-01-08,3.5,-0.7844969709297793,-0.07676600184316354
2025-01-08,4.25,-0.5567397858211337,0.38383000921581767
