Date,"Volatility of Returns (Session:London 0-7 ET, Interval:1h, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2022-12-20,5.75,0.4001051534895436,0.4001051534895436
2022-12-21,4.75,0.012752839386469303,0.012752839386469303
2022-12-27,3.75,-0.374599474716605,-0.374599474716605
2022-12-28,3.25,-0.5682756317681421,-0.5682756317681421
2022-12-29,4.75,0.012752839386469303,0.012752839386469303
2022-12-30,3.75,-0.374599474716605,-0.374599474716605
2023-01-03,8.5,1.465324017272998,1.465324017272998
2023-01-04,6.25,0.5937813105410807,0.5937813105410807
2023-01-05,3.75,-0.374599474716605,-0.374599474716605
2023-01-10,4.75,0.012752839386469303,0.012752839386469303
2023-01-11,3.75,-0.374599474716605,-0.374599474716605
2023-01-17,3.0,-0.6651137102939108,-0.6651137102939108
2023-01-19,8.0,1.2716478602214607,1.2716478602214607
2023-01-20,4.5,-0.08408523913929927,-0.08408523913929927
2023-01-23,5.0,0.10959091791223788,0.10959091791223788
2023-01-24,3.75,-0.374599474716605,-0.374599474716605
2023-01-25,5.0,0.10959091791223788,0.10959091791223788
2023-01-30,8.0,1.2716478602214607,1.2716478602214607
2023-01-31,4.25,-0.18092331766506783,-0.18092331766506783
2023-02-01,5.75,0.4001051534895436,0.4001051534895436
2023-02-02,4.0,-0.2777613961908364,-0.2777613961908364
2023-02-06,10.0,2.046352488427609,2.046352488427609
2023-02-07,4.5,-0.08408523913929927,-0.08408523913929927
2023-02-08,3.25,-0.5682756317681421,-0.5682756317681421
2023-02-09,5.25,0.20642899643800644,0.20642899643800644
2023-02-15,3.75,-0.374599474716605,-0.374599474716605
2023-02-17,5.0,0.10959091791223788,0.10959091791223788
2023-02-21,4.75,0.012752839386469303,0.012752839386469303
2023-02-22,5.0,0.10959091791223788,0.10959091791223788
2023-02-27,10.0,2.046352488427609,2.046352488427609
2023-02-28,11.75,2.7242190381079894,2.7242190381079894
2023-03-01,12.5,3.014733273685295,3.014733273685295
2023-03-02,11.0,2.4337048025306838,2.4337048025306838
2023-03-03,12.0,2.821057116633758,2.821057116633758
2023-03-06,10.5,2.2400286454791463,2.2400286454791463
2023-03-07,4.25,-0.18092331766506783,-0.18092331766506783
2023-03-08,4.25,-0.18092331766506783,-0.18092331766506783
2023-03-09,3.5,-0.4714375532423736,-0.4714375532423736
2023-03-16,8.75,1.5621620957987665,1.5621620957987665
2023-03-20,21.75,6.5977421791387325,6.5977421791387325
2023-03-21,14.25,3.6925998233656756,3.6925998233656756
2023-03-22,5.25,0.20642899643800644,0.20642899643800644
2023-03-23,7.5,1.0779717031699236,1.0779717031699236
2023-03-24,18.0,5.145171001252204,5.145171001252204
2023-03-27,12.75,3.111571352211064,3.111571352211064
2023-03-28,9.5,1.8526763313760721,1.8526763313760721
2023-03-29,6.25,0.5937813105410807,0.5937813105410807
2023-04-03,4.5,-0.08408523913929927,-0.08408523913929927
2023-04-04,5.75,0.4001051534895436,0.4001051534895436
2023-04-05,4.0,-0.2777613961908364,-0.2777613961908364
2023-04-06,4.25,-0.18092331766506783,-0.18092331766506783
2023-04-11,5.25,0.20642899643800644,0.20642899643800644
2023-04-17,5.25,0.20642899643800644,0.20642899643800644
2023-04-18,4.0,-0.2777613961908364,-0.2777613961908364
2023-04-19,8.0,1.2716478602214607,1.2716478602214607
2023-04-20,6.25,0.5937813105410807,0.5937813105410807
2023-04-21,4.75,0.012752839386469303,0.012752839386469303
2023-04-24,4.0,-0.2777613961908364,-0.2777613961908364
2023-04-25,4.75,0.012752839386469303,0.012752839386469303
2023-04-26,3.75,-0.374599474716605,-0.374599474716605
2023-05-01,3.75,-0.374599474716605,-0.374599474716605
2023-05-02,6.75,0.7874574675926179,0.7874574675926179
2023-05-03,6.5,0.6906193890668493,0.6906193890668493
2023-05-04,4.75,0.012752839386469303,0.012752839386469303
2023-05-09,3.25,-0.5682756317681421,-0.5682756317681421
2023-05-15,2.5,-0.8587898673454478,-0.8587898673454478
2023-05-16,4.0,-0.2777613961908364,-0.2777613961908364
2023-05-17,3.25,-0.5682756317681421,-0.5682756317681421
2023-05-18,4.25,-0.18092331766506783,-0.18092331766506783
2023-05-19,4.25,-0.18092331766506783,-0.18092331766506783
2023-05-22,3.5,-0.4714375532423736,-0.4714375532423736
2023-05-23,5.5,0.30326707496377503,0.30326707496377503
2023-05-24,5.25,0.20642899643800644,0.20642899643800644
2023-05-30,20.5,6.113551786509889,6.113551786509889
2023-05-31,5.0,0.10959091791223788,0.10959091791223788
2023-06-01,3.25,-0.5682756317681421,-0.5682756317681421
2023-06-05,4.0,-0.2777613961908364,-0.2777613961908364
2023-06-06,7.25,0.981133624644155,0.981133624644155
2023-06-07,4.0,-0.2777613961908364,-0.2777613961908364
2023-06-08,3.75,-0.374599474716605,-0.374599474716605
2023-06-09,4.5,-0.08408523913929927,-0.08408523913929927
2023-06-15,5.25,0.20642899643800644,0.20642899643800644
2023-06-20,2.75,-0.7619517888196793,-0.7619517888196793
2023-06-21,5.5,0.30326707496377503,0.30326707496377503
2023-06-22,4.25,-0.18092331766506783,-0.18092331766506783
2023-06-23,8.5,1.465324017272998,1.465324017272998
2023-06-26,6.25,0.5937813105410807,0.5937813105410807
2023-06-27,2.5,-0.8587898673454478,-0.8587898673454478
2023-06-28,3.75,-0.374599474716605,-0.374599474716605
2023-07-05,4.5,-0.08408523913929927,-0.08408523913929927
2023-07-06,4.0,-0.2777613961908364,-0.2777613961908364
2023-07-11,4.25,-0.18092331766506783,-0.18092331766506783
2023-07-17,6.75,0.7874574675926179,0.7874574675926179
2023-07-18,5.75,0.4001051534895436,0.4001051534895436
2023-07-19,6.0,0.49694323201531215,0.49694323201531215
2023-07-20,5.5,0.30326707496377503,0.30326707496377503
2023-07-21,3.25,-0.5682756317681421,-0.5682756317681421
2023-07-24,6.0,0.49694323201531215,0.49694323201531215
2023-07-25,4.25,-0.18092331766506783,-0.18092331766506783
2023-07-26,3.0,-0.6651137102939108,-0.6651137102939108
2023-07-31,4.0,-0.2777613961908364,-0.2777613961908364
2023-08-01,3.5,-0.4714375532423736,-0.4714375532423736
2023-08-02,3.75,-0.374599474716605,-0.374599474716605
2023-08-03,5.75,0.4001051534895436,0.4001051534895436
2023-08-07,6.75,0.7874574675926179,0.7874574675926179
2023-08-08,6.5,0.6906193890668493,0.6906193890668493
2023-08-09,4.25,-0.18092331766506783,-0.18092331766506783
2023-08-15,4.5,-0.08408523913929927,-0.08408523913929927
2023-08-16,4.5,-0.08408523913929927,-0.08408523913929927
2023-08-17,3.75,-0.374599474716605,-0.374599474716605
2023-08-18,4.75,0.012752839386469303,0.012752839386469303
2023-08-21,3.7559814453127274,-0.37228254803303906,-0.37228254803303906
2023-08-22,4.5,-0.08408523913929927,-0.08408523913929927
2023-08-23,6.5,0.6906193890668493,0.6906193890668493
2023-08-24,3.75,-0.374599474716605,-0.374599474716605
2023-08-28,3.75,-0.374599474716605,-0.374599474716605
2023-08-29,4.0,-0.2777613961908364,-0.2777613961908364
2023-09-05,8.75,1.5621620957987665,1.5621620957987665
2023-09-06,10.0,2.046352488427609,2.046352488427609
2023-09-07,8.75,1.5621620957987665,1.5621620957987665
2023-09-08,9.25,1.7558382528503036,1.7558382528503036
2023-09-12,7.0,0.8842955461183865,0.8842955461183865
2023-09-18,7.25,0.981133624644155,0.981133624644155
2023-09-19,2.25,-0.9556279458712165,-0.9556279458712165
2023-09-20,3.5,-0.4714375532423736,-0.4714375532423736
2023-09-21,3.0,-0.6651137102939108,-0.6651137102939108
2023-09-22,4.75,0.012752839386469303,0.012752839386469303
2023-09-25,4.75,0.012752839386469303,0.012752839386469303
2023-09-26,6.0,0.49694323201531215,0.49694323201531215
2023-09-27,3.75,-0.374599474716605,-0.374599474716605
2023-10-02,4.25,-0.18092331766506783,-0.18092331766506783
2023-10-03,4.5,-0.08408523913929927,-0.08408523913929927
2023-10-04,8.25,1.3684859387472292,1.3684859387472292
2023-10-05,4.75,0.012752839386469303,0.012752839386469303
2023-10-09,3.5,-0.4714375532423736,-0.4714375532423736
2023-10-16,4.75,0.012752839386469303,0.012752839386469303
2023-10-17,3.25,-0.5682756317681421,-0.5682756317681421
2023-10-18,5.5,0.30326707496377503,0.30326707496377503
2023-10-19,3.5,-0.4714375532423736,-0.4714375532423736
2023-10-20,3.75,-0.374599474716605,-0.374599474716605
2023-10-23,5.25,0.20642899643800644,0.20642899643800644
2023-10-24,6.75,0.7874574675926179,0.7874574675926179
2023-10-25,5.5,0.30326707496377503,0.30326707496377503
2023-10-30,5.0,0.10959091791223788,0.10959091791223788
2023-10-31,7.0,0.8842955461183865,0.8842955461183865
2023-11-01,3.25,-0.5682756317681421,-0.5682756317681421
2023-11-02,5.5,0.30326707496377503,0.30326707496377503
2023-11-06,2.75,-0.7619517888196793,-0.7619517888196793
2023-11-07,8.0,1.2716478602214607,1.2716478602214607
2023-11-08,3.75,-0.374599474716605,-0.374599474716605
2023-11-09,5.5,0.30326707496377503,0.30326707496377503
2023-11-16,2.5,-0.8587898673454478,-0.8587898673454478
2023-11-17,9.25,1.7558382528503036,1.7558382528503036
2023-11-20,3.75,-0.374599474716605,-0.374599474716605
2023-11-21,3.75,-0.374599474716605,-0.374599474716605
2023-11-23,5.75,0.4001051534895436,0.4001051534895436
2023-11-27,3.7559814453127274,-0.37228254803303906,-0.37228254803303906
2023-11-28,3.75,-0.374599474716605,-0.374599474716605
2023-12-01,4.5,-0.08408523913929927,-0.08408523913929927
2023-12-04,3.25,-0.5682756317681421,-0.5682756317681421
2023-12-05,3.5,-0.4714375532423736,-0.4714375532423736
2023-12-06,4.75,0.012752839386469303,0.012752839386469303
2023-12-07,5.25,0.20642899643800644,0.20642899643800644
2023-12-14,7.75,1.1748097816956922,1.1748097816956922
2023-12-15,6.25,0.5937813105410807,0.5937813105410807
2023-12-18,3.25,-0.5682756317681421,-0.5682756317681421
2023-12-19,4.5,-0.08408523913929927,-0.08408523913929927
2023-12-20,3.75,-0.374599474716605,-0.374599474716605
2023-12-26,1.75,-1.1493041029227535,-1.1493041029227535
2023-12-27,2.25,-0.9556279458712165,-0.9556279458712165
2023-12-28,2.25,-0.9556279458712165,-0.9556279458712165
2023-12-29,6.0,0.49694323201531215,0.49694323201531215
2024-01-02,5.0,0.10959091791223788,0.10959091791223788
2024-01-03,4.75,0.012752839386469303,0.012752839386469303
2024-01-04,7.0,0.8842955461183865,0.8842955461183865
2024-01-09,4.0,-0.2777613961908364,-0.2777613961908364
2024-01-10,5.75,0.4001051534895436,0.4001051534895436
2024-01-16,3.25,-0.5682756317681421,-0.5682756317681421
2024-01-17,4.0,-0.2777613961908364,-0.2777613961908364
2024-01-18,2.5,-0.8587898673454478,-0.8587898673454478
2024-01-22,5.0,0.10959091791223788,0.10959091791223788
2024-01-23,4.75,0.012752839386469303,0.012752839386469303
2024-01-24,3.75,-0.374599474716605,-0.374599474716605
2024-01-29,4.004028320312273,-0.2762010169959292,-0.2762010169959292
2024-01-30,3.5,-0.4714375532423736,-0.4714375532423736
2024-01-31,4.25,-0.18092331766506783,-0.18092331766506783
2024-02-01,3.0,-0.6651137102939108,-0.6651137102939108
2024-02-05,4.75,0.012752839386469303,0.012752839386469303
2024-02-06,4.75,0.012752839386469303,0.012752839386469303
2024-02-07,4.5,-0.08408523913929927,-0.08408523913929927
2024-02-08,4.0,-0.2777613961908364,-0.2777613961908364
2024-02-15,3.25,-0.5682756317681421,-0.5682756317681421
2024-02-20,4.25,-0.18092331766506783,-0.18092331766506783
2024-02-21,3.0,-0.6651137102939108,-0.6651137102939108
2024-02-22,2.75,-0.7619517888196793,-0.7619517888196793
2024-02-23,3.0,-0.6651137102939108,-0.6651137102939108
2024-02-26,3.5,-0.4714375532423736,-0.4714375532423736
2024-02-27,3.75,-0.374599474716605,-0.374599474716605
2024-03-04,2.75,-0.7619517888196793,-0.7619517888196793
2024-03-05,3.5,-0.4714375532423736,-0.4714375532423736
