Date,"Volatility of Returns (Session:London 0-7 ET, Interval:1h, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-03-06,3.0,-0.6651137102939108,-0.6651137102939108
2024-03-07,2.75,-0.7619517888196793,-0.7619517888196793
2024-03-13,3.5,-0.4714375532423736,-0.4714375532423736
2024-03-18,2.5,-0.8587898673454478,-0.8587898673454478
2024-03-19,3.0,-0.6651137102939108,-0.6651137102939108
2024-03-20,2.5,-0.8587898673454478,-0.8587898673454478
2024-03-21,5.5,0.30326707496377503,0.30326707496377503
2024-03-22,1.5,-1.246142181448522,-1.246142181448522
2024-03-25,3.0,-0.6651137102939108,-0.6651137102939108
2024-03-26,2.25,-0.9556279458712165,-0.9556279458712165
2024-03-27,2.0,-1.052466024396985,-1.052466024396985
2024-04-01,2.5,-0.8587898673454478,-0.8587898673454478
2024-04-02,5.0,0.10959091791223788,0.10959091791223788
2024-04-03,3.5,-0.4714375532423736,-0.4714375532423736
2024-04-04,2.0,-1.052466024396985,-1.052466024396985
2024-04-09,3.75,-0.374599474716605,-0.374599474716605
2024-04-15,3.75,-0.374599474716605,-0.374599474716605
2024-04-16,5.0,0.10959091791223788,0.10959091791223788
2024-04-17,5.75,0.4001051534895436,0.4001051534895436
2024-04-18,3.0,-0.6651137102939108,-0.6651137102939108
2024-04-19,6.75,0.7874574675926179,0.7874574675926179
2024-04-22,3.5,-0.4714375532423736,-0.4714375532423736
2024-04-23,3.25,-0.5682756317681421,-0.5682756317681421
2024-04-24,2.5,-0.8587898673454478,-0.8587898673454478
2024-04-29,4.0,-0.2777613961908364,-0.2777613961908364
2024-04-30,3.5,-0.4714375532423736,-0.4714375532423736
2024-05-01,2.25,-0.9556279458712165,-0.9556279458712165
2024-05-02,3.25,-0.5682756317681421,-0.5682756317681421
2024-05-06,4.25,-0.18092331766506783,-0.18092331766506783
2024-05-07,3.5,-0.4714375532423736,-0.4714375532423736
2024-05-08,2.75,-0.7619517888196793,-0.7619517888196793
2024-05-09,2.25,-0.9556279458712165,-0.9556279458712165
2024-05-16,3.25,-0.5682756317681421,-0.5682756317681421
2024-05-17,3.0,-0.6651137102939108,-0.6651137102939108
2024-05-20,2.0,-1.052466024396985,-1.052466024396985
2024-05-21,3.0,-0.6651137102939108,-0.6651137102939108
2024-05-22,4.0,-0.2777613961908364,-0.2777613961908364
2024-05-23,4.25,-0.18092331766506783,-0.18092331766506783
2024-05-28,2.25,-0.9556279458712165,-0.9556279458712165
2024-05-29,2.25,-0.9556279458712165,-0.9556279458712165
2024-06-03,3.25,-0.5682756317681421,-0.5682756317681421
2024-06-04,4.0,-0.2777613961908364,-0.2777613961908364
2024-06-05,2.5,-0.8587898673454478,-0.8587898673454478
2024-06-06,2.5,-0.8587898673454478,-0.8587898673454478
2024-06-11,4.5,-0.08408523913929927,-0.08408523913929927
2024-06-17,2.75,-0.7619517888196793,-0.7619517888196793
2024-06-18,4.0,-0.2777613961908364,-0.2777613961908364
2024-06-20,2.5,-0.8587898673454478,-0.8587898673454478
2024-06-21,5.0,0.10959091791223788,0.10959091791223788
2024-06-24,2.75,-0.7619517888196793,-0.7619517888196793
2024-06-25,3.25,-0.5682756317681421,-0.5682756317681421
2024-06-26,2.5,-0.8587898673454478,-0.8587898673454478
2024-07-01,3.5,-0.4714375532423736,-0.4714375532423736
2024-07-02,2.5,-0.8587898673454478,-0.8587898673454478
2024-07-09,1.75,-1.1493041029227535,-1.1493041029227535
2024-07-10,3.75,-0.374599474716605,-0.374599474716605
2024-07-15,4.25,-0.18092331766506783,-0.18092331766506783
2024-07-16,4.5,-0.08408523913929927,-0.08408523913929927
2024-07-17,3.0,-0.6651137102939108,-0.6651137102939108
2024-07-18,3.0,-0.6651137102939108,-0.6651137102939108
2024-07-19,4.0,-0.2777613961908364,-0.2777613961908364
2024-07-22,4.0,-0.2777613961908364,-0.2777613961908364
2024-07-23,3.25,-0.5682756317681421,-0.5682756317681421
2024-07-24,3.5,-0.4714375532423736,-0.4714375532423736
2024-07-29,3.0,-0.6651137102939108,-0.6651137102939108
2024-07-30,2.25,-0.9556279458712165,-0.9556279458712165
2024-07-31,2.5,-0.8587898673454478,-0.8587898673454478
2024-08-01,1.75,-1.1493041029227535,-1.1493041029227535
2024-08-05,12.75,3.111571352211064,3.111571352211064
2024-08-06,5.75,0.4001051534895436,0.4001051534895436
2024-08-07,5.25,0.20642899643800644,0.20642899643800644
2024-08-08,3.75,-0.374599474716605,-0.374599474716605
2024-08-09,2.5,-0.8587898673454478,-0.8587898673454478
2024-08-15,2.25,-0.9556279458712165,-0.9556279458712165
2024-08-19,3.0,-0.6651137102939108,-0.6651137102939108
2024-08-20,3.0,-0.6651137102939108,-0.6651137102939108
2024-08-22,5.0,0.10959091791223788,0.10959091791223788
2024-08-23,2.5,-0.8587898673454478,-0.8587898673454478
2024-08-26,2.5,-0.8587898673454478,-0.8587898673454478
2024-08-27,3.75,-0.374599474716605,-0.374599474716605
2024-08-28,11.5,2.627380959582221,2.627380959582221
2024-09-03,9.75,1.9495144099018407,1.9495144099018407
2024-09-04,11.0,2.4337048025306838,2.4337048025306838
2024-09-05,11.0,2.4337048025306838,2.4337048025306838
2024-09-10,10.25,2.1431905669533777,2.1431905669533777
2024-09-16,9.75,1.9495144099018407,1.9495144099018407
2024-09-17,3.25,-0.5682756317681421,-0.5682756317681421
2024-09-18,3.5,-0.4714375532423736,-0.4714375532423736
2024-09-19,4.25,-0.18092331766506783,-0.18092331766506783
2024-09-20,3.75,-0.374599474716605,-0.374599474716605
2024-09-23,4.0,-0.2777613961908364,-0.2777613961908364
2024-09-24,5.0,0.10959091791223788,0.10959091791223788
2024-09-25,3.75,-0.374599474716605,-0.374599474716605
2024-09-30,4.25,-0.18092331766506783,-0.18092331766506783
2024-10-01,5.75,0.4001051534895436,0.4001051534895436
2024-10-02,4.25,-0.18092331766506783,-0.18092331766506783
2024-10-03,2.75,-0.7619517888196793,-0.7619517888196793
2024-10-07,6.0,0.49694323201531215,0.49694323201531215
2024-10-08,3.75,-0.374599474716605,-0.374599474716605
2024-10-09,2.0,-1.052466024396985,-1.052466024396985
2024-10-14,3.5,-0.4714375532423736,-0.4714375532423736
2024-10-16,3.5,-0.4714375532423736,-0.4714375532423736
2024-10-17,1.75,-1.1493041029227535,-1.1493041029227535
2024-10-18,2.75,-0.7619517888196793,-0.7619517888196793
2024-10-21,6.5,0.6906193890668493,0.6906193890668493
2024-10-22,2.0,-1.052466024396985,-1.052466024396985
2024-10-23,2.0,-1.052466024396985,-1.052466024396985
2024-10-24,4.25,-0.18092331766506783,-0.18092331766506783
2024-10-28,4.25,-0.18092331766506783,-0.18092331766506783
2024-10-29,5.25,0.20642899643800644,0.20642899643800644
2024-11-04,4.25,-0.18092331766506783,-0.18092331766506783
2024-11-05,3.5,-0.4714375532423736,-0.4714375532423736
2024-11-06,10.25,2.1431905669533777,2.1431905669533777
2024-11-07,5.25,0.20642899643800644,0.20642899643800644
2024-11-11,3.5,-0.4714375532423736,-0.4714375532423736
2024-11-15,5.25,0.20642899643800644,0.20642899643800644
2024-11-18,4.75,0.012752839386469303,0.012752839386469303
2024-11-19,7.75,1.1748097816956922,1.1748097816956922
2024-11-20,3.5,-0.4714375532423736,-0.4714375532423736
2024-11-21,4.0,-0.2777613961908364,-0.2777613961908364
2024-11-25,4.25,-0.18092331766506783,-0.18092331766506783
2024-11-26,2.5,-0.8587898673454478,-0.8587898673454478
2024-12-02,5.5,0.30326707496377503,0.30326707496377503
2024-12-03,4.75,0.012752839386469303,0.012752839386469303
2024-12-04,6.0,0.49694323201531215,0.49694323201531215
2024-12-05,5.25,0.20642899643800644,0.20642899643800644
2024-12-10,6.75,0.7874574675926179,0.7874574675926179
2024-12-13,3.75,-0.374599474716605,-0.374599474716605
2024-12-16,2.25,-0.9556279458712165,-0.9556279458712165
2024-12-17,4.5,-0.08408523913929927,-0.08408523913929927
2024-12-18,3.25,-0.5682756317681421,-0.5682756317681421
2024-12-23,3.0,-0.6651137102939108,-0.6651137102939108
2024-12-26,1.75,-1.1493041029227535,-1.1493041029227535
2024-12-27,4.5,-0.08408523913929927,-0.08408523913929927
2024-12-30,3.5,-0.4714375532423736,-0.4714375532423736
2024-12-31,2.5,-0.8587898673454478,-0.8587898673454478
2025-01-02,6.5,0.6906193890668493,0.6906193890668493
2025-01-03,2.75,-0.7619517888196793,-0.7619517888196793
2025-01-06,5.75,0.4001051534895436,0.4001051534895436
2025-01-07,3.75,-0.374599474716605,-0.374599474716605
2025-01-08,4.0,-0.2777613961908364,-0.2777613961908364
2025-01-09,2.75,-0.7619517888196793,-0.7619517888196793
2025-01-16,2.75,-0.7619517888196793,-0.7619517888196793
2025-01-17,3.0,-0.6651137102939108,-0.6651137102939108
2025-01-20,3.0,-0.6651137102939108,-0.6651137102939108
2025-01-21,6.75,0.7874574675926179,0.7874574675926179
2025-01-22,3.75,-0.374599474716605,-0.374599474716605
2025-01-23,4.5,-0.08408523913929927,-0.08408523913929927
2025-01-27,11.25,2.5305428810564523,2.5305428810564523
2025-01-28,3.75,-0.374599474716605,-0.374599474716605
2025-01-29,2.75,-0.7619517888196793,-0.7619517888196793
2025-02-03,5.25,0.20642899643800644,0.20642899643800644
2025-02-04,4.5,-0.08408523913929927,-0.08408523913929927
2025-02-05,4.5,-0.08408523913929927,-0.08408523913929927
2025-02-06,2.75,-0.7619517888196793,-0.7619517888196793
2025-02-11,3.5,-0.4714375532423736,-0.4714375532423736
2025-02-14,2.75,-0.7619517888196793,-0.7619517888196793
2025-02-17,2.0,-1.052466024396985,-1.052466024396985
2025-02-18,1.75,-1.1493041029227535,-1.1493041029227535
2025-02-19,2.5,-0.8587898673454478,-0.8587898673454478
2025-02-20,2.75,-0.7619517888196793,-0.7619517888196793
2025-02-24,2.5,-0.8587898673454478,-0.8587898673454478
2025-02-25,5.75,0.4001051534895436,0.4001051534895436
2025-02-26,3.75,-0.374599474716605,-0.374599474716605
