date,return,All Data ZScore,This Batch ZScore
2025-01-06,1.75,-0.09129531908860491,-0.5177151304440142
2025-01-06,3.5,0.7778361186349139,0.32788624928120885
2025-01-06,3.0,0.5295128507139084,0.08628585507400226
2025-01-07,2.25,0.15702794883240043,-0.2761147362368076
2025-01-07,8.0,3.0127455299239623,2.502289797146068
2025-01-07,1.5,-0.21545695304910759,-0.6385153275476174
2025-01-07,1.0,-0.46378022097011296,-0.880115721754824
2025-01-07,2.25,0.15702794883240043,-0.2761147362368076
2025-01-07,3.25,0.6536744846744111,0.20708605217760553
2025-01-08,1.25,-0.3396185870096103,-0.7593155246512208
2025-01-08,6.25,2.143614092200443,1.656688417420845
2025-01-08,1.0,-0.46378022097011296,-0.880115721754824
2025-01-08,1.0,-0.46378022097011296,-0.880115721754824
2025-01-08,3.5,0.7778361186349139,0.32788624928120885
