date,return,All Data ZScore,This Batch ZScore
2025-01-06,2.75,-1.0453129131561134,-0.6975119433036348
2025-01-06,5.75,-0.2788664499538345,1.358312731696552
2025-01-06,3.0,-0.9814423745559235,-0.5261932203869525
2025-01-06,4.5,-0.5982191429547841,0.5017191171131409
2025-01-06,6.0,-0.21499591135364463,1.5296314546132341
2025-01-07,2.0,-1.2369245289566833,-1.2114681120536814
2025-01-07,3.75,-0.7898307587553538,-0.012237051636905829
2025-01-07,1.75,-1.3007950675568731,-1.3827868349703636
2025-01-07,6.25,-0.15112537275345472,1.7009501775299165
2025-01-07,2.25,-1.1730539903564934,-1.0401493891369993
2025-01-08,3.0,-0.9814423745559235,-0.5261932203869525
2025-01-08,4.0,-0.7259602201551639,0.1590816712797764
2025-01-08,3.5,-0.8537012973555438,-0.18355577455358804
2025-01-08,4.25,-0.662089681554974,0.3304003941964586
