Date,"Volatility of Returns (Session:All day, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2025-03-09,9.0,-0.6720579914522691,-0.6720579914522691
2025-03-10,28.0,0.8223700345904679,0.8223700345904679
2025-03-11,26.0,0.6650618213228113,0.6650618213228113
2025-03-14,14.5,-0.23946040496621365,-0.23946040496621365
2025-03-16,6.5,-0.8686932580368397,-0.8686932580368397
2025-03-17,16.5,-0.08215219169855713,-0.08215219169855713
2025-03-18,21.0,0.27179128815367004,0.27179128815367004
2025-03-19,22.5,0.3897724481044125,0.3897724481044125
2025-03-20,19.0,0.11448307488601353,0.11448307488601353
2025-03-21,13.0,-0.35744156491695606,-0.35744156491695606
2025-03-23,5.0,-0.9866744179875822,-0.9866744179875822
2025-03-24,14.0,-0.2787874582831278,-0.2787874582831278
2025-03-25,15.0,-0.20013335164929952,-0.20013335164929952
2025-03-26,10.504028320312273,-0.55375998756613,-0.55375998756613
2025-03-30,10.5,-0.5540768315015268,-0.5540768315015268
2025-03-31,15.5,-0.16080629833238538,-0.16080629833238538
2025-04-01,16.5,-0.08215219169855713,-0.08215219169855713
2025-04-02,41.0,1.8448734208302353,1.8448734208302353
2025-04-03,21.5,0.3111183414705842,0.3111183414705842
2025-04-04,28.5,0.8616970879073821,0.8616970879073821
2025-04-06,27.0,0.7437159279566397,0.7437159279566397
2025-04-07,76.0,4.597767153014225,4.597767153014225
2025-04-08,95.5,6.131522232373875,6.131522232373875
2025-04-09,77.0,4.676421259648053,4.676421259648053
2025-04-13,15.5,-0.16080629833238538,-0.16080629833238538
2025-04-14,29.5,0.9403511945412103,0.9403511945412103
2025-04-15,20.5,0.23246423483675593,0.23246423483675593
2025-04-16,17.5,-0.003498085064728865,-0.003498085064728865
2025-04-17,16.0,-0.12147924501547126,-0.12147924501547126
2025-04-20,10.5,-0.5540768315015268,-0.5540768315015268
2025-04-21,21.5,0.3111183414705842,0.3111183414705842
