Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:1h, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2023-08-07,3.75,-0.4902077862615213,-0.4902077862615213
2023-08-08,4.75,-0.1401837541529395,-0.1401837541529395
2023-08-09,4.0,-0.4027017782343758,-0.4027017782343758
2023-08-15,7.5,0.8223823341456604,0.8223823341456604
2023-08-16,7.25,0.734876326118515,0.734876326118515
2023-08-17,4.25,-0.3151957702072304,-0.3151957702072304
2023-08-18,4.0,-0.4027017782343758,-0.4027017782343758
2023-08-21,4.0,-0.4027017782343758,-0.4027017782343758
2023-08-22,4.75,-0.1401837541529395,-0.1401837541529395
2023-08-23,3.75,-0.4902077862615213,-0.4902077862615213
2023-08-24,5.0,-0.05267774612579403,-0.05267774612579403
2023-08-28,3.75,-0.4902077862615213,-0.4902077862615213
2023-08-29,4.5,-0.22768976218008494,-0.22768976218008494
2023-09-05,9.5,1.522430398362824,1.522430398362824
2023-09-06,8.0,0.9973943501999514,0.9973943501999514
2023-09-07,9.75,1.6099364063899695,1.6099364063899695
2023-09-08,11.75,2.3099844706071333,2.3099844706071333
2023-09-12,8.25,1.0849003582270969,1.0849003582270969
2023-09-18,6.75,0.5598643100642241,0.5598643100642241
2023-09-19,5.25,0.034828261901351416,0.034828261901351416
2023-09-20,2.75,-0.8402318183701031,-0.8402318183701031
2023-09-21,3.0,-0.7527258103429576,-0.7527258103429576
2023-09-22,2.25,-1.015243834424394,-1.015243834424394
2023-09-25,5.0,-0.05267774612579403,-0.05267774612579403
2023-09-26,3.25,-0.6652198023158121,-0.6652198023158121
2023-09-27,12.75,2.6600085027157148,2.6600085027157148
2023-10-02,4.0,-0.4027017782343758,-0.4027017782343758
2023-10-03,5.0,-0.05267774612579403,-0.05267774612579403
2023-10-04,2.75,-0.8402318183701031,-0.8402318183701031
2023-10-05,3.75,-0.4902077862615213,-0.4902077862615213
2023-10-09,5.25,0.034828261901351416,0.034828261901351416
2023-10-16,2.75,-0.8402318183701031,-0.8402318183701031
2023-10-17,6.5,0.4723583020370787,0.4723583020370787
2023-10-18,7.25,0.734876326118515,0.734876326118515
2023-10-19,5.75,0.2098402779556423,0.2098402779556423
2023-10-20,5.5,0.12233426992849687,0.12233426992849687
2023-10-23,10.5,1.872454430471406,1.872454430471406
2023-10-24,5.5,0.12233426992849687,0.12233426992849687
2023-10-25,7.0,0.6473703180913696,0.6473703180913696
2023-10-30,5.0,-0.05267774612579403,-0.05267774612579403
2023-10-31,4.0,-0.4027017782343758,-0.4027017782343758
2023-11-01,5.5,0.12233426992849687,0.12233426992849687
2023-11-02,7.5,0.8223823341456604,0.8223823341456604
2023-11-06,4.5,-0.22768976218008494,-0.22768976218008494
2023-11-07,5.0,-0.05267774612579403,-0.05267774612579403
2023-11-08,4.75,-0.1401837541529395,-0.1401837541529395
2023-11-09,4.5,-0.22768976218008494,-0.22768976218008494
2023-11-16,1.5,-1.2777618585058304,-1.2777618585058304
2023-11-17,4.25,-0.3151957702072304,-0.3151957702072304
2023-11-20,5.25,0.034828261901351416,0.034828261901351416
2023-11-21,3.0,-0.7527258103429576,-0.7527258103429576
2023-11-23,1.0,-1.4527738745601213,-1.4527738745601213
2023-11-24,2.0,-1.1027498424515394,-1.1027498424515394
2023-11-27,6.0,0.2973462859827878,0.2973462859827878
2023-11-28,2.75,-0.8402318183701031,-0.8402318183701031
2023-12-01,6.0,0.2973462859827878,0.2973462859827878
2023-12-04,7.25,0.734876326118515,0.734876326118515
2023-12-05,3.25,-0.6652198023158121,-0.6652198023158121
2023-12-06,5.75,0.2098402779556423,0.2098402779556423
2023-12-07,6.0,0.2973462859827878,0.2973462859827878
2023-12-14,8.0,0.9973943501999514,0.9973943501999514
2023-12-15,4.0,-0.4027017782343758,-0.4027017782343758
2023-12-18,2.0,-1.1027498424515394,-1.1027498424515394
2023-12-19,3.75,-0.4902077862615213,-0.4902077862615213
2023-12-20,4.5,-0.22768976218008494,-0.22768976218008494
2023-12-26,3.25,-0.6652198023158121,-0.6652198023158121
2023-12-27,6.75,0.5598643100642241,0.5598643100642241
2023-12-28,6.25,0.3848522940099332,0.3848522940099332
2023-12-29,5.5,0.12233426992849687,0.12233426992849687
2024-01-02,3.5,-0.5777137942886668,-0.5777137942886668
2024-01-03,7.0,0.6473703180913696,0.6473703180913696
2024-01-04,3.75,-0.4902077862615213,-0.4902077862615213
2024-01-09,3.0,-0.7527258103429576,-0.7527258103429576
2024-01-10,4.0,-0.4027017782343758,-0.4027017782343758
2024-01-16,10.5,1.872454430471406,1.872454430471406
2024-01-17,4.0,-0.4027017782343758,-0.4027017782343758
2024-01-18,4.0,-0.4027017782343758,-0.4027017782343758
2024-01-22,3.5,-0.5777137942886668,-0.5777137942886668
2024-01-23,2.25,-1.015243834424394,-1.015243834424394
2024-01-24,6.25,0.3848522940099332,0.3848522940099332
2024-01-29,3.75,-0.4902077862615213,-0.4902077862615213
2024-01-30,4.0,-0.4027017782343758,-0.4027017782343758
2024-01-31,8.0,0.9973943501999514,0.9973943501999514
2024-02-01,7.5,0.8223823341456604,0.8223823341456604
2024-02-05,4.25,-0.3151957702072304,-0.3151957702072304
2024-02-06,4.75,-0.1401837541529395,-0.1401837541529395
2024-02-07,3.75,-0.4902077862615213,-0.4902077862615213
2024-02-08,2.5,-0.9277378263972486,-0.9277378263972486
2024-02-15,5.75,0.2098402779556423,0.2098402779556423
2024-02-20,3.75,-0.4902077862615213,-0.4902077862615213
2024-02-21,5.25,0.034828261901351416,0.034828261901351416
2024-02-22,3.0,-0.7527258103429576,-0.7527258103429576
2024-02-23,6.0,0.2973462859827878,0.2973462859827878
2024-02-26,4.5,-0.22768976218008494,-0.22768976218008494
2024-02-27,4.25,-0.3151957702072304,-0.3151957702072304
2024-03-04,3.0,-0.7527258103429576,-0.7527258103429576
2024-03-05,2.25,-1.015243834424394,-1.015243834424394
2024-03-06,4.5,-0.22768976218008494,-0.22768976218008494
2024-03-07,3.75,-0.4902077862615213,-0.4902077862615213
2024-03-13,2.75,-0.8402318183701031,-0.8402318183701031
2024-03-18,3.75,-0.4902077862615213,-0.4902077862615213
2024-03-19,2.25,-1.015243834424394,-1.015243834424394
2024-03-20,2.5,-0.9277378263972486,-0.9277378263972486
2024-03-21,2.0,-1.1027498424515394,-1.1027498424515394
2024-03-22,2.0,-1.1027498424515394,-1.1027498424515394
2024-03-25,1.25,-1.3652678665329758,-1.3652678665329758
2024-03-26,4.0,-0.4027017782343758,-0.4027017782343758
2024-03-27,3.75,-0.4902077862615213,-0.4902077862615213
2024-04-01,2.75,-0.8402318183701031,-0.8402318183701031
2024-04-02,1.5,-1.2777618585058304,-1.2777618585058304
2024-04-03,4.75,-0.1401837541529395,-0.1401837541529395
2024-04-04,3.0,-0.7527258103429576,-0.7527258103429576
2024-04-09,2.25,-1.015243834424394,-1.015243834424394
2024-04-15,7.0,0.6473703180913696,0.6473703180913696
2024-04-16,4.25,-0.3151957702072304,-0.3151957702072304
2024-04-17,5.0,-0.05267774612579403,-0.05267774612579403
2024-04-18,4.0,-0.4027017782343758,-0.4027017782343758
2024-04-19,3.0,-0.7527258103429576,-0.7527258103429576
2024-04-22,3.75,-0.4902077862615213,-0.4902077862615213
2024-04-23,2.25,-1.015243834424394,-1.015243834424394
2024-04-24,3.0,-0.7527258103429576,-0.7527258103429576
2024-04-29,3.75,-0.4902077862615213,-0.4902077862615213
2024-04-30,3.75,-0.4902077862615213,-0.4902077862615213
2024-05-01,12.25,2.484996486661424,2.484996486661424
2024-05-02,8.25,1.0849003582270969,1.0849003582270969
2024-05-06,3.5,-0.5777137942886668,-0.5777137942886668
2024-05-07,4.25,-0.3151957702072304,-0.3151957702072304
2024-05-08,2.25,-1.015243834424394,-1.015243834424394
2024-05-09,2.75,-0.8402318183701031,-0.8402318183701031
2024-05-16,1.5,-1.2777618585058304,-1.2777618585058304
2024-05-17,4.0,-0.4027017782343758,-0.4027017782343758
2024-05-20,2.0,-1.1027498424515394,-1.1027498424515394
2024-05-21,1.75,-1.1902558504786849,-1.1902558504786849
2024-05-22,2.5,-0.9277378263972486,-0.9277378263972486
2024-05-23,3.25,-0.6652198023158121,-0.6652198023158121
2024-05-28,6.75,0.5598643100642241,0.5598643100642241
2024-05-29,4.75,-0.1401837541529395,-0.1401837541529395
2024-06-03,2.5,-0.9277378263972486,-0.9277378263972486
2024-06-04,4.5,-0.22768976218008494,-0.22768976218008494
2024-06-05,3.5,-0.5777137942886668,-0.5777137942886668
2024-06-06,3.75,-0.4902077862615213,-0.4902077862615213
2024-06-11,5.75,0.2098402779556423,0.2098402779556423
2024-06-17,3.0,-0.7527258103429576,-0.7527258103429576
2024-06-18,3.0,-0.7527258103429576,-0.7527258103429576
2024-06-20,3.75,-0.4902077862615213,-0.4902077862615213
2024-06-21,2.0,-1.1027498424515394,-1.1027498424515394
2024-06-24,2.75,-0.8402318183701031,-0.8402318183701031
2024-06-25,1.5,-1.2777618585058304,-1.2777618585058304
2024-06-26,3.0,-0.7527258103429576,-0.7527258103429576
2024-07-01,2.5,-0.9277378263972486,-0.9277378263972486
2024-07-02,2.75,-0.8402318183701031,-0.8402318183701031
2024-07-03,7.75,0.9098883421728059,0.9098883421728059
2024-07-09,5.25,0.034828261901351416,0.034828261901351416
2024-07-10,2.75,-0.8402318183701031,-0.8402318183701031
2024-07-15,3.25,-0.6652198023158121,-0.6652198023158121
2024-07-16,5.25,0.034828261901351416,0.034828261901351416
2024-07-17,3.25,-0.6652198023158121,-0.6652198023158121
2024-07-18,3.0,-0.7527258103429576,-0.7527258103429576
2024-07-19,2.75,-0.8402318183701031,-0.8402318183701031
2024-07-22,6.0,0.2973462859827878,0.2973462859827878
2024-07-23,2.5,-0.9277378263972486,-0.9277378263972486
2024-07-24,8.0,0.9973943501999514,0.9973943501999514
2024-07-29,2.0,-1.1027498424515394,-1.1027498424515394
2024-07-30,5.0,-0.05267774612579403,-0.05267774612579403
2024-07-31,5.0,-0.05267774612579403,-0.05267774612579403
2024-08-01,3.5,-0.5777137942886668,-0.5777137942886668
2024-08-05,10.75,1.9599604384985514,1.9599604384985514
2024-08-06,8.5,1.1724063662542423,1.1724063662542423
2024-08-07,4.75,-0.1401837541529395,-0.1401837541529395
2024-08-08,4.25,-0.3151957702072304,-0.3151957702072304
2024-08-09,3.25,-0.6652198023158121,-0.6652198023158121
2024-08-15,3.75,-0.4902077862615213,-0.4902077862615213
2024-08-19,4.5,-0.22768976218008494,-0.22768976218008494
2024-08-20,3.5,-0.5777137942886668,-0.5777137942886668
2024-08-22,3.5,-0.5777137942886668,-0.5777137942886668
2024-08-23,3.75,-0.4902077862615213,-0.4902077862615213
2024-08-26,4.75,-0.1401837541529395,-0.1401837541529395
2024-08-27,3.25,-0.6652198023158121,-0.6652198023158121
2024-08-28,11.5,2.222478462579988,2.222478462579988
2024-09-03,10.75,1.9599604384985514,1.9599604384985514
2024-09-04,10.75,1.9599604384985514,1.9599604384985514
2024-09-05,5.25,0.034828261901351416,0.034828261901351416
2024-09-10,11.5,2.222478462579988,2.222478462579988
2024-09-16,9.5,1.522430398362824,1.522430398362824
2024-09-17,2.25,-1.015243834424394,-1.015243834424394
2024-09-18,2.75,-0.8402318183701031,-0.8402318183701031
2024-09-19,3.75,-0.4902077862615213,-0.4902077862615213
2024-09-20,6.75,0.5598643100642241,0.5598643100642241
2024-09-23,5.75,0.2098402779556423,0.2098402779556423
2024-09-24,3.25,-0.6652198023158121,-0.6652198023158121
2024-09-25,2.5,-0.9277378263972486,-0.9277378263972486
2024-09-30,3.5,-0.5777137942886668,-0.5777137942886668
2024-10-01,6.5,0.4723583020370787,0.4723583020370787
2024-10-02,2.0,-1.1027498424515394,-1.1027498424515394
2024-10-03,3.25,-0.6652198023158121,-0.6652198023158121
2024-10-07,2.5,-0.9277378263972486,-0.9277378263972486
2024-10-08,4.25,-0.3151957702072304,-0.3151957702072304
2024-10-14,2.75,-0.8402318183701031,-0.8402318183701031
2024-10-16,3.0,-0.7527258103429576,-0.7527258103429576
2024-10-17,1.75,-1.1902558504786849,-1.1902558504786849
2024-10-18,2.0,-1.1027498424515394,-1.1027498424515394
2024-10-21,4.5,-0.22768976218008494,-0.22768976218008494
2024-10-22,2.75,-0.8402318183701031,-0.8402318183701031
2024-10-23,3.75,-0.4902077862615213,-0.4902077862615213
2024-10-24,2.5,-0.9277378263972486,-0.9277378263972486
2024-10-28,5.75,0.2098402779556423,0.2098402779556423
2024-10-29,7.25,0.734876326118515,0.734876326118515
2024-11-04,5.75,0.2098402779556423,0.2098402779556423
2024-11-05,8.0,0.9973943501999514,0.9973943501999514
2024-11-06,4.25,-0.3151957702072304,-0.3151957702072304
2024-11-07,5.5,0.12233426992849687,0.12233426992849687
2024-11-11,2.0,-1.1027498424515394,-1.1027498424515394
2024-11-15,10.5,1.872454430471406,1.872454430471406
2024-11-18,5.5,0.12233426992849687,0.12233426992849687
2024-11-19,3.0,-0.7527258103429576,-0.7527258103429576
2024-11-20,3.0,-0.7527258103429576,-0.7527258103429576
2024-11-21,7.0,0.6473703180913696,0.6473703180913696
2024-11-25,5.25,0.034828261901351416,0.034828261901351416
2024-11-26,2.0,-1.1027498424515394,-1.1027498424515394
2024-11-29,5.75,0.2098402779556423,0.2098402779556423
2024-12-02,7.25,0.734876326118515,0.734876326118515
2024-12-03,5.25,0.034828261901351416,0.034828261901351416
2024-12-04,6.25,0.3848522940099332,0.3848522940099332
2024-12-05,6.5,0.4723583020370787,0.4723583020370787
2024-12-10,5.5,0.12233426992849687,0.12233426992849687
2024-12-13,4.5,-0.22768976218008494,-0.22768976218008494
2024-12-16,2.5,-0.9277378263972486,-0.9277378263972486
2024-12-17,2.25,-1.015243834424394,-1.015243834424394
2024-12-18,2.5,-0.9277378263972486,-0.9277378263972486
2024-12-23,4.75,-0.1401837541529395,-0.1401837541529395
2024-12-24,4.5,-0.22768976218008494,-0.22768976218008494
2024-12-26,7.25,0.734876326118515,0.734876326118515
2024-12-27,5.0,-0.05267774612579403,-0.05267774612579403
2024-12-30,2.5,-0.9277378263972486,-0.9277378263972486
2024-12-31,6.75,0.5598643100642241,0.5598643100642241
2025-01-02,4.5,-0.22768976218008494,-0.22768976218008494
2025-01-03,4.0,-0.4027017782343758,-0.4027017782343758
2025-01-06,2.75,-0.8402318183701031,-0.8402318183701031
2025-01-07,3.75,-0.4902077862615213,-0.4902077862615213
2025-01-08,3.0,-0.7527258103429576,-0.7527258103429576
2025-01-09,3.5,-0.5777137942886668,-0.5777137942886668
2025-01-16,10.0,1.697442414417115,1.697442414417115
2025-01-17,3.75,-0.4902077862615213,-0.4902077862615213
2025-01-20,2.75,-0.8402318183701031,-0.8402318183701031
2025-01-21,4.0,-0.4027017782343758,-0.4027017782343758
2025-01-22,5.5,0.12233426992849687,0.12233426992849687
2025-01-23,3.5,-0.5777137942886668,-0.5777137942886668
2025-01-27,4.5,-0.22768976218008494,-0.22768976218008494
2025-01-28,4.0,-0.4027017782343758,-0.4027017782343758
2025-01-29,8.75,1.2599123742813878,1.2599123742813878
2025-02-03,6.5,0.4723583020370787,0.4723583020370787
2025-02-04,2.5,-0.9277378263972486,-0.9277378263972486
2025-02-05,2.75,-0.8402318183701031,-0.8402318183701031
2025-02-06,4.25,-0.3151957702072304,-0.3151957702072304
2025-02-11,2.5,-0.9277378263972486,-0.9277378263972486
2025-02-14,3.25,-0.6652198023158121,-0.6652198023158121
2025-02-17,1.0,-1.4527738745601213,-1.4527738745601213
2025-02-18,3.75,-0.4902077862615213,-0.4902077862615213
2025-02-19,1.75,-1.1902558504786849,-1.1902558504786849
2025-02-20,1.5,-1.2777618585058304,-1.2777618585058304
2025-02-24,3.5,-0.5777137942886668,-0.5777137942886668
2025-02-25,2.5,-0.9277378263972486,-0.9277378263972486
2025-02-26,8.75,1.2599123742813878,1.2599123742813878
2025-03-03,5.0,-0.05267774612579403,-0.05267774612579403
2025-03-04,12.0,2.3974904786342788,2.3974904786342788
2025-03-05,6.75,0.5598643100642241,0.5598643100642241
2025-03-06,7.5,0.8223823341456604,0.8223823341456604
2025-03-11,9.5,1.522430398362824,1.522430398362824
2025-03-17,6.5,0.4723583020370787,0.4723583020370787
2025-03-18,5.5,0.12233426992849687,0.12233426992849687
2025-03-19,2.75,-0.8402318183701031,-0.8402318183701031
2025-03-20,5.5,0.12233426992849687,0.12233426992849687
2025-03-21,5.0,-0.05267774612579403,-0.05267774612579403
2025-03-24,2.5,-0.9277378263972486,-0.9277378263972486
2025-03-25,2.75,-0.8402318183701031,-0.8402318183701031
2025-03-26,4.0,-0.4027017782343758,-0.4027017782343758
2025-03-31,4.25,-0.3151957702072304,-0.3151957702072304
2025-04-01,3.25,-0.6652198023158121,-0.6652198023158121
2025-04-02,10.25,1.7849484224442604,1.7849484224442604
2025-04-03,6.25,0.3848522940099332,0.3848522940099332
2025-04-07,9.75,1.6099364063899695,1.6099364063899695
2025-04-08,12.0,2.3974904786342788,2.3974904786342788
2025-04-09,10.0,1.697442414417115,1.697442414417115
2025-04-15,7.5,0.8223823341456604,0.8223823341456604
2025-04-16,4.75,-0.1401837541529395,-0.1401837541529395
2025-04-17,5.75,0.2098402779556423,0.2098402779556423
2025-04-21,7.75,0.9098883421728059,0.9098883421728059
2025-04-22,3.25,-0.6652198023158121,-0.6652198023158121
2025-04-23,5.5,0.12233426992849687,0.12233426992849687
2025-04-24,4.0,-0.4027017782343758,-0.4027017782343758
2025-04-28,6.75,0.5598643100642241,0.5598643100642241
2025-04-29,3.0,-0.7527258103429576,-0.7527258103429576
2025-05-01,5.5,0.12233426992849687,0.12233426992849687
2025-05-05,3.75,-0.4902077862615213,-0.4902077862615213
2025-05-06,5.5,0.12233426992849687,0.12233426992849687
2025-05-07,5.5,0.12233426992849687,0.12233426992849687
2025-05-09,1.75,-1.1902558504786849,-1.1902558504786849
