date,return,All Data ZScore,This Batch ZScore
2025-01-03,2.75,-0.7621859537024223,-0.5434585048485161
2025-01-03,1.0,-1.360339283676204,-1.6086371743516077
2025-01-03,5.0,0.006868327692439923,0.8260569273697446
2025-01-03,3.0,-0.676735477991882,-0.39129012349093156
2025-01-05,3.5,-0.5058345265708015,-0.08695336077576254
2025-01-06,2.75,-0.7621859537024223,-0.5434585048485161
2025-01-06,5.75,0.2632197548240606,1.2825620714424981
2025-01-06,3.0,-0.676735477991882,-0.39129012349093156
2025-01-06,4.5,-0.16403262372864055,0.5217201646545755
2025-01-06,6.0,0.3486702305346009,1.4347304528000826
2025-01-07,2.0,-1.018537380834043,-0.9999636489212695
2025-01-07,3.75,-0.4203840508602613,0.06521502058182198
2025-01-07,1.75,-1.1039878565445833,-1.152132030278854
2025-01-07,6.25,0.43412070624514115,1.586898834157667
