Date,"Volatility of Returns (Session:All day, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-11-03,3.75,-0.9234014231333948,-0.9234014231333948
2024-11-04,7.25,-0.23603894087629176,-0.23603894087629176
2024-11-05,23.25,2.9061895494418937,2.9061895494418937
2024-11-06,9.25,0.15673962041348138,0.15673962041348138
2024-11-07,17.25,1.727853865572574,1.727853865572574
2024-11-08,6.75,-0.33423358119873503,-0.33423358119873503
2024-11-10,3.75,-0.9234014231333948,-0.9234014231333948
2024-11-11,6.25,-0.4324282215211783,-0.4324282215211783
2024-11-12,10.0,0.3040315808971463,0.3040315808971463
2024-11-15,12.75,0.8441021026705844,0.8441021026705844
2024-11-17,3.25,-1.021596063455838,-1.021596063455838
2024-11-18,15.75,1.4332699446052442,1.4332699446052442
2024-11-19,9.75,0.2549342607359247,0.2549342607359247
2024-11-20,6.25,-0.4324282215211783,-0.4324282215211783
2024-11-21,7.0,-0.2851362610375134,-0.2851362610375134
2024-11-22,5.0,-0.6779148223272866,-0.6779148223272866
2024-11-24,4.25,-0.8252067828109515,-0.8252067828109515
2024-11-25,11.5,0.5986155018644762,0.5986155018644762
2024-11-26,10.25,0.35312890105836797,0.35312890105836797
2024-11-29,5.75,-0.5306228618436216,-0.5306228618436216
2024-12-01,6.0,-0.48152554168239997,-0.48152554168239997
2024-12-02,11.25,0.5495181817032545,0.5495181817032545
2024-12-03,12.0,0.6968101421869195,0.6968101421869195
2024-12-04,13.5,0.9913940631542494,0.9913940631542494
2024-12-05,8.25,-0.03964966023140519,-0.03964966023140519
2024-12-08,5.25,-0.6288175021660649,-0.6288175021660649
2024-12-09,8.5,0.009447659929816455,0.009447659929816455
2024-12-10,6.5,-0.3833309013599567,-0.3833309013599567
2024-12-13,8.25,-0.03964966023140519,-0.03964966023140519
2024-12-15,2.25,-1.2179853441007247,-1.2179853441007247
2024-12-16,7.0,-0.2851362610375134,-0.2851362610375134
2024-12-17,7.25,-0.23603894087629176,-0.23603894087629176
2024-12-18,19.5,2.1697297470235686,2.1697297470235686
2024-12-22,3.0,-1.0706933836170598,-1.0706933836170598
2024-12-23,6.75,-0.33423358119873503,-0.33423358119873503
2024-12-24,4.5,-0.7761094626497298,-0.7761094626497298
2024-12-25,3.25,-1.021596063455838,-1.021596063455838
2024-12-26,8.0,-0.08874698039262684,-0.08874698039262684
2024-12-27,5.75,-0.5306228618436216,-0.5306228618436216
2024-12-29,4.5,-0.7761094626497298,-0.7761094626497298
2024-12-30,10.25,0.35312890105836797,0.35312890105836797
2024-12-31,7.0,-0.2851362610375134,-0.2851362610375134
2025-01-01,7.25,-0.23603894087629176,-0.23603894087629176
2025-01-02,8.5,0.009447659929816455,0.009447659929816455
2025-01-03,7.25,-0.23603894087629176,-0.23603894087629176
2025-01-05,2.5,-1.168888023939503,-1.168888023939503
2025-01-06,7.5,-0.18694162071507012,-0.18694162071507012
2025-01-07,8.0,-0.08874698039262684,-0.08874698039262684
2025-01-08,7.5,-0.18694162071507012,-0.18694162071507012
2025-01-09,5.75,-0.5306228618436216,-0.5306228618436216
2025-01-12,4.5,-0.7761094626497298,-0.7761094626497298
2025-01-13,6.25,-0.4324282215211783,-0.4324282215211783
2025-01-16,12.0,0.6968101421869195,0.6968101421869195
2025-01-17,7.254028320312273,-0.23524782194795735,-0.23524782194795735
2025-01-19,2.5,-1.168888023939503,-1.168888023939503
2025-01-20,13.75,1.040491383315471,1.040491383315471
2025-01-21,4.75,-0.7270121424885082,-0.7270121424885082
2025-01-22,7.0,-0.2851362610375134,-0.2851362610375134
2025-01-23,6.5,-0.3833309013599567,-0.3833309013599567
2025-01-24,6.75,-0.33423358119873503,-0.33423358119873503
2025-01-26,11.5,0.5986155018644762,0.5986155018644762
2025-01-27,9.25,0.15673962041348138,0.15673962041348138
2025-01-28,7.75,-0.13784430055384847,-0.13784430055384847
2025-01-29,9.75,0.2549342607359247,0.2549342607359247
2025-02-02,9.5,0.20583694057470303,0.20583694057470303
2025-02-03,8.0,-0.08874698039262684,-0.08874698039262684
2025-02-04,9.5,0.20583694057470303,0.20583694057470303
2025-02-05,11.5,0.5986155018644762,0.5986155018644762
2025-02-06,5.0,-0.6779148223272866,-0.6779148223272866
2025-02-09,2.75,-1.1197907037782813,-1.1197907037782813
2025-02-10,5.5,-0.5797201820048433,-0.5797201820048433
2025-02-11,6.25,-0.4324282215211783,-0.4324282215211783
2025-02-14,10.75,0.45132354138081127,0.45132354138081127
2025-02-16,2.75,-1.1197907037782813,-1.1197907037782813
2025-02-17,3.75,-0.9234014231333948,-0.9234014231333948
2025-02-18,6.25,-0.4324282215211783,-0.4324282215211783
2025-02-19,7.0,-0.2851362610375134,-0.2851362610375134
2025-02-20,5.0,-0.6779148223272866,-0.6779148223272866
2025-02-21,10.25,0.35312890105836797,0.35312890105836797
2025-02-23,1.5,-1.3652773045843896,-1.3652773045843896
2025-02-24,9.75,0.2549342607359247,0.2549342607359247
2025-02-25,11.25,0.5495181817032545,0.5495181817032545
2025-02-26,10.75,0.45132354138081127,0.45132354138081127
2025-03-02,3.0,-1.0706933836170598,-1.0706933836170598
2025-03-03,17.0,1.6787565454113524,1.6787565454113524
2025-03-04,19.0,2.0715351067011256,2.0715351067011256
2025-03-05,16.0,1.4823672647664659,1.4823672647664659
2025-03-06,10.25,0.35312890105836797,0.35312890105836797
2025-03-09,4.0,-0.8743041029721731,-0.8743041029721731
2025-03-10,17.25,1.727853865572574,1.727853865572574
2025-03-11,13.25,0.9422967429930277,0.9422967429930277
2025-03-14,5.75,-0.5306228618436216,-0.5306228618436216
2025-03-16,3.5,-0.9724987432946164,-0.9724987432946164
2025-03-17,8.0,-0.08874698039262684,-0.08874698039262684
2025-03-18,7.5,-0.18694162071507012,-0.18694162071507012
2025-03-19,11.25,0.5495181817032545,0.5495181817032545
2025-03-20,8.5,0.009447659929816455,0.009447659929816455
