Date,"Volatility of Returns (Session:London 0-7 ET, Interval:1m, Symbol:ZT)",ZScore wrt All Days,ZScore wrt Given Days
2025-04-15,1.125,-0.08835221209820864,-0.08835221209820864
2025-04-16,1.375,0.13381475860705033,0.13381475860705033
2025-04-17,0.875,-0.31051918280346763,-0.31051918280346763
2025-04-21,1.1875,-0.032810469421893904,-0.032810469421893904
2025-04-22,1.4375,0.18935650128336506,0.18935650128336506
2025-04-23,0.75,-0.4216026681560971,-0.4216026681560971
2025-04-24,0.625,-0.5326861535087266,-0.5326861535087266
2025-04-25,1.0625,-0.14389395477452338,-0.14389395477452338
2025-04-28,0.875,-0.31051918280346763,-0.31051918280346763
2025-04-29,0.5625,-0.5882278961850413,-0.5882278961850413
2025-05-01,1.25,0.02273127325442084,0.02273127325442084
2025-05-05,0.5625,-0.5882278961850413,-0.5882278961850413
2025-05-06,1.3125,0.07827301593073557,0.07827301593073557
2025-05-07,0.875,-0.31051918280346763,-0.31051918280346763
2025-05-08,0.875,-0.31051918280346763,-0.31051918280346763
2025-05-09,0.5625,-0.5882278961850413,-0.5882278961850413
2025-05-12,3.1875,1.7445252962201778,1.7445252962201778
2025-05-14,0.5,-0.6437696388613561,-0.6437696388613561
2025-05-16,0.9375,-0.25497744012715284,-0.25497744012715284
2025-05-19,1.0625,-0.14389395477452338,-0.14389395477452338
2025-05-20,0.8125,-0.36606092547978236,-0.36606092547978236
2025-05-21,0.75,-0.4216026681560971,-0.4216026681560971
2025-05-22,0.625,-0.5326861535087266,-0.5326861535087266
2025-05-23,0.5,-0.6437696388613561,-0.6437696388613561
2025-05-26,0.5,-0.6437696388613561,-0.6437696388613561
2025-05-27,0.3125,-0.8103948668903003,-0.8103948668903003
2025-05-28,0.25,-0.865936609566615,-0.865936609566615
