date,return,All Data ZScore,This Batch ZScore
2025-01-06,2.75,0.09246115621593903,-0.6214914424509057
2025-01-06,5.75,1.5666861600610813,1.3485191675821533
2025-01-06,3.0,0.21531323986970088,-0.4573238916148174
2025-01-06,4.5,0.952425741792272,0.5276814134017122
2025-01-06,6.0,1.6895382437148432,1.5126867184182415
2025-01-07,2.0,-0.27609509474534655,-1.1139940949591705
2025-01-07,3.75,0.5838694908309865,0.03517876089344736
2025-01-07,1.75,-0.3989471783991084,-1.2781616457952587
2025-01-07,6.25,1.812390327368605,1.6768542692543298
2025-01-07,2.25,-0.1532430110915847,-0.9498265441230822
2025-01-08,2.0,-0.27609509474534655,-1.1139940949591705
2025-01-08,4.0,0.7067215744847484,0.19934631172953562
2025-01-08,3.5,0.4610174071772246,-0.1289887899426409
2025-01-08,4.25,0.8295736581385103,0.36351386256562385
