Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-04-15,7.5,1.1314680497134741,1.1314680497134741
2025-04-16,8.75,1.5663714717423325,1.5663714717423325
2025-04-17,5.75,0.5226032588730727,0.5226032588730727
2025-04-21,7.75,1.2184487341192458,1.2184487341192458
2025-04-22,3.25,-0.34720358518464384,-0.34720358518464384
2025-04-23,7.25,1.0444873653077027,1.0444873653077027
2025-04-24,4.0,-0.0862615319673289,-0.0862615319673289
2025-04-25,5.75,0.5226032588730727,0.5226032588730727
2025-04-28,6.75,0.8705259964961592,0.8705259964961592
2025-04-29,3.25,-0.34720358518464384,-0.34720358518464384
2025-05-01,6.25,0.696564627684616,0.696564627684616
2025-05-05,4.0,-0.0862615319673289,-0.0862615319673289
2025-05-06,5.5,0.435622574467301,0.435622574467301
2025-05-07,5.5,0.435622574467301,0.435622574467301
2025-05-08,10.25,2.0882555781769625,2.0882555781769625
2025-05-09,3.75,-0.17324221637310055,-0.17324221637310055
