Date,"Volatility of Returns (Session:All day, Interval:1h, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2023-06-04,3.5,-1.0604173065424836,-1.0604173065424836
2023-06-05,11.0,0.3691613971550211,0.3691613971550211
2023-06-06,10.0,0.17855090332868714,0.17855090332868714
2023-06-07,16.5,1.417519113199858,1.417519113199858
2023-06-08,13.5,0.8456876317208559,0.8456876317208559
2023-06-09,8.25,-0.1550174608673973,-0.1550174608673973
2023-06-11,3.25,-1.108069929999067,-1.108069929999067
2023-06-12,9.5,0.08324565641552016,0.08324565641552016
2023-06-15,17.0,1.5128243601130247,1.5128243601130247
2023-06-16,11.25,0.41681402061160455,0.41681402061160455
2023-06-18,2.0,-1.3463330472819846,-1.3463330472819846
2023-06-20,10.75,0.3215087736984376,0.3215087736984376
2023-06-21,9.0,-0.012059590497646816,-0.012059590497646816
2023-06-22,11.75,0.5121192675247715,0.5121192675247715
2023-06-23,12.75,0.7027297613511055,0.7027297613511055
2023-06-25,2.25,-1.298680423825401,-1.298680423825401
2023-06-26,6.75,-0.4409332016068982,-0.4409332016068982
2023-06-27,10.25,0.22620352678527061,0.22620352678527061
2023-06-28,7.5,-0.29797533123714776,-0.29797533123714776
2023-07-02,2.5,-1.2510278003688176,-1.2510278003688176
2023-07-03,10.0,0.17855090332868714,0.17855090332868714
2023-07-05,15.0,1.131603372460357,1.131603372460357
2023-07-06,16.25,1.3698664897432744,1.3698664897432744
2023-07-09,3.0,-1.1557225534556506,-1.1557225534556506
2023-07-10,13.5,0.8456876317208559,0.8456876317208559
2023-07-11,6.0,-0.5838910719766487,-0.5838910719766487
2023-07-14,9.5,0.08324565641552016,0.08324565641552016
2023-07-16,3.0,-1.1557225534556506,-1.1557225534556506
2023-07-17,8.0,-0.20267008432398076,-0.20267008432398076
2023-07-18,9.5,0.08324565641552016,0.08324565641552016
2023-07-19,8.75,-0.059712213954230306,-0.059712213954230306
2023-07-20,14.0,0.9409928786340229,0.9409928786340229
2023-07-21,5.75,-0.6315436954332322,-0.6315436954332322
2023-07-23,2.5,-1.2510278003688176,-1.2510278003688176
2023-07-24,10.75,0.3215087736984376,0.3215087736984376
2023-07-25,7.25,-0.34562795469373125,-0.34562795469373125
2023-07-26,8.25,-0.1550174608673973,-0.1550174608673973
2023-07-30,4.5,-0.8698068127161496,-0.8698068127161496
2023-07-31,9.0,-0.012059590497646816,-0.012059590497646816
2023-08-01,10.75,0.3215087736984376,0.3215087736984376
2023-08-02,12.25,0.6074245144379385,0.6074245144379385
2023-08-03,8.0,-0.20267008432398076,-0.20267008432398076
2023-08-06,3.5,-1.0604173065424836,-1.0604173065424836
2023-08-07,8.5,-0.10736483741081379,-0.10736483741081379
2023-08-08,8.0,-0.20267008432398076,-0.20267008432398076
2023-08-09,5.5,-0.6791963188898157,-0.6791963188898157
2023-08-13,3.5,-1.0604173065424836,-1.0604173065424836
2023-08-14,8.75,-0.059712213954230306,-0.059712213954230306
2023-08-15,13.75,0.8933402551774394,0.8933402551774394
2023-08-16,14.75,1.0839507490037734,1.0839507490037734
2023-08-17,9.25,0.03559303295893667,0.03559303295893667
2023-08-18,6.75,-0.4409332016068982,-0.4409332016068982
2023-08-20,4.25,-0.9174594361727331,-0.9174594361727331
2023-08-21,10.255981445312727,0.2273436530301248,0.2273436530301248
2023-08-22,6.5,-0.4885858250634817,-0.4885858250634817
2023-08-23,13.5,0.8456876317208559,0.8456876317208559
2023-08-24,8.5,-0.10736483741081379,-0.10736483741081379
2023-08-25,6.5,-0.4885858250634817,-0.4885858250634817
2023-08-27,3.25,-1.108069929999067,-1.108069929999067
2023-08-28,8.0,-0.20267008432398076,-0.20267008432398076
2023-08-29,15.75,1.2745612428301074,1.2745612428301074
2023-09-03,8.75,-0.059712213954230306,-0.059712213954230306
2023-09-05,13.25,0.7980350082642724,0.7980350082642724
2023-09-06,14.75,1.0839507490037734,1.0839507490037734
2023-09-07,16.5,1.417519113199858,1.417519113199858
2023-09-08,13.0,0.7503823848076889,0.7503823848076889
2023-09-10,8.5,-0.10736483741081379,-0.10736483741081379
2023-09-11,9.5,0.08324565641552016,0.08324565641552016
2023-09-12,8.75,-0.059712213954230306,-0.059712213954230306
2023-09-15,11.5,0.46446664406818805,0.46446664406818805
2023-09-17,9.0,-0.012059590497646816,-0.012059590497646816
2023-09-18,11.0,0.3691613971550211,0.3691613971550211
2023-09-19,7.75,-0.25032270778056426,-0.25032270778056426
2023-09-20,16.5,1.417519113199858,1.417519113199858
2023-09-21,8.0,-0.20267008432398076,-0.20267008432398076
2023-09-22,8.0,-0.20267008432398076,-0.20267008432398076
2023-09-24,3.5,-1.0604173065424836,-1.0604173065424836
2023-09-25,9.75,0.13089827987210365,0.13089827987210365
2023-09-26,8.0,-0.20267008432398076,-0.20267008432398076
2023-09-27,16.75,1.4651717366564414,1.4651717366564414
2023-10-01,4.0,-0.9651120596293166,-0.9651120596293166
2023-10-02,10.75,0.3215087736984376,0.3215087736984376
2023-10-03,17.75,1.6557822304827752,1.6557822304827752
2023-10-04,18.75,1.8463927243091092,1.8463927243091092
2023-10-05,7.5,-0.29797533123714776,-0.29797533123714776
2023-10-08,9.0,-0.012059590497646816,-0.012059590497646816
2023-10-09,13.25,0.7980350082642724,0.7980350082642724
2023-10-10,10.5,0.2738561502418541,0.2738561502418541
2023-10-13,8.75,-0.059712213954230306,-0.059712213954230306
2023-10-15,4.25,-0.9174594361727331,-0.9174594361727331
2023-10-16,10.5,0.2738561502418541,0.2738561502418541
2023-10-17,15.75,1.2745612428301074,1.2745612428301074
2023-10-18,15.5,1.226908619373524,1.226908619373524
2023-10-19,6.25,-0.5362384485200652,-0.5362384485200652
2023-10-20,11.25,0.41681402061160455,0.41681402061160455
2023-10-22,5.5,-0.6791963188898157,-0.6791963188898157
2023-10-23,17.75,1.6557822304827752,1.6557822304827752
2023-10-24,9.75,0.13089827987210365,0.13089827987210365
2023-10-25,15.0,1.131603372460357,1.131603372460357
2023-10-29,4.25,-0.9174594361727331,-0.9174594361727331
2023-10-30,7.5,-0.29797533123714776,-0.29797533123714776
2023-10-31,12.75,0.7027297613511055,0.7027297613511055
2023-11-01,24.0,2.8470978168973624,2.8470978168973624
2023-11-02,12.75,0.7027297613511055,0.7027297613511055
2023-11-05,2.0,-1.3463330472819846,-1.3463330472819846
2023-11-06,10.75,0.3215087736984376,0.3215087736984376
2023-11-07,10.75,0.3215087736984376,0.3215087736984376
2023-11-08,11.25,0.41681402061160455,0.41681402061160455
2023-11-09,18.25,1.7510874773959422,1.7510874773959422
2023-11-10,10.5,0.2738561502418541,0.2738561502418541
2023-11-12,2.25,-1.298680423825401,-1.298680423825401
2023-11-13,7.5,-0.29797533123714776,-0.29797533123714776
2023-11-16,8.75,-0.059712213954230306,-0.059712213954230306
2023-11-17,10.75,0.3215087736984376,0.3215087736984376
2023-11-19,3.25,-1.108069929999067,-1.108069929999067
2023-11-20,9.0,-0.012059590497646816,-0.012059590497646816
2023-11-21,6.0,-0.5838910719766487,-0.5838910719766487
2023-11-22,10.75,0.3215087736984376,0.3215087736984376
2023-11-23,7.75,-0.25032270778056426,-0.25032270778056426
2023-11-24,2.0,-1.3463330472819846,-1.3463330472819846
2023-11-26,3.75,-1.0127646830859,-1.0127646830859
2023-11-27,12.25,0.6074245144379385,0.6074245144379385
2023-11-28,17.5,1.6081296070261917,1.6081296070261917
2023-12-01,17.5,1.6081296070261917,1.6081296070261917
2023-12-03,6.5,-0.4885858250634817,-0.4885858250634817
2023-12-04,7.5,-0.29797533123714776,-0.29797533123714776
2023-12-05,9.75,0.13089827987210365,0.13089827987210365
2023-12-06,10.5,0.2738561502418541,0.2738561502418541
2023-12-07,9.0,-0.012059590497646816,-0.012059590497646816
2023-12-10,2.25,-1.298680423825401,-1.298680423825401
2023-12-11,7.75,-0.25032270778056426,-0.25032270778056426
2023-12-14,10.75,0.3215087736984376,0.3215087736984376
2023-12-15,10.0,0.17855090332868714,0.17855090332868714
2023-12-17,3.0,-1.1557225534556506,-1.1557225534556506
2023-12-18,7.75,-0.25032270778056426,-0.25032270778056426
2023-12-19,5.5,-0.6791963188898157,-0.6791963188898157
2023-12-20,7.75,-0.25032270778056426,-0.25032270778056426
2023-12-26,3.25,-1.108069929999067,-1.108069929999067
2023-12-27,11.25,0.41681402061160455,0.41681402061160455
2023-12-28,6.75,-0.4409332016068982,-0.4409332016068982
2023-12-29,7.0,-0.3932805781503147,-0.3932805781503147
2024-01-02,6.75,-0.4409332016068982,-0.4409332016068982
2024-01-03,10.75,0.3215087736984376,0.3215087736984376
2024-01-04,11.75,0.5121192675247715,0.5121192675247715
2024-01-07,3.75,-1.0127646830859,-1.0127646830859
2024-01-08,11.0,0.3691613971550211,0.3691613971550211
2024-01-09,6.0,-0.5838910719766487,-0.5838910719766487
2024-01-10,7.0,-0.3932805781503147,-0.3932805781503147
2024-01-14,2.5,-1.2510278003688176,-1.2510278003688176
2024-01-16,10.5,0.2738561502418541,0.2738561502418541
2024-01-17,10.75,0.3215087736984376,0.3215087736984376
2024-01-18,10.0,0.17855090332868714,0.17855090332868714
2024-01-19,7.75,-0.25032270778056426,-0.25032270778056426
2024-01-21,3.75,-1.0127646830859,-1.0127646830859
2024-01-22,7.25,-0.34562795469373125,-0.34562795469373125
2024-01-23,6.5,-0.4885858250634817,-0.4885858250634817
2024-01-24,12.0,0.559771890981355,0.559771890981355
2024-01-28,2.75,-1.203375176912234,-1.203375176912234
2024-01-29,9.0,-0.012059590497646816,-0.012059590497646816
2024-01-30,8.25,-0.1550174608673973,-0.1550174608673973
2024-01-31,13.5,0.8456876317208559,0.8456876317208559
2024-02-01,14.5,1.03629812554719,1.03629812554719
2024-02-04,7.5,-0.29797533123714776,-0.29797533123714776
2024-02-05,11.5,0.46446664406818805,0.46446664406818805
2024-02-06,10.25,0.22620352678527061,0.22620352678527061
2024-02-07,7.75,-0.25032270778056426,-0.25032270778056426
2024-02-08,7.5,-0.29797533123714776,-0.29797533123714776
2024-02-11,1.75,-1.393985670738568,-1.393985670738568
2024-02-12,5.0,-0.7745015658029826,-0.7745015658029826
2024-02-15,8.5,-0.10736483741081379,-0.10736483741081379
2024-02-18,2.0,-1.3463330472819846,-1.3463330472819846
2024-02-20,7.5,-0.29797533123714776,-0.29797533123714776
2024-02-21,8.75,-0.059712213954230306,-0.059712213954230306
2024-02-22,7.0,-0.3932805781503147,-0.3932805781503147
2024-02-23,11.0,0.3691613971550211,0.3691613971550211
2024-02-25,4.25,-0.9174594361727331,-0.9174594361727331
2024-02-26,9.0,-0.012059590497646816,-0.012059590497646816
2024-02-27,6.5,-0.4885858250634817,-0.4885858250634817
2024-03-01,22.25,2.513529452701278,2.513529452701278
2024-03-03,2.75,-1.203375176912234,-1.203375176912234
2024-03-04,4.5,-0.8698068127161496,-0.8698068127161496
2024-03-05,8.25,-0.1550174608673973,-0.1550174608673973
2024-03-06,10.25,0.22620352678527061,0.22620352678527061
2024-03-07,7.5,-0.29797533123714776,-0.29797533123714776
2024-03-10,3.5,-1.0604173065424836,-1.0604173065424836
2024-03-11,7.0,-0.3932805781503147,-0.3932805781503147
2024-03-13,7.75,-0.25032270778056426,-0.25032270778056426
2024-03-15,6.0,-0.5838910719766487,-0.5838910719766487
2024-03-17,3.0,-1.1557225534556506,-1.1557225534556506
2024-03-18,6.5,-0.4885858250634817,-0.4885858250634817
2024-03-19,5.75,-0.6315436954332322,-0.6315436954332322
2024-03-20,6.25,-0.5362384485200652,-0.5362384485200652
2024-03-21,9.0,-0.012059590497646816,-0.012059590497646816
2024-03-22,5.0,-0.7745015658029826,-0.7745015658029826
2024-03-24,2.75,-1.203375176912234,-1.203375176912234
2024-03-25,5.5,-0.6791963188898157,-0.6791963188898157
2024-03-26,4.75,-0.8221541892595661,-0.8221541892595661
2024-03-27,5.75,-0.6315436954332322,-0.6315436954332322
2024-03-31,2.5,-1.2510278003688176,-1.2510278003688176
2024-04-01,16.75,1.4651717366564414,1.4651717366564414
2024-04-02,10.0,0.17855090332868714,0.17855090332868714
2024-04-03,10.0,0.17855090332868714,0.17855090332868714
2024-04-04,9.0,-0.012059590497646816,-0.012059590497646816
2024-04-07,2.75,-1.203375176912234,-1.203375176912234
2024-04-08,5.5,-0.6791963188898157,-0.6791963188898157
2024-04-09,6.75,-0.4409332016068982,-0.4409332016068982
2024-04-12,10.75,0.3215087736984376,0.3215087736984376
2024-04-14,5.75,-0.6315436954332322,-0.6315436954332322
2024-04-15,13.25,0.7980350082642724,0.7980350082642724
2024-04-16,8.75,-0.059712213954230306,-0.059712213954230306
2024-04-17,12.75,0.7027297613511055,0.7027297613511055
2024-04-18,17.0,1.5128243601130247,1.5128243601130247
2024-04-19,9.0,-0.012059590497646816,-0.012059590497646816
2024-04-21,4.0,-0.9651120596293166,-0.9651120596293166
2024-04-22,6.5,-0.4885858250634817,-0.4885858250634817
2024-04-23,8.75,-0.059712213954230306,-0.059712213954230306
2024-04-24,5.0,-0.7745015658029826,-0.7745015658029826
2024-04-28,2.5,-1.2510278003688176,-1.2510278003688176
2024-04-29,6.25,-0.5362384485200652,-0.5362384485200652
2024-04-30,9.75,0.13089827987210365,0.13089827987210365
2024-05-01,13.0,0.7503823848076889,0.7503823848076889
2024-05-02,9.5,0.08324565641552016,0.08324565641552016
2024-05-05,1.5,-1.4416382941951515,-1.4416382941951515
2024-05-06,4.75,-0.8221541892595661,-0.8221541892595661
2024-05-07,6.0,-0.5838910719766487,-0.5838910719766487
2024-05-08,5.5,-0.6791963188898157,-0.6791963188898157
2024-05-09,7.75,-0.25032270778056426,-0.25032270778056426
2024-05-10,7.0,-0.3932805781503147,-0.3932805781503147
2024-05-12,1.25,-1.4892909176517348,-1.4892909176517348
2024-05-13,3.25,-1.108069929999067,-1.108069929999067
2024-05-16,8.25,-0.1550174608673973,-0.1550174608673973
2024-05-17,6.504028320312273,-0.48781798493946876,-0.48781798493946876
2024-05-19,2.0,-1.3463330472819846,-1.3463330472819846
2024-05-20,4.75,-0.8221541892595661,-0.8221541892595661
2024-05-21,5.0,-0.7745015658029826,-0.7745015658029826
2024-05-22,5.5,-0.6791963188898157,-0.6791963188898157
2024-05-23,10.0,0.17855090332868714,0.17855090332868714
2024-05-24,4.75,-0.8221541892595661,-0.8221541892595661
2024-05-26,1.25,-1.4892909176517348,-1.4892909176517348
2024-05-28,13.0,0.7503823848076889,0.7503823848076889
2024-05-29,7.75,-0.25032270778056426,-0.25032270778056426
2024-06-02,1.75,-1.393985670738568,-1.393985670738568
2024-06-03,12.0,0.559771890981355,0.559771890981355
2024-06-04,11.0,0.3691613971550211,0.3691613971550211
2024-06-05,9.0,-0.012059590497646816,-0.012059590497646816
2024-06-06,5.0,-0.7745015658029826,-0.7745015658029826
2024-06-09,2.25,-1.298680423825401,-1.298680423825401
2024-06-10,3.25,-1.108069929999067,-1.108069929999067
2024-06-11,7.0,-0.3932805781503147,-0.3932805781503147
2024-06-14,9.25,0.03559303295893667,0.03559303295893667
2024-06-16,2.75,-1.203375176912234,-1.203375176912234
2024-06-17,7.5,-0.29797533123714776,-0.29797533123714776
2024-06-18,9.75,0.13089827987210365,0.13089827987210365
2024-06-20,7.25,-0.34562795469373125,-0.34562795469373125
2024-06-21,6.75,-0.4409332016068982,-0.4409332016068982
2024-06-23,2.25,-1.298680423825401,-1.298680423825401
2024-06-24,5.25,-0.7268489423463992,-0.7268489423463992
2024-06-25,6.75,-0.4409332016068982,-0.4409332016068982
2024-06-26,9.25,0.03559303295893667,0.03559303295893667
2024-06-30,4.5,-0.8698068127161496,-0.8698068127161496
2024-07-01,10.75,0.3215087736984376,0.3215087736984376
2024-07-02,4.5,-0.8698068127161496,-0.8698068127161496
2024-07-03,7.75,-0.25032270778056426,-0.25032270778056426
2024-07-07,4.5,-0.8698068127161496,-0.8698068127161496
2024-07-08,5.25,-0.7268489423463992,-0.7268489423463992
2024-07-09,5.25,-0.7268489423463992,-0.7268489423463992
2024-07-10,4.5,-0.8698068127161496,-0.8698068127161496
2024-07-14,3.75,-1.0127646830859,-1.0127646830859
2024-07-15,4.5,-0.8698068127161496,-0.8698068127161496
2024-07-16,6.5,-0.4885858250634817,-0.4885858250634817
2024-07-17,5.25,-0.7268489423463992,-0.7268489423463992
2024-07-18,7.5,-0.29797533123714776,-0.29797533123714776
2024-07-19,7.25,-0.34562795469373125,-0.34562795469373125
2024-07-21,2.0,-1.3463330472819846,-1.3463330472819846
2024-07-22,7.25,-0.34562795469373125,-0.34562795469373125
2024-07-23,4.0,-0.9651120596293166,-0.9651120596293166
2024-07-24,8.25,-0.1550174608673973,-0.1550174608673973
2024-07-28,3.25,-1.108069929999067,-1.108069929999067
2024-07-29,4.25,-0.9174594361727331,-0.9174594361727331
2024-07-30,6.5,-0.4885858250634817,-0.4885858250634817
2024-07-31,13.25,0.7980350082642724,0.7980350082642724
2024-08-01,15.25,1.1792559959169404,1.1792559959169404
2024-08-04,12.75,0.7027297613511055,0.7027297613511055
2024-08-05,24.5,2.9424030638105294,2.9424030638105294
2024-08-06,11.25,0.41681402061160455,0.41681402061160455
2024-08-07,10.0,0.17855090332868714,0.17855090332868714
2024-08-08,14.5,1.03629812554719,1.03629812554719
2024-08-09,5.5,-0.6791963188898157,-0.6791963188898157
2024-08-11,2.5,-1.2510278003688176,-1.2510278003688176
2024-08-12,9.25,0.03559303295893667,0.03559303295893667
2024-08-15,14.25,0.9886455020906064,0.9886455020906064
2024-08-16,7.75,-0.25032270778056426,-0.25032270778056426
2024-08-18,2.5,-1.2510278003688176,-1.2510278003688176
2024-08-19,4.5,-0.8698068127161496,-0.8698068127161496
2024-08-20,10.25,0.22620352678527061,0.22620352678527061
2024-08-22,10.75,0.3215087736984376,0.3215087736984376
2024-08-23,8.25,-0.1550174608673973,-0.1550174608673973
2024-08-25,3.75,-1.0127646830859,-1.0127646830859
2024-08-26,7.0,-0.3932805781503147,-0.3932805781503147
2024-08-27,5.75,-0.6315436954332322,-0.6315436954332322
2024-08-28,13.0,0.7503823848076889,0.7503823848076889
2024-09-01,9.5,0.08324565641552016,0.08324565641552016
2024-09-03,18.75,1.8463927243091092,1.8463927243091092
2024-09-04,18.5,1.7987401008525257,1.7987401008525257
2024-09-05,11.0,0.3691613971550211,0.3691613971550211
2024-09-08,11.25,0.41681402061160455,0.41681402061160455
2024-09-09,14.5,1.03629812554719,1.03629812554719
2024-09-10,19.75,2.037003218135443,2.037003218135443
2024-09-13,11.75,0.5121192675247715,0.5121192675247715
2024-09-15,2.25,-1.298680423825401,-1.298680423825401
2024-09-16,11.0,0.3691613971550211,0.3691613971550211
2024-09-17,6.75,-0.4409332016068982,-0.4409332016068982
2024-09-18,11.25,0.41681402061160455,0.41681402061160455
2024-09-19,9.25,0.03559303295893667,0.03559303295893667
2024-09-20,7.5,-0.29797533123714776,-0.29797533123714776
2024-09-22,2.25,-1.298680423825401,-1.298680423825401
2024-09-23,6.5,-0.4885858250634817,-0.4885858250634817
2024-09-24,10.0,0.17855090332868714,0.17855090332868714
2024-09-25,7.0,-0.3932805781503147,-0.3932805781503147
2024-09-29,1.75,-1.393985670738568,-1.393985670738568
2024-09-30,7.75,-0.25032270778056426,-0.25032270778056426
2024-10-01,10.75,0.3215087736984376,0.3215087736984376
2024-10-02,7.75,-0.25032270778056426,-0.25032270778056426
2024-10-03,8.25,-0.1550174608673973,-0.1550174608673973
2024-10-06,3.25,-1.108069929999067,-1.108069929999067
2024-10-07,7.25,-0.34562795469373125,-0.34562795469373125
2024-10-08,6.75,-0.4409332016068982,-0.4409332016068982
2024-10-09,8.0,-0.20267008432398076,-0.20267008432398076
2024-10-13,1.5,-1.4416382941951515,-1.4416382941951515
2024-10-14,6.75,-0.4409332016068982,-0.4409332016068982
2024-10-15,7.0,-0.3932805781503147,-0.3932805781503147
2024-10-16,4.5,-0.8698068127161496,-0.8698068127161496
2024-10-17,7.5,-0.29797533123714776,-0.29797533123714776
2024-10-18,5.5,-0.6791963188898157,-0.6791963188898157
2024-10-20,2.0,-1.3463330472819846,-1.3463330472819846
2024-10-21,14.0,0.9409928786340229,0.9409928786340229
2024-10-22,7.75,-0.25032270778056426,-0.25032270778056426
2024-10-23,4.75,-0.8221541892595661,-0.8221541892595661
2024-10-24,6.5,-0.4885858250634817,-0.4885858250634817
2024-10-25,8.25,-0.1550174608673973,-0.1550174608673973
2024-10-27,6.0,-0.5838910719766487,-0.5838910719766487
2024-10-28,7.5,-0.29797533123714776,-0.29797533123714776
2024-10-29,11.25,0.41681402061160455,0.41681402061160455
2024-11-03,3.75,-1.0127646830859,-1.0127646830859
2024-11-04,6.25,-0.5362384485200652,-0.5362384485200652
2024-11-05,23.25,2.704139946527612,2.704139946527612
2024-11-06,10.75,0.3215087736984376,0.3215087736984376
2024-11-07,15.5,1.226908619373524,1.226908619373524
2024-11-08,7.0,-0.3932805781503147,-0.3932805781503147
2024-11-10,3.75,-1.0127646830859,-1.0127646830859
2024-11-11,6.25,-0.5362384485200652,-0.5362384485200652
2024-11-12,12.25,0.6074245144379385,0.6074245144379385
2024-11-15,10.5,0.2738561502418541,0.2738561502418541
2024-11-17,2.5,-1.2510278003688176,-1.2510278003688176
2024-11-18,9.25,0.03559303295893667,0.03559303295893667
