date,return,All Data ZScore,This Batch ZScore
2024-12-23,8.75,0.2950921546884342,0.835845158778773
2024-12-24,4.5,-0.7359200054039784,-0.6827132212925855
2024-12-25,3.25,-1.0391588760193937,-1.129348038960632
2024-12-26,8.0,0.11314883231918495,0.567864268177945
2024-12-27,5.75,-0.4326811347885629,-0.23607840362453889
2024-12-29,1.5,-1.4636932948809755,-1.7546367836958974
2024-12-30,11.0,0.8409221217961821,1.639787830581257
2024-12-31,7.75,0.05250105819610185,0.4785373046443357
2025-01-01,3.25,-1.0391588760193937,-1.129348038960632
2025-01-02,8.5,0.23444438056535113,0.7465181952451637
2025-01-03,7.25,-0.06879449005006433,0.2998833775771171
2025-01-05,3.5,-0.9785111018963107,-1.0400210754270227
2025-01-06,7.5,-0.00814671592698124,0.3892103411107264
2025-01-07,9.25,0.4163877029346004,1.0144990858459917
