Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-04-08,12.0,2.4428526190854107,2.4428526190854107
2025-04-09,14.25,3.250469749626151,3.250469749626151
2025-04-14,8.0,1.0070888314574287,1.0070888314574287
2025-04-15,7.5,0.8276183580039309,0.8276183580039309
2025-04-16,8.75,1.2762945416376754,1.2762945416376754
2025-04-17,5.75,0.19947170091668864,0.19947170091668864
2025-04-21,7.75,0.9173535947306798,0.9173535947306798
2025-04-22,3.75,-0.5184101928973025,-0.5184101928973025
2025-04-23,9.25,1.4557650150911732,1.4557650150911732
2025-04-24,4.0,-0.42867495617055357,-0.42867495617055357
2025-04-25,5.75,0.19947170091668864,0.19947170091668864
2025-04-28,6.75,0.5584126478236842,0.5584126478236842
2025-04-29,3.5,-0.6081454296240514,-0.6081454296240514
2025-05-01,6.25,0.3789421743701864,0.3789421743701864
2025-05-05,4.0,-0.42867495617055357,-0.42867495617055357
2025-05-06,5.5,0.10973646418993975,0.10973646418993975
2025-05-07,5.5,0.10973646418993975,0.10973646418993975
2025-05-08,10.25,1.8147059619981687,1.8147059619981687
2025-05-09,4.25,-0.3389397194438047,-0.3389397194438047
2025-05-12,3.25,-0.6978806663508003,-0.6978806663508003
2025-05-14,5.5,0.10973646418993975,0.10973646418993975
2025-05-16,5.25,0.020001227463190868,0.020001227463190868
2025-05-19,5.25,0.020001227463190868,0.020001227463190868
2025-05-20,4.25,-0.3389397194438047,-0.3389397194438047
2025-05-21,8.0,1.0070888314574287,1.0070888314574287
2025-05-22,5.75,0.19947170091668864,0.19947170091668864
2025-05-23,2.5,-0.9670863765310469,-0.9670863765310469
2025-05-26,1.25,-1.4157625601647914,-1.4157625601647914
2025-05-27,4.25,-0.3389397194438047,-0.3389397194438047
2025-05-28,3.25,-0.6978806663508003,-0.6978806663508003
2025-06-02,5.25,0.020001227463190868,0.020001227463190868
2025-06-03,4.25,-0.3389397194438047,-0.3389397194438047
2025-06-04,4.5,-0.2492044827170558,-0.2492044827170558
2025-06-05,7.5,0.8276183580039309,0.8276183580039309
2025-06-09,4.25,-0.3389397194438047,-0.3389397194438047
2025-06-10,3.75,-0.5184101928973025,-0.5184101928973025
2025-06-13,6.75,0.5584126478236842,0.5584126478236842
2025-06-16,5.0,-0.06973400926355802,-0.06973400926355802
2025-06-17,6.5,0.46867741109693534,0.46867741109693534
2025-06-18,6.0,0.2892069376434375,0.2892069376434375
2025-06-19,1.25,-1.4157625601647914,-1.4157625601647914
2025-06-20,7.5,0.8276183580039309,0.8276183580039309
2025-06-23,4.75,-0.1594692459903069,-0.1594692459903069
2025-06-24,4.75,-0.1594692459903069,-0.1594692459903069
2025-06-25,5.5,0.10973646418993975,0.10973646418993975
2025-06-30,5.0,-0.06973400926355802,-0.06973400926355802
2025-07-01,3.25,-0.6978806663508003,-0.6978806663508003
2025-07-02,3.75,-0.5184101928973025,-0.5184101928973025
2025-07-04,4.0,-0.42867495617055357,-0.42867495617055357
2025-07-07,3.0,-0.7876159030775491,-0.7876159030775491
2025-07-08,1.75,-1.2362920867112936,-1.2362920867112936
2025-07-09,5.5,0.10973646418993975,0.10973646418993975
2025-07-10,2.5,-0.9670863765310469,-0.9670863765310469
2025-07-11,2.75,-0.877351139804298,-0.877351139804298
2025-07-14,4.0,-0.42867495617055357,-0.42867495617055357
2025-07-17,3.75,-0.5184101928973025,-0.5184101928973025
2025-07-18,2.75,-0.877351139804298,-0.877351139804298
2025-07-21,2.0,-1.1465568499845447,-1.1465568499845447
2025-07-22,2.0,-1.1465568499845447,-1.1465568499845447
2025-07-23,4.25,-0.3389397194438047,-0.3389397194438047
2025-07-24,3.0,-0.7876159030775491,-0.7876159030775491
