Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,6.0,0.2892069376434375,0.2892069376434375
2024-10-01,6.5,0.46867741109693534,0.46867741109693534
2024-10-02,2.0,-1.1465568499845447,-1.1465568499845447
2024-10-03,4.25,-0.3389397194438047,-0.3389397194438047
2024-10-07,2.5,-0.9670863765310469,-0.9670863765310469
2024-10-08,4.25,-0.3389397194438047,-0.3389397194438047
2024-10-09,1.75,-1.2362920867112936,-1.2362920867112936
2024-10-14,2.75,-0.877351139804298,-0.877351139804298
2024-10-15,2.75,-0.877351139804298,-0.877351139804298
2024-10-16,3.0,-0.7876159030775491,-0.7876159030775491
2024-10-17,1.75,-1.2362920867112936,-1.2362920867112936
2024-10-18,2.0,-1.1465568499845447,-1.1465568499845447
2024-10-21,4.5,-0.2492044827170558,-0.2492044827170558
2024-10-22,3.0,-0.7876159030775491,-0.7876159030775491
2024-10-23,3.5,-0.6081454296240514,-0.6081454296240514
2024-10-24,5.0,-0.06973400926355802,-0.06973400926355802
2024-10-25,5.75,0.19947170091668864,0.19947170091668864
2024-10-28,5.75,0.19947170091668864,0.19947170091668864
2024-10-29,6.75,0.5584126478236842,0.5584126478236842
2024-11-04,7.25,0.737883121277182,0.737883121277182
2024-11-05,7.75,0.9173535947306798,0.9173535947306798
2024-11-06,6.75,0.5584126478236842,0.5584126478236842
2024-11-07,5.5,0.10973646418993975,0.10973646418993975
2024-11-08,6.0,0.2892069376434375,0.2892069376434375
2024-11-11,2.0,-1.1465568499845447,-1.1465568499845447
2024-11-12,4.0,-0.42867495617055357,-0.42867495617055357
2024-11-15,10.5,1.9044411987249175,1.9044411987249175
2024-11-18,5.5,0.10973646418993975,0.10973646418993975
2024-11-19,3.0,-0.7876159030775491,-0.7876159030775491
2024-11-20,2.75,-0.877351139804298,-0.877351139804298
2024-11-21,7.0,0.648147884550433,0.648147884550433
2024-11-22,3.25,-0.6978806663508003,-0.6978806663508003
2024-11-25,5.25,0.020001227463190868,0.020001227463190868
2024-11-26,2.75,-0.877351139804298,-0.877351139804298
2024-11-28,4.5,-0.2492044827170558,-0.2492044827170558
2024-11-29,5.75,0.19947170091668864,0.19947170091668864
2024-12-02,8.75,1.2762945416376754,1.2762945416376754
2024-12-03,6.25,0.3789421743701864,0.3789421743701864
2024-12-04,6.5,0.46867741109693534,0.46867741109693534
2024-12-05,6.5,0.46867741109693534,0.46867741109693534
2024-12-09,3.5,-0.6081454296240514,-0.6081454296240514
2024-12-10,5.5,0.10973646418993975,0.10973646418993975
2024-12-13,4.5,-0.2492044827170558,-0.2492044827170558
2024-12-16,3.5,-0.6081454296240514,-0.6081454296240514
2024-12-17,2.25,-1.0568216132577959,-1.0568216132577959
2024-12-18,15.5,3.6991459332598957,3.6991459332598957
2024-12-23,4.75,-0.1594692459903069,-0.1594692459903069
2024-12-24,4.5,-0.2492044827170558,-0.2492044827170558
2024-12-26,7.25,0.737883121277182,0.737883121277182
2024-12-27,5.0,-0.06973400926355802,-0.06973400926355802
2024-12-30,2.75,-0.877351139804298,-0.877351139804298
2024-12-31,6.75,0.5584126478236842,0.5584126478236842
2025-01-02,7.5,0.8276183580039309,0.8276183580039309
2025-01-03,4.0,-0.42867495617055357,-0.42867495617055357
2025-01-06,4.5,-0.2492044827170558,-0.2492044827170558
2025-01-07,3.75,-0.5184101928973025,-0.5184101928973025
2025-01-08,3.0,-0.7876159030775491,-0.7876159030775491
2025-01-09,2.5,-0.9670863765310469,-0.9670863765310469
2025-01-13,3.25,-0.6978806663508003,-0.6978806663508003
2025-01-16,10.0,1.7249707252714197,1.7249707252714197
2025-01-17,3.75,-0.5184101928973025,-0.5184101928973025
2025-01-20,2.75,-0.877351139804298,-0.877351139804298
2025-01-21,3.25,-0.6978806663508003,-0.6978806663508003
2025-01-22,5.5,0.10973646418993975,0.10973646418993975
2025-01-23,3.25,-0.6978806663508003,-0.6978806663508003
2025-01-24,3.75,-0.5184101928973025,-0.5184101928973025
2025-01-27,4.5,-0.2492044827170558,-0.2492044827170558
2025-01-28,4.0,-0.42867495617055357,-0.42867495617055357
2025-01-29,8.75,1.2762945416376754,1.2762945416376754
2025-02-03,6.25,0.3789421743701864,0.3789421743701864
2025-02-04,3.25,-0.6978806663508003,-0.6978806663508003
2025-02-05,3.5,-0.6081454296240514,-0.6081454296240514
2025-02-06,4.25,-0.3389397194438047,-0.3389397194438047
2025-02-10,4.0,-0.42867495617055357,-0.42867495617055357
2025-02-11,2.5,-0.9670863765310469,-0.9670863765310469
2025-02-14,3.25,-0.6978806663508003,-0.6978806663508003
2025-02-17,1.0,-1.5054977968915402,-1.5054977968915402
2025-02-18,4.0,-0.42867495617055357,-0.42867495617055357
2025-02-19,3.25,-0.6978806663508003,-0.6978806663508003
2025-02-20,1.75,-1.2362920867112936,-1.2362920867112936
2025-02-21,6.25,0.3789421743701864,0.3789421743701864
2025-02-24,3.5,-0.6081454296240514,-0.6081454296240514
2025-02-25,4.0,-0.42867495617055357,-0.42867495617055357
2025-02-26,8.75,1.2762945416376754,1.2762945416376754
2025-03-03,4.75,-0.1594692459903069,-0.1594692459903069
2025-03-04,13.25,2.8915288027191557,2.8915288027191557
2025-03-05,7.0,0.648147884550433,0.648147884550433
2025-03-06,7.5,0.8276183580039309,0.8276183580039309
2025-03-10,3.25,-0.6978806663508003,-0.6978806663508003
2025-03-11,12.0,2.4428526190854107,2.4428526190854107
2025-03-14,3.25,-0.6978806663508003,-0.6978806663508003
2025-03-17,6.5,0.46867741109693534,0.46867741109693534
2025-03-18,5.5,0.10973646418993975,0.10973646418993975
2025-03-19,8.75,1.2762945416376754,1.2762945416376754
2025-03-20,6.0,0.2892069376434375,0.2892069376434375
2025-03-21,5.0,-0.06973400926355802,-0.06973400926355802
2025-03-24,2.75,-0.877351139804298,-0.877351139804298
2025-03-25,3.75,-0.5184101928973025,-0.5184101928973025
2025-03-26,4.0,-0.42867495617055357,-0.42867495617055357
2025-03-31,5.75,0.19947170091668864,0.19947170091668864
2025-04-01,4.75,-0.1594692459903069,-0.1594692459903069
2025-04-02,10.25,1.8147059619981687,1.8147059619981687
2025-04-03,8.75,1.2762945416376754,1.2762945416376754
2025-04-04,17.25,4.327292590347138,4.327292590347138
2025-04-07,15.75,3.7888811699866447,3.7888811699866447
