Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,3.25,-0.5202067606456341,-0.5202067606456341
2024-10-01,1.75,-1.2106003688137468,-1.2106003688137468
2024-10-02,6.25,0.8605804556905915,0.8605804556905915
2024-10-03,3.25,-0.5202067606456341,-0.5202067606456341
2024-10-07,4.0,-0.17500995656157767,-0.17500995656157767
2024-10-08,3.75,-0.29007555792292977,-0.29007555792292977
2024-10-09,4.0,-0.17500995656157767,-0.17500995656157767
2024-10-14,3.25,-0.5202067606456341,-0.5202067606456341
2024-10-15,4.5,0.05512124616112659,0.05512124616112659
2024-10-16,3.25,-0.5202067606456341,-0.5202067606456341
2024-10-17,6.75,1.0907116584132959,1.0907116584132959
2024-10-18,4.25,-0.05994435520022554,-0.05994435520022554
2024-10-21,2.5,-0.8654035647296905,-0.8654035647296905
2024-10-22,4.5,0.05512124616112659,0.05512124616112659
2024-10-23,4.5,0.05512124616112659,0.05512124616112659
2024-10-24,3.75,-0.29007555792292977,-0.29007555792292977
2024-10-25,3.75,-0.29007555792292977,-0.29007555792292977
2024-10-28,3.5,-0.4051411592842819,-0.4051411592842819
2024-10-29,4.75,0.17018684752247873,0.17018684752247873
2024-11-04,3.0,-0.6352723620069862,-0.6352723620069862
2024-11-05,3.5,-0.4051411592842819,-0.4051411592842819
2024-11-06,6.25,0.8605804556905915,0.8605804556905915
2024-11-07,10.0,2.5865644761108735,2.5865644761108735
2024-11-08,4.0,-0.17500995656157767,-0.17500995656157767
2024-11-11,3.25,-0.5202067606456341,-0.5202067606456341
2024-11-12,4.0,-0.17500995656157767,-0.17500995656157767
2024-11-15,10.25,2.7016300774722257,2.7016300774722257
2024-11-18,5.25,0.40031805024518297,0.40031805024518297
2024-11-19,5.0,0.28525244888383083,0.28525244888383083
2024-11-20,3.25,-0.5202067606456341,-0.5202067606456341
2024-11-21,4.5,0.05512124616112659,0.05512124616112659
2024-11-22,3.0,-0.6352723620069862,-0.6352723620069862
2024-11-25,9.5,2.356433273388169,2.356433273388169
2024-11-26,3.25,-0.5202067606456341,-0.5202067606456341
2024-11-28,4.75,0.17018684752247873,0.17018684752247873
2024-11-29,3.25,-0.5202067606456341,-0.5202067606456341
2024-12-02,8.25,1.7811052665814084,1.7811052665814084
2024-12-03,7.75,1.5509740638587042,1.5509740638587042
2024-12-04,1.5,-1.325665970175099,-1.325665970175099
2024-12-05,5.75,0.6304492529678872,0.6304492529678872
2024-12-09,4.0,-0.17500995656157767,-0.17500995656157767
2024-12-10,3.75,-0.29007555792292977,-0.29007555792292977
2024-12-13,3.0,-0.6352723620069862,-0.6352723620069862
2024-12-16,1.75,-1.2106003688137468,-1.2106003688137468
2024-12-17,5.75,0.6304492529678872,0.6304492529678872
2024-12-18,5.5,0.5153836516065351,0.5153836516065351
2024-12-23,2.5,-0.8654035647296905,-0.8654035647296905
2024-12-24,0.75,-1.6708627742591553,-1.6708627742591553
2024-12-26,2.0,-1.0955347674523948,-1.0955347674523948
2024-12-27,2.75,-0.7503379633683384,-0.7503379633683384
2024-12-30,4.5,0.05512124616112659,0.05512124616112659
2024-12-31,3.0,-0.6352723620069862,-0.6352723620069862
2025-01-02,4.25,-0.05994435520022554,-0.05994435520022554
2025-01-03,3.0,-0.6352723620069862,-0.6352723620069862
2025-01-06,4.0,-0.17500995656157767,-0.17500995656157767
2025-01-07,2.25,-0.9804691660910426,-0.9804691660910426
2025-01-08,5.5,0.5153836516065351,0.5153836516065351
2025-01-09,2.75,-0.7503379633683384,-0.7503379633683384
2025-01-13,4.0,-0.17500995656157767,-0.17500995656157767
2025-01-16,5.0,0.28525244888383083,0.28525244888383083
2025-01-17,5.25,0.40031805024518297,0.40031805024518297
2025-01-20,8.0,1.6660396652200564,1.6660396652200564
2025-01-21,3.5,-0.4051411592842819,-0.4051411592842819
2025-01-22,3.0,-0.6352723620069862,-0.6352723620069862
2025-01-23,4.75,0.17018684752247873,0.17018684752247873
2025-01-24,1.75,-1.2106003688137468,-1.2106003688137468
