Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-01-27,6.0,0.7455148543292394,0.7455148543292394
2025-01-28,2.5,-0.8654035647296905,-0.8654035647296905
2025-01-29,2.75,-0.7503379633683384,-0.7503379633683384
2025-02-03,5.0,0.28525244888383083,0.28525244888383083
2025-02-04,3.0,-0.6352723620069862,-0.6352723620069862
2025-02-05,2.25,-0.9804691660910426,-0.9804691660910426
2025-02-06,4.25,-0.05994435520022554,-0.05994435520022554
2025-02-10,3.75,-0.29007555792292977,-0.29007555792292977
2025-02-11,2.0,-1.0955347674523948,-1.0955347674523948
2025-02-14,8.0,1.6660396652200564,1.6660396652200564
2025-02-17,1.25,-1.440731571536451,-1.440731571536451
2025-02-18,1.75,-1.2106003688137468,-1.2106003688137468
2025-02-19,2.75,-0.7503379633683384,-0.7503379633683384
2025-02-20,3.5,-0.4051411592842819,-0.4051411592842819
2025-02-21,2.5,-0.8654035647296905,-0.8654035647296905
2025-02-24,5.0,0.28525244888383083,0.28525244888383083
2025-02-25,5.0,0.28525244888383083,0.28525244888383083
2025-02-26,4.0,-0.17500995656157767,-0.17500995656157767
2025-03-03,3.5,-0.4051411592842819,-0.4051411592842819
2025-03-04,4.5,0.05512124616112659,0.05512124616112659
2025-03-05,6.0,0.7455148543292394,0.7455148543292394
2025-03-06,6.5,0.9756460570519436,0.9756460570519436
2025-03-10,4.0,-0.17500995656157767,-0.17500995656157767
2025-03-11,3.75,-0.29007555792292977,-0.29007555792292977
2025-03-14,3.25,-0.5202067606456341,-0.5202067606456341
2025-03-17,6.75,1.0907116584132959,1.0907116584132959
2025-03-18,3.75,-0.29007555792292977,-0.29007555792292977
2025-03-19,4.5,0.05512124616112659,0.05512124616112659
2025-03-20,4.25,-0.05994435520022554,-0.05994435520022554
2025-03-21,2.75,-0.7503379633683384,-0.7503379633683384
2025-03-24,2.0,-1.0955347674523948,-1.0955347674523948
2025-03-25,4.25,-0.05994435520022554,-0.05994435520022554
2025-03-26,2.5,-0.8654035647296905,-0.8654035647296905
2025-03-31,4.0,-0.17500995656157767,-0.17500995656157767
2025-04-01,5.0,0.28525244888383083,0.28525244888383083
2025-04-02,4.25,-0.05994435520022554,-0.05994435520022554
2025-04-03,10.5,2.8166956788335775,2.8166956788335775
2025-04-04,11.75,3.3920236856403383,3.3920236856403383
2025-04-07,10.75,2.9317612801949298,2.9317612801949298
2025-04-08,13.25,4.082417293808451,4.082417293808451
2025-04-09,13.75,4.312548496531155,4.312548496531155
2025-04-14,6.5,0.9756460570519436,0.9756460570519436
2025-04-15,6.75,1.0907116584132959,1.0907116584132959
2025-04-16,4.5,0.05512124616112659,0.05512124616112659
2025-04-17,4.5,0.05512124616112659,0.05512124616112659
2025-04-21,6.25,0.8605804556905915,0.8605804556905915
2025-04-22,3.5,-0.4051411592842819,-0.4051411592842819
2025-04-23,3.5,-0.4051411592842819,-0.4051411592842819
2025-04-24,5.0,0.28525244888383083,0.28525244888383083
2025-04-25,2.75,-0.7503379633683384,-0.7503379633683384
2025-04-28,3.25,-0.5202067606456341,-0.5202067606456341
2025-04-29,4.5,0.05512124616112659,0.05512124616112659
2025-05-01,3.75,-0.29007555792292977,-0.29007555792292977
2025-05-05,4.5,0.05512124616112659,0.05512124616112659
2025-05-06,3.25,-0.5202067606456341,-0.5202067606456341
2025-05-07,4.75,0.17018684752247873,0.17018684752247873
2025-05-08,4.25,-0.05994435520022554,-0.05994435520022554
2025-05-09,3.25,-0.5202067606456341,-0.5202067606456341
2025-05-12,4.25,-0.05994435520022554,-0.05994435520022554
2025-05-14,4.5,0.05512124616112659,0.05512124616112659
2025-05-16,2.75,-0.7503379633683384,-0.7503379633683384
2025-05-19,5.25,0.40031805024518297,0.40031805024518297
2025-05-20,3.0,-0.6352723620069862,-0.6352723620069862
2025-05-21,2.25,-0.9804691660910426,-0.9804691660910426
2025-05-22,4.75,0.17018684752247873,0.17018684752247873
2025-05-23,9.75,2.4714988747495212,2.4714988747495212
2025-05-26,2.5,-0.8654035647296905,-0.8654035647296905
2025-05-27,2.5,-0.8654035647296905,-0.8654035647296905
2025-05-28,5.5,0.5153836516065351,0.5153836516065351
2025-06-02,2.5,-0.8654035647296905,-0.8654035647296905
2025-06-03,3.25,-0.5202067606456341,-0.5202067606456341
2025-06-04,7.0,1.205777259774648,1.205777259774648
2025-06-05,6.5,0.9756460570519436,0.9756460570519436
2025-06-09,3.0,-0.6352723620069862,-0.6352723620069862
2025-06-10,2.0,-1.0955347674523948,-1.0955347674523948
2025-06-13,6.0,0.7455148543292394,0.7455148543292394
2025-06-16,4.75,0.17018684752247873,0.17018684752247873
2025-06-17,7.0,1.205777259774648,1.205777259774648
2025-06-18,3.25,-0.5202067606456341,-0.5202067606456341
2025-06-19,4.75,0.17018684752247873,0.17018684752247873
2025-06-20,3.75,-0.29007555792292977,-0.29007555792292977
2025-06-23,6.75,1.0907116584132959,1.0907116584132959
2025-06-24,3.5,-0.4051411592842819,-0.4051411592842819
2025-06-25,4.75,0.17018684752247873,0.17018684752247873
2025-06-30,2.75,-0.7503379633683384,-0.7503379633683384
2025-07-01,4.5,0.05512124616112659,0.05512124616112659
2025-07-02,2.25,-0.9804691660910426,-0.9804691660910426
2025-07-04,1.5,-1.325665970175099,-1.325665970175099
2025-07-07,2.75,-0.7503379633683384,-0.7503379633683384
2025-07-08,3.25,-0.5202067606456341,-0.5202067606456341
2025-07-09,5.25,0.40031805024518297,0.40031805024518297
2025-07-10,2.75,-0.7503379633683384,-0.7503379633683384
2025-07-11,2.75,-0.7503379633683384,-0.7503379633683384
2025-07-14,4.25,-0.05994435520022554,-0.05994435520022554
2025-07-17,6.0,0.7455148543292394,0.7455148543292394
2025-07-18,3.0,-0.6352723620069862,-0.6352723620069862
2025-07-21,2.5,-0.8654035647296905,-0.8654035647296905
2025-07-22,5.75,0.6304492529678872,0.6304492529678872
2025-07-23,3.0,-0.6352723620069862,-0.6352723620069862
2025-07-24,4.5,0.05512124616112659,0.05512124616112659
2025-07-25,2.5,-0.8654035647296905,-0.8654035647296905
