Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1h, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-02-23,4.5,-0.3521218531150346,-0.3521218531150346
2024-02-26,3.75,-0.6178454517883704,-0.6178454517883704
2024-02-27,4.0,-0.5292709188972584,-0.5292709188972584
2024-03-04,4.0,-0.5292709188972584,-0.5292709188972584
2024-03-05,4.5,-0.3521218531150346,-0.3521218531150346
2024-03-06,7.0,0.5336234757960846,0.5336234757960846
2024-03-07,6.25,0.2678998771227489,0.2678998771227489
2024-03-13,3.25,-0.7949945175705941,-0.7949945175705941
2024-03-18,3.5,-0.7064199846794823,-0.7064199846794823
2024-03-19,4.75,-0.2635473202239227,-0.2635473202239227
2024-03-20,2.25,-1.149292649135042,-1.149292649135042
2024-03-21,7.75,0.7993470744694203,0.7993470744694203
2024-03-22,4.75,-0.2635473202239227,-0.2635473202239227
2024-03-25,2.75,-0.972143583352818,-0.972143583352818
2024-03-26,4.5,-0.3521218531150346,-0.3521218531150346
2024-03-27,2.0,-1.2378671820261538,-1.2378671820261538
2024-04-01,8.75,1.153645206033868,1.153645206033868
2024-04-02,5.75,0.09075081134052501,0.09075081134052501
2024-04-03,7.25,0.6221980086871965,0.6221980086871965
2024-04-04,6.5,0.35647441001386077,0.35647441001386077
2024-04-09,3.25,-0.7949945175705941,-0.7949945175705941
2024-04-15,8.0,0.8879216073605323,0.8879216073605323
2024-04-16,4.25,-0.4406963860061465,-0.4406963860061465
2024-04-17,5.5,0.0021762784494130973,0.0021762784494130973
2024-04-18,5.0,-0.17497278733281074,-0.17497278733281074
2024-04-19,5.75,0.09075081134052501,0.09075081134052501
2024-04-22,3.5,-0.7064199846794823,-0.7064199846794823
2024-04-23,8.75,1.153645206033868,1.153645206033868
2024-04-24,3.25,-0.7949945175705941,-0.7949945175705941
2024-04-29,3.25,-0.7949945175705941,-0.7949945175705941
2024-04-30,7.0,0.5336234757960846,0.5336234757960846
2024-05-01,5.25,-0.08639825444169882,-0.08639825444169882
2024-05-02,5.75,0.09075081134052501,0.09075081134052501
2024-05-06,4.0,-0.5292709188972584,-0.5292709188972584
2024-05-07,4.75,-0.2635473202239227,-0.2635473202239227
2024-05-08,2.0,-1.2378671820261538,-1.2378671820261538
2024-05-09,5.25,-0.08639825444169882,-0.08639825444169882
2024-05-16,4.5,-0.3521218531150346,-0.3521218531150346
2024-05-17,2.0,-1.2378671820261538,-1.2378671820261538
2024-05-20,4.75,-0.2635473202239227,-0.2635473202239227
2024-05-21,2.25,-1.149292649135042,-1.149292649135042
2024-05-22,3.5,-0.7064199846794823,-0.7064199846794823
2024-05-23,8.25,0.9764961402516442,0.9764961402516442
2024-05-28,3.0,-0.8835690504617061,-0.8835690504617061
2024-05-29,4.5,-0.3521218531150346,-0.3521218531150346
2024-06-03,2.25,-1.149292649135042,-1.149292649135042
2024-06-04,5.0,-0.17497278733281074,-0.17497278733281074
2024-06-05,7.0,0.5336234757960846,0.5336234757960846
2024-06-06,4.25,-0.4406963860061465,-0.4406963860061465
2024-06-11,3.5,-0.7064199846794823,-0.7064199846794823
2024-06-17,6.25,0.2678998771227489,0.2678998771227489
2024-06-18,7.25,0.6221980086871965,0.6221980086871965
2024-06-20,7.25,0.6221980086871965,0.6221980086871965
2024-06-21,4.75,-0.2635473202239227,-0.2635473202239227
2024-06-24,2.75,-0.972143583352818,-0.972143583352818
2024-06-25,5.0,-0.17497278733281074,-0.17497278733281074
2024-06-26,3.25,-0.7949945175705941,-0.7949945175705941
2024-07-01,5.5,0.0021762784494130973,0.0021762784494130973
2024-07-02,3.5,-0.7064199846794823,-0.7064199846794823
2024-07-09,1.75,-1.3264417149172656,-1.3264417149172656
2024-07-10,2.75,-0.972143583352818,-0.972143583352818
2024-07-15,4.25,-0.4406963860061465,-0.4406963860061465
2024-07-16,6.0,0.17932534423163693,0.17932534423163693
2024-07-17,2.25,-1.149292649135042,-1.149292649135042
2024-07-18,3.25,-0.7949945175705941,-0.7949945175705941
2024-07-19,5.0,-0.17497278733281074,-0.17497278733281074
2024-07-22,2.0,-1.2378671820261538,-1.2378671820261538
2024-07-23,2.5,-1.0607181162439299,-1.0607181162439299
2024-07-24,3.75,-0.6178454517883704,-0.6178454517883704
2024-07-29,3.25,-0.7949945175705941,-0.7949945175705941
2024-07-30,3.5,-0.7064199846794823,-0.7064199846794823
2024-07-31,4.75,-0.2635473202239227,-0.2635473202239227
2024-08-01,8.0,0.8879216073605323,0.8879216073605323
2024-08-05,9.75,1.5079433375983158,1.5079433375983158
2024-08-06,7.5,0.7107725415783085,0.7107725415783085
2024-08-07,3.0,-0.8835690504617061,-0.8835690504617061
2024-08-08,12.0,2.305114133618323,2.305114133618323
2024-08-09,3.75,-0.6178454517883704,-0.6178454517883704
2024-08-15,13.5,2.8365613309649946,2.8365613309649946
2024-08-19,3.0,-0.8835690504617061,-0.8835690504617061
2024-08-20,5.25,-0.08639825444169882,-0.08639825444169882
2024-08-22,5.5,0.0021762784494130973,0.0021762784494130973
2024-08-23,3.25,-0.7949945175705941,-0.7949945175705941
2024-08-26,5.5,0.0021762784494130973,0.0021762784494130973
2024-08-27,2.0,-1.2378671820261538,-1.2378671820261538
2024-08-28,12.75,2.570837732291659,2.570837732291659
2024-09-03,17.75,4.342328390113897,4.342328390113897
2024-09-04,12.25,2.393688666509435,2.393688666509435
2024-09-05,14.75,3.279433995420554,3.279433995420554
2024-09-10,9.25,1.330794271816092,1.330794271816092
2024-09-16,10.25,1.6850924033805394,1.6850924033805394
2024-09-17,5.25,-0.08639825444169882,-0.08639825444169882
2024-09-18,3.0,-0.8835690504617061,-0.8835690504617061
2024-09-19,8.5,1.0650706731427562,1.0650706731427562
2024-09-20,4.25,-0.4406963860061465,-0.4406963860061465
2024-09-23,5.75,0.09075081134052501,0.09075081134052501
2024-09-24,3.5,-0.7064199846794823,-0.7064199846794823
2024-09-25,2.75,-0.972143583352818,-0.972143583352818
2024-09-30,4.0,-0.5292709188972584,-0.5292709188972584
2024-10-01,6.0,0.17932534423163693,0.17932534423163693
2024-10-02,1.5,-1.4150162478083776,-1.4150162478083776
2024-10-03,3.25,-0.7949945175705941,-0.7949945175705941
2024-10-07,4.0,-0.5292709188972584,-0.5292709188972584
2024-10-08,3.75,-0.6178454517883704,-0.6178454517883704
2024-10-09,3.0,-0.8835690504617061,-0.8835690504617061
2024-10-14,2.75,-0.972143583352818,-0.972143583352818
2024-10-16,3.25,-0.7949945175705941,-0.7949945175705941
2024-10-17,6.25,0.2678998771227489,0.2678998771227489
2024-10-18,4.25,-0.4406963860061465,-0.4406963860061465
2024-10-21,2.25,-1.149292649135042,-1.149292649135042
2024-10-22,5.25,-0.08639825444169882,-0.08639825444169882
2024-10-23,3.25,-0.7949945175705941,-0.7949945175705941
2024-10-24,6.0,0.17932534423163693,0.17932534423163693
2024-10-28,3.5,-0.7064199846794823,-0.7064199846794823
2024-10-29,5.25,-0.08639825444169882,-0.08639825444169882
2024-11-04,3.0,-0.8835690504617061,-0.8835690504617061
2024-11-05,3.5,-0.7064199846794823,-0.7064199846794823
2024-11-06,6.25,0.2678998771227489,0.2678998771227489
2024-11-07,10.0,1.5965178704894276,1.5965178704894276
2024-11-11,3.25,-0.7949945175705941,-0.7949945175705941
2024-11-15,5.75,0.09075081134052501,0.09075081134052501
2024-11-18,5.25,-0.08639825444169882,-0.08639825444169882
2024-11-19,5.0,-0.17497278733281074,-0.17497278733281074
2024-11-20,3.25,-0.7949945175705941,-0.7949945175705941
2024-11-21,4.5,-0.3521218531150346,-0.3521218531150346
2024-11-25,9.5,1.4193688047072037,1.4193688047072037
2024-11-26,3.75,-0.6178454517883704,-0.6178454517883704
2024-11-29,3.5,-0.7064199846794823,-0.7064199846794823
2024-12-02,8.5,1.0650706731427562,1.0650706731427562
2024-12-03,7.75,0.7993470744694203,0.7993470744694203
2024-12-04,4.5,-0.3521218531150346,-0.3521218531150346
2024-12-05,5.75,0.09075081134052501,0.09075081134052501
2024-12-10,3.75,-0.6178454517883704,-0.6178454517883704
2024-12-13,3.0,-0.8835690504617061,-0.8835690504617061
2024-12-16,4.0,-0.5292709188972584,-0.5292709188972584
2024-12-17,3.75,-0.6178454517883704,-0.6178454517883704
2024-12-18,5.5,0.0021762784494130973,0.0021762784494130973
2024-12-23,3.25,-0.7949945175705941,-0.7949945175705941
2024-12-24,1.0,-1.5921653135906015,-1.5921653135906015
2024-12-26,2.0,-1.2378671820261538,-1.2378671820261538
2024-12-27,2.75,-0.972143583352818,-0.972143583352818
2024-12-30,5.5,0.0021762784494130973,0.0021762784494130973
2024-12-31,3.0,-0.8835690504617061,-0.8835690504617061
2025-01-02,4.25,-0.4406963860061465,-0.4406963860061465
2025-01-03,3.0,-0.8835690504617061,-0.8835690504617061
2025-01-06,4.0,-0.5292709188972584,-0.5292709188972584
2025-01-07,2.25,-1.149292649135042,-1.149292649135042
2025-01-08,3.25,-0.7949945175705941,-0.7949945175705941
2025-01-09,2.75,-0.972143583352818,-0.972143583352818
2025-01-16,5.0,-0.17497278733281074,-0.17497278733281074
2025-01-17,2.25,-1.149292649135042,-1.149292649135042
2025-01-20,8.0,0.8879216073605323,0.8879216073605323
2025-01-21,3.5,-0.7064199846794823,-0.7064199846794823
2025-01-22,3.0,-0.8835690504617061,-0.8835690504617061
2025-01-23,4.75,-0.2635473202239227,-0.2635473202239227
2025-01-27,6.0,0.17932534423163693,0.17932534423163693
2025-01-28,3.25,-0.7949945175705941,-0.7949945175705941
2025-01-29,2.75,-0.972143583352818,-0.972143583352818
2025-02-03,5.0,-0.17497278733281074,-0.17497278733281074
2025-02-04,4.5,-0.3521218531150346,-0.3521218531150346
2025-02-05,3.0,-0.8835690504617061,-0.8835690504617061
2025-02-06,4.25,-0.4406963860061465,-0.4406963860061465
2025-02-11,2.25,-1.149292649135042,-1.149292649135042
2025-02-14,8.0,0.8879216073605323,0.8879216073605323
2025-02-17,1.25,-1.5035907806994895,-1.5035907806994895
2025-02-18,1.75,-1.3264417149172656,-1.3264417149172656
2025-02-19,2.75,-0.972143583352818,-0.972143583352818
2025-02-20,3.5,-0.7064199846794823,-0.7064199846794823
2025-02-24,5.0,-0.17497278733281074,-0.17497278733281074
2025-02-25,5.0,-0.17497278733281074,-0.17497278733281074
2025-02-26,3.0,-0.8835690504617061,-0.8835690504617061
2025-03-03,4.0,-0.5292709188972584,-0.5292709188972584
2025-03-04,4.5,-0.3521218531150346,-0.3521218531150346
2025-03-05,7.25,0.6221980086871965,0.6221980086871965
2025-03-06,6.5,0.35647441001386077,0.35647441001386077
2025-03-11,4.0,-0.5292709188972584,-0.5292709188972584
2025-03-17,6.75,0.4450489429049727,0.4450489429049727
2025-03-18,3.5,-0.7064199846794823,-0.7064199846794823
2025-03-19,4.5,-0.3521218531150346,-0.3521218531150346
2025-03-20,4.25,-0.4406963860061465,-0.4406963860061465
2025-03-21,1.75,-1.3264417149172656,-1.3264417149172656
2025-03-24,3.75,-0.6178454517883704,-0.6178454517883704
2025-03-25,3.5,-0.7064199846794823,-0.7064199846794823
2025-03-26,2.5,-1.0607181162439299,-1.0607181162439299
2025-03-31,4.0,-0.5292709188972584,-0.5292709188972584
2025-04-01,5.0,-0.17497278733281074,-0.17497278733281074
2025-04-02,4.25,-0.4406963860061465,-0.4406963860061465
2025-04-03,10.5,1.7736669362716515,1.7736669362716515
2025-04-07,10.75,1.8622414691627633,1.8622414691627633
2025-04-08,13.25,2.7479867980738826,2.7479867980738826
2025-04-09,13.75,2.9251358638561062,2.9251358638561062
2025-04-15,6.75,0.4450489429049727,0.4450489429049727
2025-04-16,4.5,-0.3521218531150346,-0.3521218531150346
2025-04-17,4.5,-0.3521218531150346,-0.3521218531150346
2025-04-21,6.25,0.2678998771227489,0.2678998771227489
2025-04-22,5.0,-0.17497278733281074,-0.17497278733281074
2025-04-23,3.5,-0.7064199846794823,-0.7064199846794823
2025-04-24,5.0,-0.17497278733281074,-0.17497278733281074
2025-04-28,3.25,-0.7949945175705941,-0.7949945175705941
2025-04-29,6.75,0.4450489429049727,0.4450489429049727
2025-05-01,3.75,-0.6178454517883704,-0.6178454517883704
2025-05-05,4.5,-0.3521218531150346,-0.3521218531150346
2025-05-06,3.25,-0.7949945175705941,-0.7949945175705941
2025-05-07,4.75,-0.2635473202239227,-0.2635473202239227
2025-05-14,4.25,-0.4406963860061465,-0.4406963860061465
2025-05-19,2.25,-1.149292649135042,-1.149292649135042
2025-05-20,3.75,-0.6178454517883704,-0.6178454517883704
2025-05-21,2.25,-1.149292649135042,-1.149292649135042
2025-05-22,4.75,-0.2635473202239227,-0.2635473202239227
2025-05-23,9.75,1.5079433375983158,1.5079433375983158
2025-05-26,2.5,-1.0607181162439299,-1.0607181162439299
2025-05-27,2.5,-1.0607181162439299,-1.0607181162439299
2025-05-28,5.5,0.0021762784494130973,0.0021762784494130973
