Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1h, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2022-12-20,6.75,0.4450489429049727,0.4450489429049727
2022-12-21,7.75,0.7993470744694203,0.7993470744694203
2022-12-27,7.0,0.5336234757960846,0.5336234757960846
2022-12-28,4.5,-0.3521218531150346,-0.3521218531150346
2022-12-29,4.5,-0.3521218531150346,-0.3521218531150346
2022-12-30,6.0,0.17932534423163693,0.17932534423163693
2023-01-03,5.5,0.0021762784494130973,0.0021762784494130973
2023-01-04,3.0,-0.8835690504617061,-0.8835690504617061
2023-01-05,2.0,-1.2378671820261538,-1.2378671820261538
2023-01-10,4.25,-0.4406963860061465,-0.4406963860061465
2023-01-11,3.5,-0.7064199846794823,-0.7064199846794823
2023-01-17,7.0,0.5336234757960846,0.5336234757960846
2023-01-19,6.5,0.35647441001386077,0.35647441001386077
2023-01-20,3.75,-0.6178454517883704,-0.6178454517883704
2023-01-23,6.25,0.2678998771227489,0.2678998771227489
2023-01-24,8.5,1.0650706731427562,1.0650706731427562
2023-01-25,4.25,-0.4406963860061465,-0.4406963860061465
2023-01-30,3.75,-0.6178454517883704,-0.6178454517883704
2023-01-31,6.75,0.4450489429049727,0.4450489429049727
2023-02-01,3.75,-0.6178454517883704,-0.6178454517883704
2023-02-02,10.5,1.7736669362716515,1.7736669362716515
2023-02-06,5.25,-0.08639825444169882,-0.08639825444169882
2023-02-07,4.5,-0.3521218531150346,-0.3521218531150346
2023-02-08,4.0,-0.5292709188972584,-0.5292709188972584
2023-02-09,3.5,-0.7064199846794823,-0.7064199846794823
2023-02-15,6.25,0.2678998771227489,0.2678998771227489
2023-02-17,2.75,-0.972143583352818,-0.972143583352818
2023-02-21,8.5,1.0650706731427562,1.0650706731427562
2023-02-22,5.5,0.0021762784494130973,0.0021762784494130973
2023-02-27,17.25,4.165179324331674,4.165179324331674
2023-02-28,13.5,2.8365613309649946,2.8365613309649946
2023-03-01,11.75,2.216539600727211,2.216539600727211
2023-03-02,15.25,3.456583061202778,3.456583061202778
2023-03-03,12.25,2.393688666509435,2.393688666509435
2023-03-06,12.0,2.305114133618323,2.305114133618323
2023-03-07,4.25,-0.4406963860061465,-0.4406963860061465
2023-03-08,9.25,1.330794271816092,1.330794271816092
2023-03-09,8.75,1.153645206033868,1.153645206033868
2023-03-16,12.5,2.482263199400547,2.482263199400547
2023-03-20,17.5,4.253753857222785,4.253753857222785
2023-03-21,7.75,0.7993470744694203,0.7993470744694203
2023-03-22,6.25,0.2678998771227489,0.2678998771227489
2023-03-23,7.25,0.6221980086871965,0.6221980086871965
2023-03-24,5.25,-0.08639825444169882,-0.08639825444169882
2023-03-27,6.75,0.4450489429049727,0.4450489429049727
2023-03-28,7.25,0.6221980086871965,0.6221980086871965
2023-03-29,9.0,1.24221973892498,1.24221973892498
2023-04-03,7.0,0.5336234757960846,0.5336234757960846
2023-04-04,4.5,-0.3521218531150346,-0.3521218531150346
2023-04-05,11.0,1.9508160020538754,1.9508160020538754
2023-04-06,8.5,1.0650706731427562,1.0650706731427562
2023-04-11,5.5,0.0021762784494130973,0.0021762784494130973
2023-04-17,4.25,-0.4406963860061465,-0.4406963860061465
2023-04-18,4.75,-0.2635473202239227,-0.2635473202239227
2023-04-19,3.5,-0.7064199846794823,-0.7064199846794823
2023-04-20,6.0,0.17932534423163693,0.17932534423163693
2023-04-21,8.25,0.9764961402516442,0.9764961402516442
2023-04-24,3.0,-0.8835690504617061,-0.8835690504617061
2023-04-25,5.0,-0.17497278733281074,-0.17497278733281074
2023-04-26,8.5,1.0650706731427562,1.0650706731427562
2023-05-01,5.75,0.09075081134052501,0.09075081134052501
2023-05-02,5.0,-0.17497278733281074,-0.17497278733281074
2023-05-03,4.0,-0.5292709188972584,-0.5292709188972584
2023-05-04,8.75,1.153645206033868,1.153645206033868
2023-05-09,4.75,-0.2635473202239227,-0.2635473202239227
2023-05-15,5.25,-0.08639825444169882,-0.08639825444169882
2023-05-16,2.25,-1.149292649135042,-1.149292649135042
2023-05-17,5.0,-0.17497278733281074,-0.17497278733281074
2023-05-18,6.25,0.2678998771227489,0.2678998771227489
2023-05-19,6.0,0.17932534423163693,0.17932534423163693
2023-05-22,6.0,0.17932534423163693,0.17932534423163693
2023-05-23,2.25,-1.149292649135042,-1.149292649135042
2023-05-24,3.75,-0.6178454517883704,-0.6178454517883704
2023-05-30,19.75,5.0509246532427925,5.0509246532427925
2023-05-31,4.25,-0.4406963860061465,-0.4406963860061465
2023-06-01,10.0,1.5965178704894276,1.5965178704894276
2023-06-05,3.0,-0.8835690504617061,-0.8835690504617061
2023-06-06,8.5,1.0650706731427562,1.0650706731427562
2023-06-07,4.5,-0.3521218531150346,-0.3521218531150346
2023-06-08,10.75,1.8622414691627633,1.8622414691627633
2023-06-09,8.25,0.9764961402516442,0.9764961402516442
2023-06-15,10.25,1.6850924033805394,1.6850924033805394
2023-06-20,6.5,0.35647441001386077,0.35647441001386077
2023-06-21,5.5,0.0021762784494130973,0.0021762784494130973
2023-06-22,9.75,1.5079433375983158,1.5079433375983158
2023-06-23,6.5,0.35647441001386077,0.35647441001386077
2023-06-26,6.75,0.4450489429049727,0.4450489429049727
2023-06-27,5.5,0.0021762784494130973,0.0021762784494130973
2023-06-28,2.75,-0.972143583352818,-0.972143583352818
2023-07-05,4.5,-0.3521218531150346,-0.3521218531150346
2023-07-06,2.0,-1.2378671820261538,-1.2378671820261538
2023-07-11,3.5,-0.7064199846794823,-0.7064199846794823
2023-07-17,8.0,0.8879216073605323,0.8879216073605323
2023-07-18,7.25,0.6221980086871965,0.6221980086871965
2023-07-19,5.5,0.0021762784494130973,0.0021762784494130973
2023-07-20,5.5,0.0021762784494130973,0.0021762784494130973
2023-07-21,5.0,-0.17497278733281074,-0.17497278733281074
2023-07-24,5.5,0.0021762784494130973,0.0021762784494130973
2023-07-25,4.75,-0.2635473202239227,-0.2635473202239227
2023-07-26,4.5,-0.3521218531150346,-0.3521218531150346
2023-07-31,4.75,-0.2635473202239227,-0.2635473202239227
2023-08-01,7.5,0.7107725415783085,0.7107725415783085
2023-08-02,8.5,1.0650706731427562,1.0650706731427562
2023-08-03,7.75,0.7993470744694203,0.7993470744694203
2023-08-07,6.25,0.2678998771227489,0.2678998771227489
2023-08-08,4.25,-0.4406963860061465,-0.4406963860061465
2023-08-09,4.75,-0.2635473202239227,-0.2635473202239227
2023-08-15,12.25,2.393688666509435,2.393688666509435
2023-08-16,5.25,-0.08639825444169882,-0.08639825444169882
2023-08-17,4.5,-0.3521218531150346,-0.3521218531150346
2023-08-18,6.5,0.35647441001386077,0.35647441001386077
2023-08-21,5.0,-0.17497278733281074,-0.17497278733281074
2023-08-22,6.25,0.2678998771227489,0.2678998771227489
2023-08-23,10.0,1.5965178704894276,1.5965178704894276
2023-08-24,4.5,-0.3521218531150346,-0.3521218531150346
2023-08-28,6.0,0.17932534423163693,0.17932534423163693
2023-08-29,4.25,-0.4406963860061465,-0.4406963860061465
2023-09-05,10.0,1.5965178704894276,1.5965178704894276
2023-09-06,8.75,1.153645206033868,1.153645206033868
2023-09-07,9.5,1.4193688047072037,1.4193688047072037
2023-09-08,9.75,1.5079433375983158,1.5079433375983158
2023-09-12,8.75,1.153645206033868,1.153645206033868
2023-09-18,7.25,0.6221980086871965,0.6221980086871965
2023-09-19,5.75,0.09075081134052501,0.09075081134052501
2023-09-20,4.0,-0.5292709188972584,-0.5292709188972584
2023-09-21,7.5,0.7107725415783085,0.7107725415783085
2023-09-22,3.25,-0.7949945175705941,-0.7949945175705941
2023-09-25,4.25,-0.4406963860061465,-0.4406963860061465
2023-09-26,4.5,-0.3521218531150346,-0.3521218531150346
2023-09-27,4.5,-0.3521218531150346,-0.3521218531150346
2023-10-02,3.0,-0.8835690504617061,-0.8835690504617061
2023-10-03,6.0,0.17932534423163693,0.17932534423163693
2023-10-04,9.0,1.24221973892498,1.24221973892498
2023-10-05,6.75,0.4450489429049727,0.4450489429049727
2023-10-09,6.75,0.4450489429049727,0.4450489429049727
2023-10-16,6.0,0.17932534423163693,0.17932534423163693
2023-10-17,1.5,-1.4150162478083776,-1.4150162478083776
2023-10-18,7.0,0.5336234757960846,0.5336234757960846
2023-10-19,6.25,0.2678998771227489,0.2678998771227489
2023-10-20,5.5,0.0021762784494130973,0.0021762784494130973
2023-10-23,7.25,0.6221980086871965,0.6221980086871965
2023-10-24,5.5,0.0021762784494130973,0.0021762784494130973
2023-10-25,4.75,-0.2635473202239227,-0.2635473202239227
2023-10-30,4.0,-0.5292709188972584,-0.5292709188972584
2023-10-31,8.25,0.9764961402516442,0.9764961402516442
2023-11-01,7.0,0.5336234757960846,0.5336234757960846
2023-11-02,9.0,1.24221973892498,1.24221973892498
2023-11-06,6.5,0.35647441001386077,0.35647441001386077
2023-11-07,4.0,-0.5292709188972584,-0.5292709188972584
2023-11-08,4.0,-0.5292709188972584,-0.5292709188972584
2023-11-09,4.25,-0.4406963860061465,-0.4406963860061465
2023-11-17,6.0,0.17932534423163693,0.17932534423163693
2023-11-20,4.25,-0.4406963860061465,-0.4406963860061465
2023-11-21,4.5,-0.3521218531150346,-0.3521218531150346
2023-11-23,3.5,-0.7064199846794823,-0.7064199846794823
2023-11-27,4.25,-0.4406963860061465,-0.4406963860061465
2023-11-28,5.0,-0.17497278733281074,-0.17497278733281074
2023-12-01,4.0,-0.5292709188972584,-0.5292709188972584
2023-12-04,3.75,-0.6178454517883704,-0.6178454517883704
2023-12-05,4.0,-0.5292709188972584,-0.5292709188972584
2023-12-06,7.25,0.6221980086871965,0.6221980086871965
2023-12-07,6.25,0.2678998771227489,0.2678998771227489
2023-12-14,7.0,0.5336234757960846,0.5336234757960846
2023-12-15,10.0,1.5965178704894276,1.5965178704894276
2023-12-18,6.5,0.35647441001386077,0.35647441001386077
2023-12-19,4.25,-0.4406963860061465,-0.4406963860061465
2023-12-20,3.0,-0.8835690504617061,-0.8835690504617061
2023-12-26,2.0,-1.2378671820261538,-1.2378671820261538
2023-12-27,3.5,-0.7064199846794823,-0.7064199846794823
2023-12-28,3.25,-0.7949945175705941,-0.7949945175705941
2023-12-29,3.5,-0.7064199846794823,-0.7064199846794823
2024-01-02,5.75,0.09075081134052501,0.09075081134052501
2024-01-03,5.0,-0.17497278733281074,-0.17497278733281074
2024-01-04,5.25,-0.08639825444169882,-0.08639825444169882
2024-01-09,5.25,-0.08639825444169882,-0.08639825444169882
2024-01-10,2.25,-1.149292649135042,-1.149292649135042
2024-01-16,4.75,-0.2635473202239227,-0.2635473202239227
2024-01-17,7.75,0.7993470744694203,0.7993470744694203
2024-01-18,5.5,0.0021762784494130973,0.0021762784494130973
2024-01-22,3.25,-0.7949945175705941,-0.7949945175705941
2024-01-23,2.75,-0.972143583352818,-0.972143583352818
2024-01-24,5.25,-0.08639825444169882,-0.08639825444169882
2024-01-29,2.25,-1.149292649135042,-1.149292649135042
2024-01-30,4.0,-0.5292709188972584,-0.5292709188972584
2024-01-31,11.0,1.9508160020538754,1.9508160020538754
2024-02-01,8.25,0.9764961402516442,0.9764961402516442
2024-02-05,4.25,-0.4406963860061465,-0.4406963860061465
2024-02-06,5.0,-0.17497278733281074,-0.17497278733281074
2024-02-07,7.75,0.7993470744694203,0.7993470744694203
2024-02-08,2.75,-0.972143583352818,-0.972143583352818
2024-02-15,5.5,0.0021762784494130973,0.0021762784494130973
2024-02-20,3.5,-0.7064199846794823,-0.7064199846794823
2024-02-21,2.75,-0.972143583352818,-0.972143583352818
2024-02-22,7.0,0.5336234757960846,0.5336234757960846
